,门店ID,体检分,有效订单数,入店人数,平均商家评分,平均配送评分,平均配送评分
0,227035,77.0,1,22,4.4,5.0,5.0
1,255297,81.0,1,37,5.0,5.0,5.0
2,345331,84.0,2,39,5.0,5.0,5.0
3,403721,79.0,0,59,3.4,4.7,4.7
4,634577,73.0,1,19,5.0,5.0,5.0
5,652919,56.0,0,0,0.0,0.0,0.0
6,666460,72.0,0,15,2.0,3.5,3.5
7,722212,74.0,0,1,4.3,4.6,4.6
8,724418,75.0,0,20,4.8,5.0,5.0
9,767243,81.0,1,16,4.2,4.8,4.8
10,809558,70.0,0,4,0.0,0.0,0.0
11,829130,82.0,0,17,5.0,4.3,4.3
12,832314,71.0,1,15,4.6,5.0,5.0
13,911233,73.0,0,21,5.0,5.0,5.0
14,914805,86.0,1,43,4.8,4.5,4.5
15,978388,69.0,0,2,0.0,0.0,0.0
16,1024781,77.0,1,32,4.6,4.6,4.6
17,1025932,63.0,0,7,0.0,0.0,0.0
18,1056309,70.0,0,9,0.0,0.0,0.0
19,1065807,77.0,0,20,5.0,5.0,5.0
20,1115599,82.0,0,40,5.0,5.0,5.0
21,1306021,77.0,0,1,0.0,0.0,0.0
22,1317559,82.0,1,22,4.8,4.8,4.8
23,1357365,64.0,0,12,4.7,5.0,5.0
24,1410092,67.0,0,10,0.0,0.0,0.0
25,1445291,81.0,0,16,0.0,0.0,0.0
26,1537303,85.0,1,47,4.8,4.5,4.5
27,1682006,81.0,2,21,5.0,5.0,5.0
28,1786360,62.0,0,5,0.0,0.0,0.0
29,1806980,59.0,0,0,0.0,0.0,0.0
30,1959140,64.0,0,28,5.0,5.0,5.0
31,1993353,81.0,0,23,4.4,4.6,4.6
32,1996730,74.0,0,7,4.7,5.0,5.0
33,2002283,67.0,0,2,0.0,0.0,0.0
34,2148336,78.0,0,12,4.9,5.0,5.0
35,2149848,79.0,1,40,4.1,4.3,4.3
36,2290168,62.0,0,5,0.0,0.0,0.0
37,2372726,86.0,4,20,5.0,5.0,5.0
38,2387910,52.0,0,6,0.0,0.0,0.0
39,2396768,81.0,0,86,4.7,5.0,5.0
40,2414605,78.0,1,31,5.0,5.0,5.0
41,2499036,74.0,2,41,5.0,0.0,0.0
42,2526841,71.0,0,7,0.0,0.0,0.0
43,2531868,76.0,1,5,0.0,0.0,0.0
44,2568882,70.0,0,14,5.0,5.0,5.0
45,2613397,76.0,0,8,3.6,5.0,5.0
46,2633533,81.0,0,3,4.2,4.6,4.6
47,2681117,74.0,0,5,0.0,0.0,0.0
48,2692280,81.0,4,23,4.4,0.0,0.0
49,2721901,77.0,0,13,5.0,5.0,5.0
50,2758504,87.0,1,42,4.4,5.0,5.0
51,2758931,74.0,0,13,0.0,0.0,0.0
52,2782682,88.0,0,6,5.0,5.0,5.0
53,2903944,87.0,1,37,4.7,4.6,4.6
54,2951300,76.0,0,4,0.0,0.0,0.0
55,2954975,63.0,0,0,0.0,0.0,0.0
56,2992347,73.0,0,0,5.0,5.0,5.0
57,3032292,86.0,14,116,4.8,5.0,5.0
58,3069058,69.0,0,5,0.0,0.0,0.0
59,3074868,67.0,0,2,0.0,0.0,0.0
60,3100497,79.0,0,43,4.4,4.4,4.4
61,3114586,67.0,0,19,3.0,4.3,4.3
62,3115396,84.0,1,17,4.8,5.0,5.0
63,3134500,83.0,0,25,4.3,4.6,4.6
64,3140988,75.0,2,64,4.5,4.7,4.7
65,3153483,71.0,0,9,4.4,4.3,4.3
66,3174819,53.0,0,6,0.0,0.0,0.0
67,3230734,77.0,2,36,4.1,4.7,4.7
68,3251274,74.0,1,6,5.0,5.0,5.0
69,3372458,73.0,0,6,0.0,0.0,0.0
70,3420406,74.0,0,15,0.0,0.0,0.0
71,3423829,75.0,1,15,5.0,5.0,5.0
72,3453699,66.0,2,20,5.0,5.0,5.0
73,3522148,69.0,0,4,0.0,0.0,0.0
74,3534673,45.0,0,0,0.0,0.0,0.0
75,3566834,81.0,0,39,4.8,5.0,5.0
76,3590298,61.0,0,3,0.0,0.0,0.0
77,3593644,57.0,0,0,0.0,0.0,0.0
78,3695585,85.0,1,15,4.6,4.5,4.5
79,3738967,64.0,0,1,0.0,0.0,0.0
80,3782706,79.0,0,3,4.8,5.0,5.0
81,3825934,78.0,0,10,4.8,5.0,5.0
82,3859980,78.0,0,16,5.0,5.0,5.0
83,3878986,70.0,0,29,4.1,4.2,4.2
84,3899843,57.0,0,3,0.0,0.0,0.0
85,3915289,66.0,0,1,0.0,0.0,0.0
86,4108818,83.0,4,45,5.0,5.0,5.0
87,4129848,62.0,0,1,0.0,0.0,0.0
88,4133335,63.0,0,3,0.0,0.0,0.0
89,4182702,63.0,0,5,0.0,0.0,0.0
90,4184985,80.0,0,5,0.0,0.0,0.0
91,4249322,51.0,0,3,0.0,0.0,0.0
92,4277847,82.0,1,14,5.0,5.0,5.0
93,4278885,87.0,4,74,4.4,4.8,4.8
94,4320557,76.0,1,6,4.4,4.7,4.7
95,4362920,73.0,3,7,4.7,5.0,5.0
96,4371458,71.0,0,14,4.6,4.6,4.6
97,4384891,75.0,0,15,4.6,5.0,5.0
98,4404304,82.0,2,21,5.0,5.0,5.0
99,4496751,52.0,0,0,0.0,0.0,0.0
100,4530539,77.0,3,19,5.0,5.0,5.0
101,4564340,76.0,1,34,4.9,4.8,4.8
102,4568666,56.0,9,46,0.0,0.0,0.0
103,4597000,70.0,0,16,4.9,5.0,5.0
104,4641301,64.0,0,4,0.0,0.0,0.0
105,4644119,86.0,0,4,5.0,5.0,5.0
106,4648258,69.0,0,6,0.0,0.0,0.0
107,4653357,74.0,0,3,5.0,5.0,5.0
108,4653968,80.0,2,6,0.0,0.0,0.0
109,4666902,75.0,0,5,4.7,5.0,5.0
110,4695060,80.0,0,29,0.0,0.0,0.0
111,4722599,71.0,0,2,5.0,0.0,0.0
112,4733956,62.0,0,1,0.0,0.0,0.0
113,4772352,70.0,1,30,5.0,5.0,5.0
114,4789782,77.0,0,14,5.0,4.6,4.6
115,4789783,68.0,1,11,5.0,5.0,5.0
116,4789788,71.0,0,5,0.0,0.0,0.0
117,4789789,75.0,1,18,4.8,0.0,0.0
118,4810715,74.0,0,7,5.0,5.0,5.0
119,4849426,57.0,0,4,0.0,0.0,0.0
120,4849427,73.0,0,2,5.0,5.0,5.0
121,4849430,77.0,0,14,4.2,5.0,5.0
122,4849433,75.0,1,14,5.0,5.0,5.0
123,4849495,64.0,0,2,0.0,0.0,0.0
124,4849496,83.0,2,36,4.3,4.2,4.2
125,4849498,79.0,0,14,3.8,0.0,0.0
126,4881711,79.0,0,31,4.8,5.0,5.0
127,4893963,78.0,0,14,5.0,5.0,5.0
128,4895530,78.0,0,8,5.0,5.0,5.0
129,4895531,72.0,0,21,5.0,5.0,5.0
130,4895532,60.0,0,1,0.0,0.0,0.0
131,4895533,61.0,0,4,0.0,0.0,0.0
132,4895535,60.0,0,4,0.0,0.0,0.0
133,4895537,74.0,0,3,0.0,0.0,0.0
134,4895681,48.0,0,3,0.0,0.0,0.0
135,4895684,67.0,0,19,0.0,0.0,0.0
136,4895685,78.0,2,28,5.0,5.0,5.0
137,4918754,75.0,0,13,4.3,5.0,5.0
138,4918755,78.0,0,13,4.3,4.3,4.3
139,4918756,75.0,3,30,4.1,3.9,3.9
140,4918759,82.0,0,6,5.0,5.0,5.0
141,4918763,63.0,0,10,0.0,0.0,0.0
142,4918765,50.0,0,1,0.0,0.0,0.0
143,4918766,61.0,0,1,5.0,5.0,5.0
144,4918769,77.0,1,29,4.6,4.7,4.7
145,4918770,82.0,3,34,3.5,4.0,4.0
146,4986602,85.0,2,25,4.4,5.0,5.0
147,5020140,64.0,0,5,0.0,0.0,0.0
148,5021738,82.0,3,53,5.0,5.0,5.0
149,5030693,83.0,3,51,4.7,5.0,5.0
150,5054486,83.0,2,26,0.0,0.0,0.0
151,5071962,80.0,0,12,4.3,5.0,5.0
152,5101794,69.0,0,4,3.9,4.4,4.4
153,5108779,46.0,0,0,0.0,0.0,0.0
154,5108780,80.0,1,5,0.0,0.0,0.0
155,5108781,73.0,0,14,2.4,2.7,2.7
156,5108785,72.0,0,6,0.0,0.0,0.0
157,5108786,81.0,0,5,0.0,0.0,0.0
158,5108787,61.0,0,3,0.0,0.0,0.0
159,5108788,70.0,0,5,0.0,0.0,0.0
160,5108789,69.0,2,12,4.6,5.0,5.0
161,5108790,64.0,0,6,0.0,0.0,0.0
162,5108791,89.0,2,18,4.7,4.8,4.8
163,5108794,77.0,1,17,0.0,0.0,0.0
164,5108795,80.0,0,9,0.0,0.0,0.0
165,5108798,63.0,1,14,0.0,0.0,0.0
166,5108990,79.0,0,2,0.0,0.0,0.0
167,5109129,65.0,0,3,0.0,0.0,0.0
168,5109131,75.0,0,5,0.0,0.0,0.0
169,5109859,70.0,2,9,0.0,0.0,0.0
170,5109986,76.0,0,6,4.6,5.0,5.0
171,5188784,74.0,0,7,4.2,4.3,4.3
172,5252927,86.0,1,17,4.5,5.0,5.0
173,5252928,72.0,0,13,4.8,5.0,5.0
174,5252930,71.0,0,13,4.2,0.0,0.0
175,5252931,68.0,0,2,0.0,0.0,0.0
176,5252933,77.0,1,33,4.6,4.3,4.3
177,5252935,82.0,0,27,0.0,0.0,0.0
178,5252939,81.0,0,38,4.3,4.7,4.7
179,5252942,82.0,0,13,5.0,5.0,5.0
180,5252943,71.0,0,4,0.0,0.0,0.0
181,5253002,61.0,0,5,0.0,0.0,0.0
182,5253068,82.0,0,21,4.3,4.4,4.4
183,5253069,63.0,0,1,0.0,0.0,0.0
184,5253070,76.0,8,82,4.8,5.0,5.0
185,5253072,83.0,2,18,4.3,4.5,4.5
186,5253141,76.0,0,8,0.0,0.0,0.0
187,5260014,87.0,3,45,5.0,5.0,5.0
188,5260338,77.0,1,7,0.0,0.0,0.0
189,5277233,80.0,0,7,0.0,0.0,0.0
190,5277235,79.0,3,26,5.0,5.0,5.0
191,5277237,81.0,0,13,5.0,5.0,5.0
192,5277238,80.0,0,6,0.0,0.0,0.0
193,5277240,82.0,0,46,4.7,5.0,5.0
194,5277243,80.0,0,13,4.2,4.2,4.2
195,5277244,85.0,1,64,4.9,4.6,4.6
196,5277245,47.0,0,1,0.0,0.0,0.0
197,5277247,73.0,0,6,0.0,0.0,0.0
198,5277250,67.0,2,10,0.0,0.0,0.0
199,5277252,85.0,0,15,4.8,5.0,5.0
200,5277255,81.0,0,13,4.0,5.0,5.0
201,5277256,79.0,1,37,3.6,3.3,3.3
202,5277257,81.0,0,13,5.0,5.0,5.0
203,5277258,82.0,2,28,4.5,4.3,4.3
204,5277259,78.0,0,4,0.0,0.0,0.0
205,5277260,80.0,1,17,4.7,4.7,4.7
206,5277262,71.0,0,9,4.9,0.0,0.0
207,5277265,62.0,0,7,0.0,0.0,0.0
208,5277270,60.0,0,0,0.0,0.0,0.0
209,5277273,53.0,0,8,0.0,0.0,0.0
210,5277274,74.0,2,39,4.8,5.0,5.0
211,5277275,85.0,4,37,5.0,5.0,5.0
212,5277276,80.0,3,24,4.7,4.7,4.7
