,门店ID,体检分,有效订单数,入店人数,平均商家评分,平均配送评分,平均配送评分
0,227035,85.0,1,5,4.4,5.0,5.0
1,255297,82.0,0,1,5.0,5.0,5.0
2,345331,88.0,0,3,5.0,5.0,5.0
3,403721,74.0,0,2,3.2,4.7,4.7
4,634577,83.0,0,9,5.0,5.0,5.0
5,652919,64.0,0,0,0.0,0.0,0.0
6,666460,77.0,0,5,1.6,3.3,3.3
7,722212,76.0,0,2,3.8,4.2,4.2
8,724418,84.0,0,5,0.0,0.0,0.0
9,767243,85.0,0,2,4.2,4.8,4.8
10,809558,72.0,0,1,0.0,0.0,0.0
11,829130,85.0,1,10,5.0,4.2,4.2
12,832314,73.0,0,1,0.0,0.0,0.0
13,911233,76.0,0,9,5.0,5.0,5.0
14,914805,83.0,0,14,4.7,4.3,4.3
15,978388,60.0,0,2,0.0,0.0,0.0
16,1024781,84.0,0,17,4.6,4.6,4.6
17,1025932,71.0,0,0,0.0,0.0,0.0
18,1056309,77.0,0,3,5.0,5.0,5.0
19,1065807,84.0,0,7,4.7,5.0,5.0
20,1115599,86.0,0,1,5.0,5.0,5.0
21,1306021,73.0,0,0,0.0,0.0,0.0
22,1317559,87.0,2,12,4.8,4.8,4.8
23,1357365,75.0,0,7,4.7,5.0,5.0
24,1410092,68.0,0,1,0.0,0.0,0.0
25,1445291,75.0,0,0,0.0,0.0,0.0
26,1537303,83.0,0,16,4.8,4.4,4.4
27,1682006,85.0,0,5,5.0,5.0,5.0
28,1786360,65.0,0,1,0.0,0.0,0.0
29,1806980,61.0,0,0,0.0,0.0,0.0
30,1959140,64.0,0,0,5.0,5.0,5.0
31,1993353,83.0,0,11,4.3,4.6,4.6
32,1996730,70.0,0,0,0.0,0.0,0.0
33,2002283,71.0,0,0,0.0,0.0,0.0
34,2148336,81.0,0,1,0.0,0.0,0.0
35,2149848,83.0,3,7,3.9,4.3,4.3
36,2290168,66.0,0,2,0.0,0.0,0.0
37,2372726,88.0,0,11,5.0,5.0,5.0
38,2387910,66.0,0,0,0.0,0.0,0.0
39,2396768,80.0,1,31,4.6,4.8,4.8
40,2414605,81.0,0,8,5.0,0.0,0.0
41,2499036,86.0,3,19,5.0,5.0,5.0
42,2526841,62.0,0,0,0.0,0.0,0.0
43,2531868,79.0,0,4,4.2,4.2,4.2
44,2568882,70.0,0,2,0.0,0.0,0.0
45,2613397,76.0,0,6,3.3,5.0,5.0
46,2633533,82.0,0,2,3.8,4.4,4.4
47,2681117,72.0,0,1,0.0,0.0,0.0
48,2692280,83.0,0,5,4.6,5.0,5.0
49,2721901,78.0,0,3,0.0,0.0,0.0
50,2758504,86.0,0,11,4.3,5.0,5.0
51,2758931,74.0,0,2,0.0,0.0,0.0
52,2782682,87.0,0,1,5.0,5.0,5.0
53,2903944,89.0,0,4,4.7,4.6,4.6
54,2951300,79.0,0,2,0.0,0.0,0.0
55,2954975,68.0,0,1,0.0,0.0,0.0
56,2992347,75.0,0,1,0.0,0.0,0.0
57,3032292,92.0,3,33,4.8,4.9,4.9
58,3069058,63.0,0,2,0.0,0.0,0.0
59,3074868,64.0,0,1,0.0,0.0,0.0
60,3100497,80.0,0,3,4.2,4.2,4.2
61,3114586,67.0,0,0,3.0,4.4,4.4
62,3115396,83.0,1,8,4.8,5.0,5.0
63,3134500,83.0,0,6,4.2,4.7,4.7
64,3140988,81.0,0,23,4.5,4.7,4.7
65,3153483,84.0,0,3,4.4,4.3,4.3
66,3174819,69.0,0,4,5.0,5.0,5.0
67,3230734,86.0,1,9,4.1,4.7,4.7
68,3251274,84.0,0,1,5.0,5.0,5.0
69,3372458,78.0,0,0,0.0,0.0,0.0
70,3420406,76.0,0,3,0.0,0.0,0.0
71,3423829,80.0,0,2,4.8,5.0,5.0
72,3453699,83.0,0,1,5.0,5.0,5.0
73,3522148,74.0,0,0,0.0,0.0,0.0
74,3534673,58.0,0,0,0.0,0.0,0.0
75,3566834,87.0,0,16,5.0,5.0,5.0
76,3590298,69.0,0,0,0.0,0.0,0.0
77,3593644,58.0,0,0,0.0,0.0,0.0
78,3695585,87.0,3,15,4.5,4.4,4.4
79,3738967,72.0,0,1,0.0,0.0,0.0
80,3782706,78.0,0,0,0.0,0.0,0.0
81,3825934,75.0,0,6,4.6,5.0,5.0
82,3859980,81.0,0,4,5.0,5.0,5.0
83,3878986,76.0,1,9,4.0,4.1,4.1
84,3899843,70.0,0,1,0.0,0.0,0.0
85,3915289,71.0,0,3,5.0,5.0,5.0
86,4108818,85.0,1,7,5.0,0.0,0.0
87,4129848,72.0,0,0,0.0,0.0,0.0
88,4133335,55.0,0,0,0.0,0.0,0.0
89,4182702,64.0,0,2,0.0,0.0,0.0
90,4184985,79.0,0,3,0.0,0.0,0.0
91,4249322,63.0,0,0,0.0,0.0,0.0
92,4277847,84.0,0,3,5.0,5.0,5.0
93,4278885,90.0,6,32,4.5,4.8,4.8
94,4320557,77.0,0,1,4.4,4.7,4.7
95,4362920,82.0,0,4,4.6,5.0,5.0
96,4371458,84.0,1,12,4.7,4.7,4.7
97,4384891,81.0,1,3,4.6,5.0,5.0
98,4404304,85.0,1,13,5.0,5.0,5.0
99,4496751,64.0,0,2,0.0,0.0,0.0
100,4530539,83.0,0,2,0.0,0.0,0.0
101,4564340,81.0,1,13,4.9,4.8,4.8
102,4568666,87.0,6,61,5.0,5.0,5.0
103,4597000,73.0,0,6,5.0,0.0,0.0
104,4641301,67.0,0,0,0.0,0.0,0.0
105,4644119,79.0,0,0,5.0,5.0,5.0
106,4648258,67.0,0,4,0.0,0.0,0.0
107,4653357,84.0,0,0,5.0,5.0,5.0
108,4653968,86.0,0,1,0.0,0.0,0.0
109,4666902,75.0,0,3,4.5,5.0,5.0
110,4695060,81.0,0,2,0.0,0.0,0.0
111,4722599,81.0,0,0,0.0,0.0,0.0
112,4733956,62.0,0,3,0.0,0.0,0.0
113,4772352,82.0,0,14,5.0,5.0,5.0
114,4789782,76.0,0,0,5.0,4.2,4.2
115,4789783,78.0,0,2,0.0,0.0,0.0
116,4789788,73.0,0,0,0.0,0.0,0.0
117,4789789,83.0,1,6,4.9,5.0,5.0
118,4810715,78.0,0,3,5.0,5.0,5.0
119,4849426,63.0,0,1,0.0,0.0,0.0
120,4849427,73.0,0,0,0.0,0.0,0.0
121,4849430,84.0,0,4,4.3,5.0,5.0
122,4849433,83.0,0,2,5.0,5.0,5.0
123,4849495,69.0,0,1,0.0,0.0,0.0
124,4849496,86.0,0,11,4.3,4.3,4.3
125,4849498,79.0,0,5,3.0,4.2,4.2
126,4881711,84.0,1,5,4.8,5.0,5.0
127,4893963,79.0,0,2,5.0,5.0,5.0
128,4895530,78.0,0,1,5.0,5.0,5.0
129,4895531,71.0,0,5,4.7,4.7,4.7
130,4895532,64.0,0,0,0.0,0.0,0.0
131,4895533,60.0,0,1,0.0,0.0,0.0
132,4895535,74.0,0,4,0.0,0.0,0.0
133,4895537,71.0,0,0,0.0,0.0,0.0
134,4895681,61.0,0,0,0.0,0.0,0.0
135,4895684,54.0,0,1,0.0,0.0,0.0
136,4895685,76.0,0,0,0.0,0.0,0.0
137,4918754,73.0,0,2,4.4,5.0,5.0
138,4918755,77.0,0,6,4.4,4.5,4.5
139,4918756,85.0,0,12,4.3,4.2,4.2
140,4918759,78.0,0,11,5.0,5.0,5.0
141,4918763,66.0,0,3,0.0,0.0,0.0
142,4918765,62.0,0,0,0.0,0.0,0.0
143,4918766,72.0,0,0,0.0,0.0,0.0
144,4918769,88.0,0,7,4.6,4.7,4.7
145,4918770,88.0,1,17,3.7,4.1,4.1
146,4986602,83.0,0,6,4.3,5.0,5.0
147,5020140,59.0,0,0,0.0,0.0,0.0
