门店,门店ID,城市(城市负责人),体检分,权益奖励,近7日服务问题导致的营业额损失(元),本周触犯红线,上周触犯红线
"邂逅花坊鲜花（英子花艺）	","5568383	",景德镇,"88.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（芳香花店）	","5568384	",上饶,"88.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花田小筑）	","5568385	",菏泽,"69.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（爱度婚礼管家鲜花）	","5568387	",辽源,"68.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（平价花卉）	","5568388	",南京,"79.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（青青花行）	","5568389	",白山,"88.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（阳光花圃）	","5568390	",温州,"68.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（焱冉鲜花）	","5568391	",长春,"78.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（情缘春鲜花）	","5568393	",延边朝鲜族自治州,"83.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（庐山花园）	","5568394	",西安,"81.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（小米花卉）	","5568395	",绍兴,"85.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（乐淘淘花艺）	","5568397	",通化,"59.0	",--,159,未触犯红线,未触犯红线
"邂逅花坊鲜花（花语鲜花）	","5568398	",资阳,"90.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（木子里花艺）	","5568399	",巴中,"82.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花芊骨花艺）	","5568400	",烟台,"62.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（爱尚花艺）	","5568402	",雅安,"82.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（有家花坊）	","5568403	",达州,"83.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（嫁日鲜花婚礼）	","5568404	",吉林,"80.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（中菲鲜花）	","5568406	",潍坊,"65.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（森森爱）	","5568407	",兰州,"61.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（栀夏花艺）	","5568408	",兰州,"76.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（红玫瑰鲜花店）	","5568409	",西安,"54.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（最美时光花艺）	","5568410	",衢州,"78.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（七彩鲜花）	","5568412	",西安,"87.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（智嘉花坊）	","5568413	",深圳,"73.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（安妮花园花艺馆）	","5568414	",大连,"75.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（蕊禾花艺）	","5568416	",阳泉,"65.0	",--,278,未触犯红线,未触犯红线
"邂逅花坊鲜花（尚品花艺）	","5568417	",牡丹江,"76.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（玫瑰园花艺）	","5568418	",吕梁,"86.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（馨语鲜花）	","5568420	",鹤岗,"75.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（千日红花行）	","5569963	",常德,"71.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（淘花源）	","5569964	",长沙,"74.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（爱丽斯花艺）	","5569966	",玉林,"74.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（潘多拉花店）	","5569967	",北海,"80.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（囍结缘鲜花婚庆）	","5575850	",赣州,"80.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（百合婚庆）	","5575851	",湖州,"71.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（岩琪儿鲜花礼品店）	","5575852	",长春,"67.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（勿忘我鲜花店）	","5575853	",金华,"58.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（林馨花店）	","5575854	",台州,"75.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（红玫瑰婚庆鲜花）	","5575855	",西安,"69.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（七彩鲜花）	","5575858	",金华,"82.0	",--,0,未触犯红线,未触犯红线
"唯爱花店(七夕预定，表白，鲜花)	","5575859	",株洲,"63.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（爱神罗兰）	","5575860	",锦州,"85.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（恋尚花花苑）	","5575861	",嘉兴,"83.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（喜进门花艺）	","5575862	",温州,"76.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花之韵工作室）	","5575864	",金华,"84.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（爱花居雨露花店）	","5575866	",伊春市,"49.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（金陵花行）	","5575867	",北京,"76.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（源源鲜花店）	","5575868	",黑河,"85.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（雨小屋花艺工作室）	","5575869	",哈尔滨,"87.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（蜜蜂花堆）	","5575870	",柳州,"62.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（时间花艺店）	","5575871	",桂林,"45.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（菲儿鲜花婚庆）	","5575872	",哈尔滨,"80.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（馥郁花屋）	","5575873	",金华,"72.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（欣雅花卉）	","5575875	",包头,"77.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（爱尚鲜花）	","5575877	",昌吉回族自治州,"47.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（阿丽花卉店）	","5575878	",南宁,"78.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（满天星）	","5575879	",阿勒泰地区,"60.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（爱花居）	","5575881	",合肥,"75.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（向晴花艺）	","5575882	",广州,"60.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（天天鲜花）	","5575884	",伊犁哈萨克自治州,"77.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花之源）	","5575885	",吕梁,"58.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（今之典花屋）	","5576142	",南充,"63.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（金果鲜花）	","5576144	",哈尔滨,"70.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（千艺鲜花）	","5576145	",新乡,"85.0	",--,627,未触犯红线,未触犯红线
"邂逅花坊鲜花（欣艺鲜花）	","5576269	",南充,"63.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（红运来鲜花庆典）	","5576270	",吉林,"86.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花儿）	","5576271	",新乡,"67.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（小曹花行）	","5576272	",新乡,"70.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（玫瑰之约花艺）	","5576331	",绥化,"72.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（AYM爱依米花艺）	","5576860	",北京,"79.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花之语）	","5578661	",广安,"82.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花仙子花店）	","5578663	",宜宾,"89.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（好日子鲜花）	","5578664	",温州,"75.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花生活鲜花）	","5578665	",威海,"80.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（千百卉鲜花坊）	","5578667	",赣州,"73.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（情意浓花店）	","5578668	",温州,"84.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（梦之谷）	","5578669	",绍兴,"78.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（雅馨鲜花礼品）	","5578670	",锦州,"87.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（喜庆花铺）	","5578673	",萍乡,"61.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（喜相逢婚庆鲜花会馆）	","5578674	",吉安,"83.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（茹馨花艺花店）	","5578677	",嘉兴,"84.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花花世界花艺）	","5578678	",长春,"85.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花思雨爱花居）	","5578679	",吉林,"85.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（玲珑花艺）	","5578680	",吉安,"78.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花艺品鲜花店）	","5578681	",鹰潭,"82.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（田田鲜花）	","5578683	",荆门,"56.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花一元花坊）	","5578687	",韶关,"76.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（风信子花艺）	","5578689	",湘潭,"69.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（春暖花开）	","5578690	",防城港,"82.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（鲜花房）	","5578691	",西安,"73.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（麦子花艺）	","5578693	",哈尔滨,"79.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（晴初花店）	","5578694	",南宁,"76.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（小店花艺）	","5578696	",柳州,"58.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（芷睿花坊）	","5578697	",柳州,"64.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（雲遇花艺馆）	","5578698	",桂林,"64.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（原色鲜花水果店）	","5578699	",南充,"84.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（良缘婚庆鲜花）	","5578701	",乐山,"80.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（鲜花婚庆）	","5578702	",西安,"84.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（依诺鲜花坊）	","5578704	",萍乡,"76.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（萍聚鲜花礼品）	","5578707	",开封,"86.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（格格鲜花）	","5578710	",伊犁哈萨克自治州,"63.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（天使鲜花店）	","5578711	",喀什地区,"77.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（千枝花花艺）	","5578712	",绍兴,"86.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花趣花艺）	","5578713	",南通,"85.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（美誉鲜花）	","5578714	",青岛,"75.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（先花店）	","5578715	",泰安,"83.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（采薇鲜花）	","5578716	",伊犁哈萨克自治州,"59.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（库尔勒520鲜花）	","5578718	",巴音郭楞蒙古自治州,"60.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（轩轩鲜花婚庆）	","5578720	",运城,"79.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花之语花坊）	","5578721	",塔城地区,"77.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花花工作室）	","5578722	",宁波,"87.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（新世纪花苑）	","5578723	",绍兴,"83.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花佳大自然花店）	","5606334	",包头,"67.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（甜蜜花艺）	","5610086	",衡阳,"83.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（柔怡鲜花）	","5610091	",铜陵,"61.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（圆中圆鲜花1店）	","5627566	",龙岩,"77.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（水仙百合居）	","5631574	",柳州,"73.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花仙子）	","5631576	",阜阳,"76.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（告白花艺）	","5631577	",运城,"84.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（翩翩鲜花）	","5631578	",兰州,"81.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（水木花坊）	","5631579	",长春,"77.0	",--,0,未触犯红线,未触犯红线
"尚花坊（七夕预定、生日鲜花、开业花篮）	","5631581	",南宁,"49.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（婷美花艺）	","5631582	",合肥,"91.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花之缘鲜花）	","5631587	",吉林,"74.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（林东花鸟鱼）	","5631588	",鸡西,"84.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（桃缘花艺）	","5631589	",淄博,"45.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花朵多）	","5631590	",广安,"58.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（百合花艺）	","5631591	",济宁,"87.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花点心思）	","5631593	",石家庄,"78.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（同心鲜花店）	","5631596	",济南,"86.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（良玉鲜花）	","5631597	",桂林,"68.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（千百度鲜花）	","5631599	",和田地区,"73.0	",--,249,未触犯红线,未触犯红线
"YOYO花坊	","5631600	",伊犁哈萨克自治州,"72.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花之语鲜花）	","5631601	",榆林,"81.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（英子鲜花坊）	","5631603	",哈尔滨,"77.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（甜欣花屋）	","5632573	",白银,"87.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（鲜花花艺葵苑婚庆礼仪）	","5632575	",丹东,"72.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（女主角花坊）	","5632576	",长春,"81.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（紫炆花屋）	","5636067	",威海,"58.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（爱琴海鲜花）	","5636068	",南昌,"83.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（兰草缘花艺馆）	","5636072	",庆阳,"62.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（珂馨花艺）	","5636073	",杭州,"84.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（尚逸花店）	","5636075	",玉溪,"49.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（遇见花坊）	","5636078	",大连,"55.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花旅者花店）	","5636079	",齐齐哈尔,"64.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（美城花坊）	","5636080	",武汉,"71.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（咚晴花艺）	","5636082	",三亚,"81.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花千谷鲜花婚礼）	","5636083	",青岛,"69.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（嫣然花卉）	","5636085	",珠海,"65.0	",--,279,未触犯红线,未触犯红线
"邂逅花坊鲜花（七彩花坊）	","5636086	",大连,"85.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（艺博花艺）	","5636087	",安阳,"59.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（真善美创意坊）	","5636088	",金华,"79.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（丹妮花坊）	","5636089	",哈尔滨,"85.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花雨轩花艺）	","5636093	",天津,"74.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（水晶花坊）	","5637825	",鸡西,"83.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（勿忘我鲜花）	","5637913	",通化,"87.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（金百合鲜花坊）	","5637915	",潍坊,"88.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（晓晓鲜花婚庆）	","5637916	",吉林,"60.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花之美花艺设计）	","5637917	",郑州,"75.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（阳光花雨）	","5637918	",桂林,"79.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（I爱花居）	","5637919	",南昌,"68.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花印象花艺）	","5689950	",松原,"82.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（玫瑰情缘鲜花）	","5700303	",潍坊,"79.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（君悦鲜花）	","5718168	",运城,"88.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花开百度）	","5718170	",重庆,"85.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（囿嘉花店）	","5718173	",上海,"58.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（富美莱忘幽香花坊）	","5718174	",沈阳,"62.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（馨朵朵鲜花坊）	","5718175	",海口,"80.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（浓情花艺)	","5718176	",长春,"82.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（时光花缘）	","5718177	",长春,"81.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（世缘鲜花婚庆）	","5718179	",西安,"84.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花之倾城）	","5718180	",石家庄,"69.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（馨玉花店）	","5718182	",中山,"74.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（龙门婚庆）	","5718183	",北京,"79.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（昌盛花店）	","5718263	",聊城,"78.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（博艺花卉）	","5718264	",上海,"67.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（小城故事）	","5718265	",玉林,"76.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（遇见花店）	","5718267	",烟台,"80.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（木朵婚礼花艺）	","5736361	",济南,"57.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（越洋花艺）	","5736362	",运城,"87.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（初见花屋）	","5736363	",齐齐哈尔,"82.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（兰馨花艺）	","5736366	",莆田,"86.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（爱情花坊）	","5736368	",松原,"81.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（鲜花盛开）	","5736370	",烟台,"77.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（紫金花坊）	","5736371	",宝鸡,"85.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（鲜花）	","5736375	",上海,"59.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（兴旺鲜花婚庆）	","5736479	",宝鸡,"78.0	",--,0,未触犯红线,未触犯红线
"合美鲜花(七夕预定，表白，鲜花)	","5755144	",临沂,"83.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花甜喜饰鲜花）	","5813332	",汉中,"85.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（雨露花店）	","5813334	",西安,"68.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（简爱花艺）	","5813415	",长春,"83.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花艺轩花艺）	","5813420	",宜春,"72.0	",--,0,未触犯红线,未触犯红线
"香都鲜花婚庆	","5813421	",徐州,"83.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（初夏花店）	","5813424	",锦州,"61.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（玫瑰花园）	","5813426	",合肥,"85.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（起点花艺）	","5813427	",芜湖,"60.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（可美鲜花）	","5813428	",临汾,"83.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花鸟鱼鲜花）	","5813429	",哈尔滨,"75.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（依恋幽梦花艺）	","5813430	",重庆,"61.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（繁花里）	","5814217	",珠海,"48.0	",--,0,未触犯红线,未触犯红线
"天天鲜花食品(七夕预定，表白，鲜花)	","5814379	",西宁,"70.0	",--,198,未触犯红线,未触犯红线
"邂逅花坊鲜花（鑫鑫鲜花店）	","5825139	",通化,"50.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（永红花艺馆）	","5825140	",营口,"84.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（百卉花行）	","5825142	",昆明,"87.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（蝶恋花轩）	","5825143	",贵港,"84.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（缘点花坊）	","5825144	",龙岩,"88.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（温馨鲜花店）	","5825146	",大庆,"76.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（幸福鲜花坊）	","5825147	",双鸭山,"84.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（阿梅鲜花店）	","5825210	",琼海市,"85.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（洋洋花之语鲜花）	","5825211	",百色,"82.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（永峰鲜花）	","5825266	",济南,"74.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（佳甜鲜花）	","5825267	",平顶山,"82.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（佳美鲜花）	","5825268	",运城,"87.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（蝶恋花店）	","5826518	",贵港,"83.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（遇见鲜花店）	","5826883	",南充,"70.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（无忧花艺）	","5826884	",深圳,"47.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（PHILCAKE鲜花）	","5826885	",郴州,"72.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（开心花店）	","5826886	",海口,"81.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花语花卉）	","5826887	",厦门,"59.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（爱尚鲜花）	","5826888	",雅安,"80.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（THEGRANDBOTANY）	","5826889	",上海,"69.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（春天的花店）	","5826890	",双鸭山,"83.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（369鲜花）	","5826892	",太原,"65.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（芬芳鲜花店）	","5828620	",黑河,"88.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（牵手鲜花）	","5828622	",七台河,"85.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（先花店）	","5828623	",佛山,"69.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（丹丹花艺）	","5828624	",萍乡,"72.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（红杜鹃鲜花行）	","5828625	",庆阳,"74.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（红枫叶鲜花）	","5828626	",西安,"69.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（缤纷花坊）	","5828731	",深圳,"78.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花堂公园里)	","5838494	",平顶山,"74.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（1413花艺）	","5879540	",黑河,"72.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（百迎花时方）	","5879542	",鞍山,"87.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（含笑花艺）	","5879543	",焦作,"75.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（大自然花店）	","5879544	",宝鸡,"85.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花儿香花坊）	","5879549	",哈尔滨,"81.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（红玫鲜花坊）	","5879550	",广安,"77.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（花果园）	","5879551	",内江,"55.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（雅丽花店）	","5879553	",呼伦贝尔,"85.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（芳草卉）	","5879554	",上海,"76.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（沁馨阁花坊）	","5879571	",徐州,"71.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（四季花卉）	","5879572	",遂宁,"89.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（爱花居）	","5879576	",成都,"70.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（馨语花屋）	","5879578	",成都,"74.0	",--,0,未触犯红线,未触犯红线
"邂逅花坊鲜花（百花派）	","5879579	",成都,"83.0	",--,0,未触犯红线,未触犯红线
