门店,门店ID,体检分
"花生活鲜花（春季花艺）	","642989	","77.0	"
"花生活鲜花（雅景花艺）	","653643	","81.0	"
"花生活鲜花（情意浓花店）	","714142	","85.0	"
"花生活鲜花（杏福花店）	","772683	","73.0	"
"花生活鲜花（花好月缘鲜花店）	","799254	","73.0	"
"花生活鲜花（卉轩鲜花礼品店）	","833749	","72.0	"
"花生活鲜花（唯美花艺）	","1330090	","58.0	"
"花生活鲜花（明珠鲜花坊）	","1523142	","79.0	"
"花生活鲜花（520鲜花园艺）	","1696175	","81.0	"
"花生活鲜花（花心苑花店）	","1937925	","68.0	"
"花生活鲜花（嘿花哨花艺）	","1971869	","84.0	"
"花生活鲜花（伊馨花坊）	","2006070	","67.0	"
"花生活鲜花（爱荷花坊）	","2019807	","53.0	"
"花生活鲜花（阳光花坊）	","2045211	","77.0	"
"花生活鲜花（花语人生）	","2068451	","67.0	"
"花生活鲜花（遇见花艺馆）	","2095123	","93.0	"
"花生活鲜花（九零花坊）	","2174771	","76.0	"
"花生活鲜花（花花世界鲜花）	","2220100	","65.0	"
"花生活鲜花（七彩坊鲜花店）	","2329256	","68.0	"
"花生活鲜花（静静花艺银盛路店）	","2402349	","72.0	"
"花生活鲜花（玫瑰坊）	","2482113	","71.0	"
"花生活鲜花（情缘鲜花店遵义店）	","2527715	","82.0	"
"花生活鲜花（品蕊花屋）	","2622811	","83.0	"
"花生活鲜花（祥和鲜花）	","2666240	","78.0	"
"花生活鲜花（创意花坊）	","2880558	","75.0	"
"花生活鲜花（小草堂花艺生活馆）	","2922099	","72.0	"
"花生活鲜花（源达花艺）	","3018522	","85.0	"
"花生活鲜花（艺都鲜花）	","3027069	","63.0	"
"花生活鲜花（如意鲜花）	","3072588	","75.0	"
"花生活鲜花（花瓣雨花坊）	","3095162	","62.0	"
"花生活鲜花（艺博花艺）	","3114926	","83.0	"
"花生活鲜花（花之恋鲜花店）	","3128450	","88.0	"
"花生活鲜花（甄阿奇花艺）	","3165468	","51.0	"
"花生活鲜花（乐派花艺）	","3174325	","64.0	"
"花生活鲜花（香侬鲜花水果）	","3464481	","63.0	"
"花生活鲜花（家美园艺）	","3468033	","92.0	"
"花生活鲜花（俪缘摆渡人）	","3562612	","49.0	"
"泽凤花店	","3713872	","75.0	"
"花生活鲜花（柔兰花艺）	","3985407	","81.0	"
"花生活鲜花（雅心花艺）	","3994932	","77.0	"
"花生活鲜花（国色天香鲜花店）	","4192177	","63.0	"
"花生活鲜花（城市花坊）	","4304946	","82.0	"
"花生活鲜花（意达鲜花店）	","4363389	","92.0	"
"花生活鲜花（玫瑰花店2店）	","4389748	","72.0	"
"花生活鲜花（晴曦花艺）	","4434657	","49.0	"
"花生活鲜花（花田故事）	","4439411	","62.0	"
"花生活鲜花（雪莲花艺）	","4464626	","80.0	"
"花生活鲜花（祥瑞花艺坊）	","4473272	","74.0	"
"花生活鲜花（陌上花开株洲店）	","4742557	","80.0	"
"花生活鲜花（阿西木花艺工作室）	","4885878	","66.0	"
"花生活鲜花（华粤鲜花馆）	","5054488	","56.0	"
"花生活鲜花（撒罗米园艺）	","5056286	","47.0	"
"花生活鲜花（贡贡鲜花坊）	","5121244	","67.0	"
"郁涧鲜花坊（七夕情人节，礼物，鲜花）	","5196478	","88.0	"
"花生活鲜花（四季花屋）	","5332337	","89.0	"
"花生活鲜花（花稼之约鲜花）	","5345425	","74.0	"
"花生活鲜花（有钱花）	","5346237	","70.0	"
"花生活鲜花（心怡花店）	","5379291	","88.0	"
"花生活鲜花（爱尚鲜花鲜花）	","5550366	","60.0	"
"花生活鲜花（仙丽鲜花）	","5565851	","61.0	"
"花生活鲜花（花香漫进）	","5582315	","65.0	"
"呆子花艺（七夕预定，告白，生日）	","5630285	","75.0	"
"花生活鲜花（成都陌上花开）	","5641328	","82.0	"
"花生活鲜花（唯爱花艺）	","5740741	","82.0	"
"花生活鲜花（厦门陌上花开）	","5762294	","88.0	"
"花生活鲜花（花家花艺鲜花店）	","5788642	","52.0	"
"花生活鲜花（达奇花艺）	","5845622	","80.0	"
"花生活鲜花（六月花坊）	","5860472	","78.0	"
"花生活鲜花（俪缘花店）	","5866954	","45.0	"
"花生活鲜花（众里寻Ta花舍）	","5962302	","74.0	"
"花生活鲜花（韦爵爷鲜花）	","6012181	","48.0	"
"白爵至尊婚庆公司·七夕鲜花	","6026797	","73.0	"
"花生活鲜花（花艺空间）	","6061744	","41.0	"
"花生活鲜花（花伴鲜花）	","6104153	","77.0	"
"花生活鲜花（艾洛芙花坊）	","6132769	","80.0	"
"花生活鲜花（翔远花艺）	","6197578	","43.0	"
"花生活鲜花（慰馨花艺馆）	","6236483	","51.0	"
"花生活鲜花（庆祝花卉）	","6305029	","89.0	"
"花生活鲜花（花述鲜花生活馆）	","6355077	","81.0	"
"花生活鲜花（倾城鲜花）	","6390095	","85.0	"
"花生活鲜花（花海）	","6395163	","93.0	"
"花生活鲜花（天缘花艺）	","6405229	","57.0	"
"花生活鲜花（漫漫鲜花坊）	","6503029	","74.0	"
"花生活鲜花（花花世界兴庆区店）	","6533841	","45.0	"
"花生活鲜花（椰林花店）	","6543684	","82.0	"
"花生活鲜花（经典鲜花蛋糕）	","6579105	","81.0	"
"花生活鲜花（七彩花艺坊）	","6582771	","85.0	"
"花生活鲜花（梅婷花店）	","6588555	","40.0	"
"花生活鲜花（唯爱花店）	","6609908	","76.0	"
"花生活鲜花（博雅鲜花店）	","6626527	","81.0	"
"花生活鲜花（萌宠一花语）	","6704550	","66.0	"
"千百卉鲜花店（七夕预定，表白，鲜花）	","6729448	","88.0	"
"花生活鲜花（無用花艺）	","6773711	","82.0	"
"花生活鲜花（花之翼）	","6773712	","77.0	"
"花生活鲜花（哈尔滨鲜花批发）	","6773713	","78.0	"
"花生活鲜花（诚信花卉）	","6773714	","83.0	"
"花生活鲜花（花城花艺）	","6773715	","85.0	"
"花生活鲜花（紫薇鲜花坊）	","6773717	","65.0	"
"花生活鲜花（好百年婚庆）	","6773719	","67.0	"
"花生活鲜花（花灵珑鲜花）	","6773720	","72.0	"
"花生活鲜花（名缘花卉）	","6773722	","61.0	"
"花生活鲜花（荣浩千寻花艺）	","6773725	","58.0	"
"花生活鲜花（水滴鲜花花艺）	","6773727	","83.0	"
"花生活鲜花（缤纷花屋）	","6773784	","85.0	"
"花生活鲜花（玫瑰花坊）	","6773938	","76.0	"
"花生活鲜花（四季花苑）	","6773939	","89.0	"
"花生活鲜花（鲜花婚庆）	","6773940	","76.0	"
"花生活鲜花（百合馆鲜花店）	","6773941	","84.0	"
"花生活鲜花（婷雅花坊）	","6774016	","86.0	"
"花开有时·七夕鲜花	","6774085	","45.0	"
"花生活鲜花（LOVE鲜花店）	","6826710	","79.0	"
"花生活鲜花（流星花园鲜花）	","6826712	","83.0	"
"花生活鲜花（倾城时光鲜花）	","6826772	","90.0	"
"花生活鲜花（花满屋）	","6865867	","81.0	"
"花生活鲜花（爱花行）	","6881023	","81.0	"
"花生活鲜花（七里香花艺）	","6882162	","70.0	"
"花生活鲜花（可可家鲜花）	","6882163	","41.0	"
"花生活鲜花（天蓉鲜花店）	","6882164	","71.0	"
"花生活鲜花（栋梁花卉）	","6882165	","80.0	"
"花生活鲜花（有间鲜花店）	","6928399	","75.0	"
"花生活鲜花（伟爵爷仪嘉花艺馆）	","6944778	","74.0	"
"花生活鲜花（韦爵爷花店）	","6952198	","76.0	"
"花生活鲜花（佳人婚庆店）	","6956267	","80.0	"
"花生活鲜花（花掌门）	","6967767	","87.0	"
"花生活鲜花（奢漫花艺）	","6968235	","81.0	"
"花生活鲜花（曼陀罗花开）	","7004308	","73.0	"
"花生活鲜花（心艺花店）	","7022271	","74.0	"
"花生活鲜花（花漾flower鲜花店）	","7022273	","59.0	"
"花生活鲜花（唯爱花坊）	","7022274	","86.0	"
"花生活鲜花（太阳红花店）	","7022275	","68.0	"
"花生活鲜花（姐姐的花店）	","7022276	","84.0	"
"花生活鲜花（萍萍花店）	","7022374	","89.0	"
"花生活鲜花（冉绘鲜花）	","7022375	","86.0	"
"花生活鲜花（鲜花批发）	","7028637	","63.0	"
"花生活鲜花（森森鲜花）	","7063793	","84.0	"
"韦爵爷生活花艺馆（七夕情人节，礼物，鲜花）	","7088807	","78.0	"
"花生活鲜花（花筵万达店）	","7093976	","80.0	"
"花生活鲜花（铭相花缘）	","7094045	","84.0	"
"花生活鲜花（绿家园艺）	","7160078	","40.0	"
"花生活鲜花（花研巧遇）	","7166109	","73.0	"
"花生活鲜花（花香鲜花店）	","7166110	","86.0	"
"花生活鲜花（蒂留香花艺）	","7166112	","66.0	"
"花生活鲜花（浪漫鲜花坊）	","7166113	","60.0	"
"花生活鲜花（韦爵爷花艺坊）	","7166116	","40.0	"
"花生活鲜花（花开相爱）	","7166264	","80.0	"
"花生活鲜花（四季春花艺美学馆）	","7194721	","81.0	"
"友缘鲜花（七夕节日，表白，鲜花）	","7196730	","88.0	"
"花生活鲜花（兰草缘花坊鲜花）	","7207842	","89.0	"
"花生活鲜花（花殿鲜花店）	","7207843	","73.0	"
"花生活鲜花（花言巧语花艺坊）	","7207845	","73.0	"
"花生活鲜花（极乐莲华鲜花）	","7207846	","85.0	"
"花生活鲜花（花匠花艺）	","7207847	","69.0	"
"花生活鲜花（原色花店）	","7207848	","81.0	"
"花生活鲜花（尚花坊）	","7207850	","76.0	"
"花生活鲜花（龙兴花艺）	","7207851	","94.0	"
"花生活鲜花（栖梧花店）	","7264470	","54.0	"
"花生活鲜花（花朝鲜花店）	","7264472	","75.0	"
"花生活鲜花（密语花坊）	","7264474	","60.0	"
"邀邀妮之鲜花店（七夕情人节，告白，生日）	","7264476	","81.0	"
"花生活鲜花（佳仪鲜花婚庆）	","7264477	","82.0	"
