,供应商ID,供应商名,城市名,门店ID,门店名称,总成交额(元),预计收入(元),有效订单,笔单价(元),顾客实付金额(元),顾客实付笔单价(元),总支出(元),商家补贴(元),商家补贴力度,流失订单,流失订单预计损失(元),用户原因流失订单,配送原因流失订单数,商家原因流失订单数,其他原因流失订单数,商品金额,包装费,配送费,开始日,结束日
1030,22267202676,花非花科技（原邂逅花坊）,安阳,2036171152,邂逅花坊(壹捌捌188花艺店),168.0,143.1,2,84.0,153.0,76.5,24.9,9.0,0.05,0,0.0,0,0,0,0,168.0,0,0.0,20201112,20201211
196,22267202676,花非花科技（原邂逅花坊）,汉中,170245991,邂逅花坊（馨花怒放朝阳路店）,267.0,135.9,2,133.5,148.0,74.0,131.1,116.0,0.43,0,0.0,0,0,0,0,267.0,0,0.0,20201112,20201211
195,22267202676,花非花科技（原邂逅花坊）,威海,166924802,邂逅花坊（花生活鲜花店）,275.0,157.5,2,137.5,172.5,86.25,117.5,100.0,0.36,0,0.0,0,0,0,0,275.0,0,0.0,20201112,20201211
764,22267202676,花非花科技（原邂逅花坊）,广州,304982541,邂逅花坊（向晴花艺怡乐路店）,258.0,137.4,2,129.0,163.0,81.5,111.6,91.0,0.35,0,0.0,0,0,0,0,244.0,0,14.0,20201112,20201211
1060,22267202676,花非花科技（原邂逅花坊）,天津,2036855277,邂逅花坊（兰卉鲜花礼品津南区店）,58.9,54.19,2,29.45,53.9,26.95,4.71,0.0,0.0,0,0.0,0,0,0,0,58.9,0,0.0,20201112,20201211
179,22267202676,花非花科技（原邂逅花坊）,淮南,167744235,邂逅花坊（唐密花卉店）,467.0,218.7,2,233.5,243.0,121.5,248.3,224.0,0.48,0,0.0,0,0,0,0,467.0,0,0.0,20201112,20201211
98,22267202676,花非花科技（原邂逅花坊）,潍坊,2042499387,三月花坊（瓜市路店）,274.0,149.4,2,137.0,163.5,81.75,124.6,108.0,0.39,0,0.0,0,0,0,0,274.0,0,0.0,20201112,20201211
1014,22267202676,花非花科技（原邂逅花坊）,北京,166924689,邂逅花坊（简爱花艺天泽苑店）,295.0,177.26,2,147.5,194.0,97.0,117.74,100.0,0.34,0,0.0,0,0,0,0,295.0,0,0.0,20201112,20201211
173,22267202676,花非花科技（原邂逅花坊）,石家庄,335774216,邂逅花坊（幸福新娘龙州镇店）,328.0,142.2,2,164.0,154.0,77.0,185.8,170.0,0.52,0,0.0,0,0,0,0,328.0,0,0.0,20201112,20201211
863,22267202676,花非花科技（原邂逅花坊）,合肥,335766103,邂逅花坊（花语心愿花坊高刘街道店）,145.0,130.5,2,72.5,140.0,70.0,14.5,0.0,0.0,0,0.0,0,0,0,0,145.0,0,0.0,20201112,20201211
968,22267202676,花非花科技（原邂逅花坊）,衡阳,166924693,邂逅花坊（甜蜜花艺店）,195.8,85.41,2,97.9,78.01,39.01,110.39,100.9,0.52,0,0.0,0,0,0,0,195.8,0,0.0,20201112,20201211
869,22267202676,花非花科技（原邂逅花坊）,周口,2042459220,卜凡花兿（颍河大道店）,528.0,226.8,2,264.0,249.5,124.75,301.2,276.0,0.52,0,0.0,0,0,0,0,528.0,0,0.0,20201112,20201211
872,22267202676,花非花科技（原邂逅花坊）,泸州,2043512847,禧多多婚庆花艺馆（青狮街店）,178.2,149.49,2,89.1,161.6,80.8,28.71,12.1,0.07,0,0.0,0,0,0,0,178.2,0,0.0,20201112,20201211
880,22267202676,花非花科技（原邂逅花坊）,昆明,2043502886,情意浓花店（老海埂路店）,58.0,53.36,2,29.0,58.0,29.0,4.64,0.0,0.0,0,0.0,0,0,0,0,58.0,0,0.0,20201112,20201211
962,22267202676,花非花科技（原邂逅花坊）,扬州,166924879,邂逅花坊（仙女镇龙城路店）,315.0,94.5,2,157.5,179.5,89.75,143.5,133.0,0.42,0,0.0,0,0,0,0,315.0,0,0.0,20201112,20201211
84,22267202676,花非花科技（原邂逅花坊）,铜仁,2043127357,花行天下（城北社区店）,437.0,220.5,2,218.5,241.8,120.9,216.5,192.0,0.44,0,0.0,0,0,0,0,437.0,0,0.0,20201112,20201211
666,22267202676,花非花科技（原邂逅花坊）,玉林,170246078,邂逅花坊（希希花坊城西路店）,307.0,265.5,2,153.5,295.0,147.5,41.5,12.0,0.04,0,0.0,0,0,0,0,307.0,0,0.0,20201112,20201211
951,22267202676,花非花科技（原邂逅花坊）,蚌埠,304882591,邂逅花坊（天天鲜花店喜迎门店）,241.0,212.98,2,120.5,236.0,118.0,28.02,5.0,0.02,0,0.0,0,0,0,0,241.0,0,0.0,20201112,20201211
89,22267202676,花非花科技（原邂逅花坊）,赤峰,500957485,韦爵爷鲜花（新化路店）,305.0,168.3,2,152.5,187.0,93.5,136.7,118.0,0.39,0,0.0,0,0,0,0,305.0,0,0.0,20201112,20201211
898,22267202676,花非花科技（原邂逅花坊）,新余,336962663,玫瑰之约（抱石大道店）,68.0,55.8,2,34.0,55.5,27.75,12.2,6.0,0.09,0,0.0,0,0,0,0,68.0,0,0.0,20201112,20201211
899,22267202676,花非花科技（原邂逅花坊）,泰州,169732226,邂逅花坊（紫晶花坊寺巷村店）,374.0,159.2,2,187.0,174.0,87.0,214.8,199.0,0.53,1,85.0,1,0,0,0,374.0,0,0.0,20201112,20201211
110,22267202676,花非花科技（原邂逅花坊）,黄冈,2042449174,勿忘我花坊（凤山镇店）,287.0,156.6,2,143.5,174.0,87.0,130.4,113.0,0.39,0,0.0,0,0,0,0,287.0,0,0.0,20201112,20201211
947,22267202676,花非花科技（原邂逅花坊）,喀什地区,166924683,邂逅花坊（克孜勒都维路店）,1010.0,876.6,2,505.0,974.0,487.0,133.4,36.0,0.04,2,294.0,0,0,2,0,1010.0,0,0.0,20201112,20201211
905,22267202676,花非花科技（原邂逅花坊）,绵阳,166924625,邂逅花坊（绮彩花果坊游仙区店）,58.0,52.2,2,29.0,38.0,19.0,5.8,0.0,0.0,0,0.0,0,0,0,0,58.0,0,0.0,20201112,20201211
107,22267202676,花非花科技（原邂逅花坊）,秦皇岛,167744297,邂逅花坊（南海西路店）,394.0,268.2,2,197.0,298.0,149.0,125.8,96.0,0.24,0,0.0,0,0,0,0,394.0,0,0.0,20201112,20201211
919,22267202676,花非花科技（原邂逅花坊）,双鸭山,300692319,邂逅花坊（荣鑫学府路店）,175.0,152.1,2,87.5,169.0,84.5,22.9,6.0,0.03,0,0.0,0,0,0,0,175.0,0,0.0,20201112,20201211
90,22267202676,花非花科技（原邂逅花坊）,洛阳,2036101246,邂逅花坊（珍爱鲜花西苑路店）,367.0,201.6,2,183.5,224.0,112.0,165.4,143.0,0.39,0,0.0,0,0,0,0,367.0,0,0.0,20201112,20201211
922,22267202676,花非花科技（原邂逅花坊）,太原,170245927,邂逅花坊（予花舍新庄社区店）,352.0,155.7,2,176.0,172.0,86.0,196.3,179.0,0.51,0,0.0,0,0,0,0,352.0,0,0.0,20201112,20201211
78,22267202676,花非花科技（原邂逅花坊）,永州,2036855281,邂逅花坊（百万庄花艺处民生路店）,284.0,160.2,2,142.0,174.5,87.25,123.8,106.0,0.37,0,0.0,0,0,0,0,284.0,0,0.0,20201112,20201211
861,22267202676,花非花科技（原邂逅花坊）,保定,170245912,邂逅花坊（清雅鲜花坊嘉禾街店）,292.0,152.1,2,146.0,160.5,80.25,139.9,123.0,0.42,0,0.0,0,0,0,0,292.0,0,0.0,20201112,20201211
860,22267202676,花非花科技（原邂逅花坊）,扬州,166924937,邂逅花坊（环城南路店）,454.0,196.2,2,227.0,211.0,105.5,257.8,236.0,0.52,1,145.0,1,0,0,0,454.0,0,0.0,20201112,20201211
159,22267202676,花非花科技（原邂逅花坊）,宜春,336859639,邂逅花坊（花之恋樟树市店）,344.1,178.24,2,172.05,193.05,96.53,165.86,146.05,0.42,0,0.0,0,0,0,0,344.1,0,0.0,20201112,20201211
1012,22267202676,花非花科技（原邂逅花坊）,上海,167744298,邂逅花坊（上海飞慈绿化安亭镇店）,432.0,189.0,2,216.0,210.0,105.0,243.0,222.0,0.51,0,0.0,0,0,0,0,432.0,0,0.0,20201112,20201211
1010,22267202676,花非花科技（原邂逅花坊）,台州,300702338,邂逅花坊（简单爱花艺康平路店）,108.8,71.91,2,54.4,77.9,38.95,36.89,28.9,0.27,2,187.0,2,0,0,0,108.8,0,0.0,20201112,20201211
1008,22267202676,花非花科技（原邂逅花坊）,合肥,300672449,邂逅花坊（有间花艺馆阜阳北路店）,167.7,140.13,2,83.85,153.7,76.85,27.57,12.0,0.07,0,0.0,0,0,0,0,167.7,0,0.0,20201112,20201211
929,22267202676,花非花科技（原邂逅花坊）,桂林,170246044,邂逅花坊（初见站前路店）,326.0,178.2,2,163.0,197.0,98.5,147.8,128.0,0.39,0,0.0,0,0,0,0,326.0,0,0.0,20201112,20201211
66,22267202676,花非花科技（原邂逅花坊）,蚌埠,2043372417,先花店简爱花艺（城关镇店）,328.0,139.5,2,164.0,152.5,76.25,188.5,173.0,0.53,0,0.0,0,0,0,0,328.0,0,0.0,20201112,20201211
990,22267202676,花非花科技（原邂逅花坊）,合肥,2034999435,邂逅花坊（花之语丹霞路店）,644.0,337.5,2,322.0,375.0,187.5,306.5,269.0,0.42,0,0.0,0,0,0,0,644.0,0,0.0,20201112,20201211
166,22267202676,花非花科技（原邂逅花坊）,白山,166924758,邂逅花坊（青青花行店）,304.0,136.8,2,152.0,147.0,73.5,167.2,152.0,0.5,0,0.0,0,0,0,0,304.0,0,0.0,20201112,20201211
981,22267202676,花非花科技（原邂逅花坊）,宝鸡,304982536,邂逅花坊（大自然花店高新开发区店）,396.0,163.74,2,198.0,178.0,89.0,232.26,216.0,0.55,0,0.0,0,0,0,0,396.0,0,0.0,20201112,20201211
156,22267202676,花非花科技（原邂逅花坊）,运城,170246093,邂逅花坊（燕子鲜花太阳路店）,117.0,99.9,2,58.5,109.0,54.5,17.1,6.0,0.05,0,0.0,0,0,0,0,117.0,0,0.0,20201112,20201211
842,22267202676,花非花科技（原邂逅花坊）,牡丹江,304952573,邂逅花坊（俊杰鲜花会晤路店）,245.0,142.2,2,122.5,145.5,72.75,102.8,87.0,0.36,1,62.5,0,0,1,0,245.0,0,0.0,20201112,20201211
152,22267202676,花非花科技（原邂逅花坊）,青岛,166924960,邂逅花坊（美誉鲜花江西路店）,147.0,126.9,2,73.5,141.0,70.5,20.1,6.0,0.04,0,0.0,0,0,0,0,147.0,0,0.0,20201112,20201211
149,22267202676,花非花科技（原邂逅花坊）,长沙,171029599,邂逅花坊（高塘岭街店）,255.0,148.5,2,127.5,164.0,82.0,106.5,90.0,0.35,0,0.0,0,0,0,0,255.0,0,0.0,20201112,20201211
827,22267202676,花非花科技（原邂逅花坊）,泸州,2043502897,花海之恋（云溪西路店）,355.0,239.36,2,177.5,264.0,132.0,115.64,91.0,0.26,0,0.0,0,0,0,0,355.0,0,0.0,20201112,20201211
975,22267202676,花非花科技（原邂逅花坊）,海口,167744240,邂逅花坊（芙罗拉花坊朗新村店）,267.0,133.2,2,133.5,142.0,71.0,133.8,119.0,0.45,0,0.0,0,0,0,0,267.0,0,0.0,20201112,20201211
833,22267202676,花非花科技（原邂逅花坊）,泰州,335714139,邂逅花坊（情谊鲜花泰兴市店）,344.0,191.7,2,172.0,213.0,106.5,152.3,131.0,0.38,0,0.0,0,0,0,0,344.0,0,0.0,20201112,20201211
144,22267202676,花非花科技（原邂逅花坊）,乐山,170246074,邂逅花坊（浪漫满屋鲜花茶花路店）,554.2,238.68,2,277.1,265.2,132.6,315.52,289.0,0.52,0,0.0,0,0,0,0,554.2,0,0.0,20201112,20201211
837,22267202676,花非花科技（原邂逅花坊）,衡阳,170246101,邂逅花坊（花汐小铺立新路店）,245.0,121.18,2,122.5,134.0,67.0,123.82,111.0,0.45,0,0.0,0,0,0,0,245.0,0,0.0,20201112,20201211
143,22267202676,花非花科技（原邂逅花坊）,温州,300712257,邂逅花坊（盈祥瓯北街店）,275.0,164.76,2,137.5,181.0,90.5,110.24,94.0,0.34,0,0.0,0,0,0,0,275.0,0,0.0,20201112,20201211
670,22267202676,花非花科技（原邂逅花坊）,石家庄,335756057,邂逅花坊（紫陌花店颐宏路店）,363.0,231.12,2,181.5,264.0,132.0,127.88,99.0,0.27,1,176.0,0,1,0,0,355.0,0,8.0,20201112,20201211
372,22267202676,花非花科技（原邂逅花坊）,宁波,167744217,邂逅花坊（友利花艺兴宁路店）,414.0,215.1,2,207.0,239.0,119.5,198.9,175.0,0.42,0,0.0,0,0,0,0,414.0,0,0.0,20201112,20201211
729,22267202676,花非花科技（原邂逅花坊）,郑州,2048868378,邂逅花坊（情人草少典路店）,304.0,173.7,2,152.0,193.0,96.5,130.3,111.0,0.37,0,0.0,0,0,0,0,304.0,0,0.0,20201112,20201211
610,22267202676,花非花科技（原邂逅花坊）,开封,2036084095,邂逅花坊（迷雾花园城三贤路店）,286.0,162.9,2,143.0,179.0,89.5,123.1,105.0,0.37,0,0.0,0,0,0,0,286.0,0,0.0,20201112,20201211
623,22267202676,花非花科技（原邂逅花坊）,无锡,2042539234,爱啦花卉鲜花（迎新路店）,375.0,189.9,2,187.5,209.0,104.5,185.1,164.0,0.44,0,0.0,0,0,0,0,375.0,0,0.0,20201112,20201211
409,22267202676,花非花科技（原邂逅花坊）,昆明,336972588,花之缘鲜花屋（天奇路店）,514.0,228.6,2,257.0,254.0,127.0,285.4,260.0,0.51,0,0.0,0,0,0,0,514.0,0,0.0,20201112,20201211
355,22267202676,花非花科技（原邂逅花坊）,广州,304892605,邂逅花坊（浪漫花店花东市场南路店）,361.7,132.32,2,180.85,164.2,82.1,213.88,194.5,0.54,0,0.0,0,0,0,0,352.2,0,9.5,20201112,20201211
273,22267202676,花非花科技（原邂逅花坊）,衢州,166924630,邂逅花坊（柯城区店）,152.0,128.7,2,76.0,140.5,70.25,23.3,9.0,0.06,0,0.0,0,0,0,0,152.0,0,0.0,20201112,20201211
343,22267202676,花非花科技（原邂逅花坊）,上海,170245917,邂逅花坊（华盛花店古北路店）,251.1,142.24,2,125.55,155.05,77.53,108.86,93.05,0.37,1,79.0,1,0,0,0,251.1,0,0.0,20201112,20201211
550,22267202676,花非花科技（原邂逅花坊）,青岛,300682889,邂逅花坊（安安仑山南路店）,328.0,136.8,2,164.0,150.0,75.0,191.2,176.0,0.54,0,0.0,0,0,0,0,328.0,0,0.0,20201112,20201211
426,22267202676,花非花科技（原邂逅花坊）,武汉,335786149,邂逅花坊（伊人花店西交路店）,426.0,217.8,2,213.0,236.8,118.4,208.2,184.0,0.43,0,0.0,0,0,0,0,426.0,0,0.0,20201112,20201211
427,22267202676,花非花科技（原邂逅花坊）,聊城,2042569176,友缘花吧（阳谷县店）,432.2,189.09,2,216.1,210.1,105.05,243.11,222.1,0.51,1,105.0,1,0,0,0,432.2,0,0.0,20201112,20201211
430,22267202676,花非花科技（原邂逅花坊）,中山,304952574,邂逅花坊（心赏花坊沙溪镇店）,368.1,157.59,2,184.05,170.1,85.05,210.51,193.0,0.52,1,73.1,1,0,0,0,368.1,0,0.0,20201112,20201211
613,22267202676,花非花科技（原邂逅花坊）,济南,166924680,邂逅花坊（伊人花店）,197.2,163.89,2,98.6,177.1,88.55,33.31,15.1,0.08,1,85.0,1,0,0,0,197.2,0,0.0,20201112,20201211
433,22267202676,花非花科技（原邂逅花坊）,杭州,304942594,邂逅花坊（星洲花艺永清路店）,374.0,162.9,2,187.0,181.0,90.5,211.1,193.0,0.52,0,0.0,0,0,0,0,374.0,0,0.0,20201112,20201211
434,22267202676,花非花科技（原邂逅花坊）,鹰潭,166924772,邂逅花坊（花开时节店）,454.0,201.6,2,227.0,220.0,110.0,252.4,230.0,0.51,1,127.5,1,0,0,0,454.0,0,0.0,20201112,20201211
362,22267202676,花非花科技（原邂逅花坊）,衡水,167744328,邂逅花坊（花香袭人长城国际店）,454.0,196.2,2,227.0,218.0,109.0,257.8,236.0,0.52,0,0.0,0,0,0,0,454.0,0,0.0,20201112,20201211
488,22267202676,花非花科技（原邂逅花坊）,贵阳,170246003,邂逅花坊（I爱花居乌当区店）,264.0,150.3,2,132.0,167.0,83.5,113.7,97.0,0.37,0,0.0,0,0,0,0,264.0,0,0.0,20201112,20201211
605,22267202676,花非花科技（原邂逅花坊）,深圳,2036093788,邂逅花坊（缘起花店观湖街道店）,274.0,154.8,2,137.0,172.0,86.0,119.2,102.0,0.37,1,160.5,0,0,1,0,274.0,0,0.0,20201112,20201211
604,22267202676,花非花科技（原邂逅花坊）,赤峰,336829550,邂逅花坊（薇然定制花店园林路店）,58.0,49.5,2,29.0,43.0,21.5,8.5,3.0,0.05,0,0.0,0,0,0,0,58.0,0,0.0,20201112,20201211
440,22267202676,花非花科技（原邂逅花坊）,重庆,2036902653,邂逅花坊（逍遥花店太白大道店）,490.0,212.4,2,245.0,230.8,115.4,277.6,254.0,0.52,0,0.0,0,0,0,0,490.0,0,0.0,20201112,20201211
331,22267202676,花非花科技（原邂逅花坊）,文山壮族苗族自治州,2043368128,中赫花艺（卧龙街道店）,424.0,227.7,2,212.0,253.0,126.5,196.3,171.0,0.4,0,0.0,0,0,0,0,424.0,0,0.0,20201112,20201211
447,22267202676,花非花科技（原邂逅花坊）,盐城,166924638,邂逅花坊（馨花坊人民南路店）,514.0,231.92,2,257.0,254.0,127.0,282.08,260.0,0.51,0,0.0,0,0,0,0,514.0,0,0.0,20201112,20201211
560,22267202676,花非花科技（原邂逅花坊）,怀化,2036922515,邂逅花坊（花田喜部凯旋路店）,337.0,295.2,2,168.5,326.0,163.0,41.8,9.0,0.03,0,0.0,0,0,0,0,337.0,0,0.0,20201112,20201211
590,22267202676,花非花科技（原邂逅花坊）,宿迁,2043378224,浪漫花都（宿城区店）,514.0,225.9,2,257.0,249.0,124.5,288.1,263.0,0.51,0,0.0,0,0,0,0,514.0,0,0.0,20201112,20201211
585,22267202676,花非花科技（原邂逅花坊）,遵义,170245980,邂逅花坊（上海路店）,58.0,52.78,2,29.0,58.0,29.0,5.22,0.0,0.0,0,0.0,0,0,0,0,58.0,0,0.0,20201112,20201211
280,22267202676,花非花科技（原邂逅花坊）,泉州,335724241,邂逅花坊（名艺花店九二路店）,615.0,314.1,2,307.5,336.0,168.0,300.9,266.0,0.43,1,81.0,1,0,0,0,585.0,30,0.0,20201112,20201211
329,22267202676,花非花科技（原邂逅花坊）,遂宁,169732215,邂逅花坊（如夏花艺南兴街店）,59.7,36.22,2,29.85,39.8,19.9,23.48,19.9,0.33,0,0.0,0,0,0,0,59.7,0,0.0,20201112,20201211
510,22267202676,花非花科技（原邂逅花坊）,黑河,304882604,邂逅花坊（源源鲜花店和平街店）,218.0,185.4,2,109.0,200.0,100.0,32.6,12.0,0.06,0,0.0,0,0,0,0,218.0,0,0.0,20201112,20201211
618,22267202676,花非花科技（原邂逅花坊）,菏泽,300732226,邂逅花坊（普兆府前路店）,194.0,166.5,2,97.0,182.0,91.0,27.5,9.0,0.05,0,0.0,0,0,0,0,194.0,0,0.0,20201112,20201211
272,22267202676,花非花科技（原邂逅花坊）,厦门,167987388,邂逅花坊（奇艳阁花坊石鼓路店）,252.0,139.5,2,126.0,150.0,75.0,112.5,97.0,0.38,0,0.0,0,0,0,0,252.0,0,0.0,20201112,20201211
393,22267202676,花非花科技（原邂逅花坊）,淮安,169732206,邂逅花坊（关天培路店）,157.0,141.3,2,78.5,157.0,78.5,15.7,0.0,0.0,0,0.0,0,0,0,0,157.0,0,0.0,20201112,20201211
228,22267202676,花非花科技（原邂逅花坊）,南京,2042489208,先花店（仙林街道店）,264.0,153.0,2,132.0,170.0,85.0,111.0,94.0,0.36,0,0.0,0,0,0,0,264.0,0,0.0,20201112,20201211
384,22267202676,花非花科技（原邂逅花坊）,长沙,2036895304,邂逅花坊（百花谷鲜花店麓山南路店）,58.0,50.6,2,29.0,55.0,27.5,7.4,3.0,0.05,0,0.0,0,0,0,0,58.0,0,0.0,20201112,20201211
387,22267202676,花非花科技（原邂逅花坊）,阜阳,335757274,邂逅花坊（袭人花店光明路店）,377.1,198.04,2,188.55,211.05,105.53,179.06,157.05,0.42,0,0.0,0,0,0,0,377.1,0,0.0,20201112,20201211
522,22267202676,花非花科技（原邂逅花坊）,临沂,304982553,邂逅花坊（浪漫满屋鲜花店振兴路店）,427.0,274.5,2,213.5,302.0,151.0,152.5,122.0,0.29,0,0.0,0,0,0,0,427.0,0,0.0,20201112,20201211
233,22267202676,花非花科技（原邂逅花坊）,黔西南布依族苗族自治州,300742567,邂逅花坊（幸福花艺育才路店）,147.0,129.6,2,73.5,144.0,72.0,17.4,3.0,0.02,0,0.0,0,0,0,0,147.0,0,0.0,20201112,20201211
366,22267202676,花非花科技（原邂逅花坊）,怀化,2043482909,花之缘（溆浦县店）,316.0,174.6,2,158.0,191.5,95.75,141.4,122.0,0.39,1,96.0,0,0,1,0,316.0,0,0.0,20201112,20201211
389,22267202676,花非花科技（原邂逅花坊）,赣州,166924881,邂逅花坊(华坚贵竹城店),221.2,125.28,2,110.6,139.2,69.6,95.92,82.0,0.37,0,0.0,0,0,0,0,221.2,0,0.0,20201112,20201211
371,22267202676,花非花科技（原邂逅花坊）,乐山,2043147282,康乃馨花艺馆（新盛路店）,266.0,200.7,2,133.0,216.0,108.0,65.3,43.0,0.16,0,0.0,0,0,0,0,266.0,0,0.0,20201112,20201211
535,22267202676,花非花科技（原邂逅花坊）,重庆,2043137381,金美婚庆（安顺路店）,79.6,36.62,2,39.8,39.8,19.9,42.98,39.8,0.5,0,0.0,0,0,0,0,79.6,0,0.0,20201112,20201211
520,22267202676,花非花科技（原邂逅花坊）,成都,335727427,邂逅花坊（花创花艺设计神仙树北路店）,514.0,225.9,2,257.0,251.0,125.5,288.1,263.0,0.51,0,0.0,0,0,0,0,514.0,0,0.0,20201112,20201211
312,22267202676,花非花科技（原邂逅花坊）,巴音郭楞蒙古自治州,166924882,邂逅花坊（库尔勒520鲜花丝路华庭店）,238.8,212.22,2,119.4,235.8,117.9,26.58,3.0,0.01,0,0.0,0,0,0,0,238.8,0,0.0,20201112,20201211
542,22267202676,花非花科技（原邂逅花坊）,海口,2042459216,天之缘鲜花店（龙华区店）,256.0,225.0,2,128.0,250.0,125.0,31.0,6.0,0.02,0,0.0,0,0,0,0,256.0,0,0.0,20201112,20201211
391,22267202676,花非花科技（原邂逅花坊）,徐州,169732217,邂逅花坊（琪琪花艺彭城路店）,58.0,46.8,2,29.0,46.3,23.15,11.2,6.0,0.1,0,0.0,0,0,0,0,58.0,0,0.0,20201112,20201211
632,22267202676,花非花科技（原邂逅花坊）,温州,166924914,邂逅花坊(好日子鲜花店),285.0,136.48,2,142.5,151.0,75.5,148.52,134.0,0.47,0,0.0,0,0,0,0,285.0,0,0.0,20201112,20201211
240,22267202676,花非花科技（原邂逅花坊）,南宁,170246103,邂逅花坊（晴初花店德政路店）,492.1,210.69,2,246.05,233.1,116.55,281.41,258.0,0.52,0,0.0,0,0,0,0,492.1,0,0.0,20201112,20201211
364,22267202676,花非花科技（原邂逅花坊）,大连,170246109,邂逅花坊（安妮花园体坛路）,374.0,167.52,2,187.0,184.0,92.0,206.48,190.0,0.51,0,0.0,0,0,0,0,374.0,0,0.0,20201112,20201211
937,22267202676,花非花科技（原邂逅花坊）,九江,2042539257,思君花坊（彭泽县店）,198.0,79.2,1,198.0,88.0,88.0,118.8,110.0,0.56,2,165.6,0,0,2,0,198.0,0,0.0,20201112,20201211
878,22267202676,花非花科技（原邂逅花坊）,宜昌,300682442,邂逅花坊（遇见花店城河大道店）,39.0,35.1,1,39.0,39.0,39.0,3.9,0.0,0.0,0,0.0,0,0,0,0,39.0,0,0.0,20201112,20201211
470,22267202676,花非花科技（原邂逅花坊）,衡阳,335764136,邂逅花坊（卡斯曼花艺蒸阳路店）,99.2,72.09,1,99.2,74.6,74.6,27.11,19.1,0.19,0,0.0,0,0,0,0,99.2,0,0.0,20201112,20201211
950,22267202676,花非花科技（原邂逅花坊）,广州,172738100,俪缘花店（银锋一街店）,89.0,74.7,1,89.0,78.1,78.1,14.3,6.0,0.07,0,0.0,0,0,0,0,89.0,0,0.0,20201112,20201211
484,22267202676,花非花科技（原邂逅花坊）,呼和浩特,170245923,邂逅花坊（摆渡人花艺兴安北路）,219.0,192.6,1,219.0,214.0,214.0,26.4,5.0,0.02,0,0.0,0,0,0,0,219.0,0,0.0,20201112,20201211
930,22267202676,花非花科技（原邂逅花坊）,天津,167744301,邂逅花坊（永香花店龙顺道店）,99.0,86.4,1,99.0,96.0,96.0,12.6,3.0,0.03,0,0.0,0,0,0,0,99.0,0,0.0,20201112,20201211
476,22267202676,花非花科技（原邂逅花坊）,南昌,166924705,邂逅花坊（爱琴海鲜花塘南淦家村店）,29.0,26.1,1,29.0,29.0,29.0,2.9,0.0,0.0,0,0.0,0,0,0,0,29.0,0,0.0,20201112,20201211
483,22267202676,花非花科技（原邂逅花坊）,克孜勒苏柯尔克孜自治州,2042499385,珍爱鲜花（光明街道店）,39.8,12.51,1,39.8,1.9,1.9,27.29,25.9,0.65,1,174.9,0,0,1,0,39.8,0,0.0,20201112,20201211
523,22267202676,花非花科技（原邂逅花坊）,佛山,304882598,邂逅花坊（冲鹤鲜花大基路店）,88.0,73.8,1,88.0,77.0,77.0,14.2,6.0,0.07,0,0.0,0,0,0,0,88.0,0,0.0,20201112,20201211
480,22267202676,花非花科技（原邂逅花坊）,保定,304892601,邂逅花坊（牡丹花坊建设路店）,39.8,17.91,1,39.8,19.9,19.9,21.89,19.9,0.5,0,0.0,0,0,0,0,39.8,0,0.0,20201112,20201211
932,22267202676,花非花科技（原邂逅花坊）,临夏回族自治州,2043177256,爱尚花坊（黄河路店）,278.0,119.7,1,278.0,133.0,133.0,158.3,145.0,0.52,0,0.0,0,0,0,0,278.0,0,0.0,20201112,20201211
526,22267202676,花非花科技（原邂逅花坊）,桂林,2036842662,邂逅花坊（百合花店八里街店）,176.0,79.2,1,176.0,88.0,88.0,96.8,88.0,0.5,0,0.0,0,0,0,0,176.0,0,0.0,20201112,20201211
325,22267202676,花非花科技（原邂逅花坊）,广州,304912653,邂逅花坊（知意花坊双山大道店）,936.0,414.92,1,936.0,450.0,450.0,521.08,485.0,0.52,0,0.0,0,0,0,0,936.0,0,0.0,20201112,20201211
481,22267202676,花非花科技（原邂逅花坊）,南京,2043368127,御花园（天元东路店）,69.0,59.4,1,69.0,66.0,66.0,9.6,3.0,0.04,0,0.0,0,0,0,0,69.0,0,0.0,20201112,20201211
943,22267202676,花非花科技（原邂逅花坊）,临汾,170245952,邂逅花坊（可美鲜花府东路店）,88.0,0.0,1,88.0,74.0,74.0,9.0,9.0,0.1,0,0.0,0,0,0,0,88.0,0,0.0,20201112,20201211
116,22267202676,花非花科技（原邂逅花坊）,南昌,2042489231,花述鲜花绿植生活馆（顺外路店）,39.0,35.1,1,39.0,39.0,39.0,3.9,0.0,0.0,1,81.0,0,0,1,0,39.0,0,0.0,20201112,20201211
487,22267202676,花非花科技（原邂逅花坊）,伊犁哈萨克自治州,166924646,邂逅花坊（解放路店）,19.9,17.91,1,19.9,19.9,19.9,1.99,0.0,0.0,1,136.0,0,0,1,0,19.9,0,0.0,20201112,20201211
313,22267202676,花非花科技（原邂逅花坊）,昌吉回族自治州,167744319,邂逅花坊（吉木萨尔满城路）,149.0,123.3,1,149.0,135.0,135.0,25.7,12.0,0.08,2,0.2,2,0,0,0,149.0,0,0.0,20201112,20201211
884,22267202676,花非花科技（原邂逅花坊）,南宁,304892606,邂逅花坊（桐花艺柳沙路店）,176.0,76.5,1,176.0,85.0,85.0,99.5,91.0,0.52,0,0.0,0,0,0,0,176.0,0,0.0,20201112,20201211
