订单编号,下单时间,店铺名称,店铺ID,店铺所在城市,订单总金额（元）,退款金额（元）,退款商品,商家服务问题
"94361213155333303	","2020-07-19 09:33:09	","玉花坊鲜花礼品鲜花店	","9436121	","重庆	","239.00	","0.00	",,"用户催单；	"
"94361211277618845	","2020-07-24 19:28:34	","玉花坊鲜花礼品鲜花店	","9436121	","重庆	","229.00	","0.00	",,"用户催单；	"
"94389202108776062	","2020-07-23 12:17:24	","拾花间鲜花礼品鲜花店	","9438920	","佛山	","229.00	","229.00	","【爱一世】9枝粉玫瑰搭配满天星简约花束*数量1	","缺货导致退款；	"
"94156110455178960	","2020-07-21 06:21:31	","圣格花艺鲜花礼品鲜花店	","9415611	","佳木斯	","299.00	","299.00	","【半夏微凉 】33枝香槟玫瑰鲜花礼盒*数量1	","商家超时未接单；	"
"94389202845207833	","2020-07-28 19:35:59	","拾花间鲜花礼品鲜花店	","9438920	","佛山	","299.00	","299.00	","【小幸运】19枝粉玫瑰+粉绣球混搭鲜花花束*数量1	","缺货导致退款；	"
"94389201277618845	","2020-07-24 18:31:55	","拾花间鲜花礼品鲜花店	","9438920	","佛山	","309.00	","0.00	",,"用户催单；	"
"92953252844195450	","2020-08-01 12:49:36	","美家鲜花礼品鲜花店	","9295325	","岳阳	","259.00	","0.00	",,"用户催单；	"
"92238722748127195	","2020-08-06 13:55:26	","天天花坊鲜花礼品鲜花店	","9223872	","郴州	","229.00	","0.00	",,"用户催单；	"
"90439951211609187	","2020-07-31 01:53:54	","情缘婚庆鲜花礼品鲜花店	","9043995	","南平	","309.00	","0.00	",,"用户催单；	"
"92578211207472447	","2020-08-09 04:02:55	","姐妹鲜花店鲜花礼品	","9257821	","绥化	","239.00	","239.00	","【蔚蓝星辰】9枝白玫瑰搭配蓝色满天星花束*数量1	","商家超时未接单；	"
"92663363889949615	","2020-08-10 17:10:02	","珍馨花店鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9266336	","泉州	","239.00	","0.00	",,"用户催单；	"
"90439952730677002	","2020-08-08 15:35:44	","情缘婚庆鲜花礼品鲜花店	","9043995	","南平	","229.00	","0.00	",,"用户催单；	"
"92953251207472447	","2020-08-09 09:42:30	","美家鲜花礼品鲜花店	","9295325	","岳阳	","299.00	","0.00	",,"用户催单；	"
"92238722845207833	","2020-07-28 16:29:16	","天天花坊鲜花礼品鲜花店	","9223872	","郴州	","239.00	","0.00	",,"用户催单；	"
"92882582319659458	","2020-08-02 08:41:03	","花开相爱鲜花礼品鲜花店	","9288258	","吕梁	","329.00	","0.00	",,"用户催单；	"
"90439962748127195	","2020-08-06 01:10:42	","花间时光鲜花礼品鲜花店	","9043996	","许昌	","239.00	","239.00	","【我心永恒】11枝红玫瑰鲜花花束*数量1	","商家超时未接单；	"
"90433202526751192	","2020-08-11 00:49:10	","花企网婚庆鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9043320	","泉州	","229.00	","229.00	","【爱一世】9枝粉玫瑰搭配满天星简约花束*数量1	","商家超时未接单；	"
"92953252426941889	","2020-08-10 20:52:31	","美家鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9295325	","岳阳	","259.00	","259.00	","【盛夏爱恋】19枝粉玫瑰鲜花礼盒*数量1	","商家超时未接单；	"
"92663361347763621	","2020-08-08 08:25:22	","珍馨花店鲜花礼品鲜花店	","9266336	","泉州	","239.00	","0.00	",,"用户催单；	"
"90439943889949615	","2020-08-10 15:30:38	","八度花艺(七夕节预定,生日鲜花，表白鲜花)	","9043994	","许昌	","239.00	","0.00	",,"用户催单；	"
"93387072556232875	","2020-07-30 10:35:08	","月月花屋鲜花礼品鲜花店	","9338707	","邵阳	","299.00	","0.00	",,"用户催单；	"
"90433082924405911	","2020-08-07 19:07:17	","时初花艺鲜花礼品鲜花店	","9043308	","咸阳	","229.00	","229.00	","【爱一世】9枝粉玫瑰搭配满天星简约花束*数量1	","商家拒单；	"
"93146051207472447	","2020-08-09 14:14:16	","馨悦花店鲜花礼品鲜花店	","9314605	","唐山	","239.00	","0.00	",,"用户催单；	"
"93648232526751192	","2020-08-11 18:39:31	","花颜花艺鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9364823	","青岛	","289.00	","289.00	","【满心欢喜】11枝粉玫瑰+5朵白百合鲜花花束*数量1	","用户催单；	"
"92952841207472447	","2020-08-09 15:33:06	","麦萌花艺生活馆鲜花礼品鲜花店	","9295284	","本溪	","239.00	","0.00	",,"用户催单；	"
"92882581695450258	","2020-08-13 09:57:56	","花开相爱鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9288258	","吕梁	","229.00	","0.00	",,"用户催单；	"
"93146062924405911	","2020-08-07 09:49:00	","茂业花店鲜花礼品鲜花店	","9314606	","湘西土家族苗族自治州	","239.00	","0.00	",,"用户催单；	"
"93850402556232875	","2020-07-30 08:27:44	","鲜花绿植鲜花礼品鲜花店	","9385040	","安阳	","239.00	","239.00	","【浪漫宣言】11枝红玫瑰+2只小熊鲜花礼盒*数量1	","用户催单；	"
"92952860830080304	","2020-07-31 16:56:50	","婉苑鲜花婚庆礼品鲜花店	","9295286	","齐齐哈尔	","259.00	","0.00	",,"用户催单；	"
"93145992748127195	","2020-08-06 08:30:52	","木子花开鲜花礼品鲜花店	","9314599	","铁岭	","229.00	","0.00	",,"用户催单；	"
"94826320985640079	","2020-08-03 18:22:14	","幸福花园鲜花礼品鲜花店	","9482632	","郴州	","229.00	","0.00	",,"用户催单；	"
"95297642520914788	","2020-08-11 17:33:49	","花之坊鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9529764	","哈密地区	","299.00	","0.00	",,"用户催单；	"
"94389201347763621	","2020-08-08 22:38:35	","拾花间鲜花礼品鲜花店	","9438920	","佛山	","239.00	","239.00	","【我心永恒】11枝红玫瑰鲜花花束*数量1	","缺货导致退款；	"
"95694183614661014	","2020-07-31 16:28:16	","浪漫花都鲜花礼品鲜花店	","9569418	","曲靖	","483.00	","0.00	",,"用户催单；	"
"94389202517110947	","2020-08-07 10:38:48	","拾花间鲜花礼品鲜花店	","9438920	","佛山	","259.00	","0.00	",,"用户催单；	"
"95297582721446706	","2020-08-05 16:27:50	","花之语鲜花礼品鲜花店	","9529758	","黄冈	","239.00	","0.00	",,"用户催单；	"
"95297641695450258	","2020-08-13 11:53:18	","花之坊鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9529764	","哈密地区	","299.00	","0.00	",,"用户催单；	"
"94690492844195450	","2020-08-01 12:07:52	","俊萍花艺鲜花礼品鲜花店	","9469049	","秦皇岛	","179.00	","0.00	",,"用户催单；	"
"94798812319659458	","2020-08-02 10:03:11	","鲜花朵朵鲜花礼品鲜花店	","9479881	","舟山	","229.00	","0.00	",,"用户催单；	"
"94839321211609187	","2020-07-31 14:49:23	","品茗鲜花店鲜花礼品	","9483932	","永州	","239.00	","239.00	","【往后余生】3枝向日葵加百合鲜花礼盒*数量1	","质量问题导致退款；用户催单；	"
"95297642919350199	","2020-08-05 13:22:13	","花之坊鲜花礼品鲜花店	","9529764	","哈密地区	","239.00	","239.00	","【蔚蓝星辰】9枝白玫瑰搭配蓝色满天星花束*数量1	","商家拒单；	"
"94659662844195450	","2020-08-01 15:40:56	","花艺生活馆鲜花礼品鲜花店	","9465966	","贵阳	","229.00	","229.00	","【爱一世】9枝粉玫瑰搭配满天星简约花束*数量1	","商家拒单；用户催单；	"
"94389201276496070	","2020-07-30 15:52:36	","拾花间鲜花礼品鲜花店	","9438920	","佛山	","399.00	","399.00	","【幸福时刻】19枝蓝色妖姬+2只小熊鲜花礼盒（真花上色）*数量1	","缺货导致退款；	"
"94798812924405911	","2020-08-07 18:20:01	","鲜花朵朵鲜花礼品鲜花店	","9479881	","舟山	","239.00	","0.00	",,"用户催单；	"
"95297643614661014	","2020-07-31 12:33:28	","花之坊鲜花礼品鲜花店	","9529764	","哈密地区	","259.00	","259.00	","【时光未老】19枝红玫瑰鲜花花束*数量1	","商家超时未接单；	"
"94389204284681837	","2020-08-06 10:31:43	","拾花间鲜花礼品鲜花店	","9438920	","佛山	","249.00	","0.00	",,"用户催单；	"
"94389203470429064	","2020-07-30 23:21:38	","拾花间鲜花礼品鲜花店	","9438920	","佛山	","239.00	","239.00	","【我心永恒】11枝红玫瑰鲜花花束*数量1	","缺货导致退款；	"
"94381392319659458	","2020-08-02 06:24:06	","繁花花坊鲜花礼品鲜花店	","9438139	","张家口	","239.00	","239.00	","【我心永恒】11枝红玫瑰鲜花花束*数量1	","商家超时未接单；	"
"94389202845207833	","2020-07-28 19:35:59	","拾花间鲜花礼品鲜花店	","9438920	","佛山	","299.00	","299.00	","【小幸运】19枝粉玫瑰+粉绣球混搭鲜花花束*数量1	","缺货导致退款；	"
"94798810898841344	","2020-08-12 18:04:55	","鲜花朵朵鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9479881	","舟山	","299.00	","0.00	",,"用户催单；	"
"97098450898841344	","2020-08-12 11:13:13	","百艳花居	","9709845	","张家口	","239.00	","0.00	",,"用户催单；	"
"96281992526751192	","2020-08-11 10:46:21	","小慧花坊（金泰园店）	","9628199	","巴彦淖尔	","299.00	","299.00	","【初识你名】33枝粉玫瑰鲜花花束*数量1	","缺货导致退款；	"
