订单编号,下单时间,店铺名称,店铺ID,店铺所在城市,订单总金额（元）,退款金额（元）,退款商品,商家服务问题
"93391742145229893	","2020-07-10 13:01:53	","清香园鲜花	","9339174	","青岛	","179.00	","0.00	",,"用户催单；	"
"92238721250010032	","2020-07-24 18:26:32	","天天花坊鲜花礼品鲜花店	","9223872	","郴州	","256.00	","0.00	",,"用户催单；	"
"92952822350944286	","2020-07-25 09:53:32	","蓝梦鲜花礼品鲜花店	","9295282	","丹东	","239.00	","0.00	",,"用户催单；	"
"93441754195904637	","2020-07-13 07:52:02	","爱神鲜花批发礼品鲜花店	","9344175	","大连	","129.00	","129.00	","【特别的你】6枝粉玫瑰鲜花花束*数量1	","商家超时未接单；	"
"92238722845207833	","2020-07-28 16:29:16	","天天花坊鲜花礼品鲜花店	","9223872	","郴州	","239.00	","0.00	",,"用户催单；	"
"92952863859987887	","2020-07-17 10:37:21	","婉苑鲜花婚庆礼品鲜花店	","9295286	","齐齐哈尔	","289.00	","0.00	",,"用户催单；	"
"91321252145229893	","2020-07-10 07:26:27	","等你花舍	","9132125	","合肥	","269.00	","269.00	","【开业大吉】简约开业花篮一对*数量1	","商家拒单；	"
"93850393466228250	","2020-07-26 10:14:58	","惜缘花业鲜花礼品鲜花店	","9385039	","菏泽	","180.00	","180.00	","【爱一世】9枝粉玫瑰搭配满天星简约花束*数量1	","商家拒单；	"
"93146033923811668	","2020-07-12 20:59:38	","鲜花婚庆鲜花礼品鲜花店	","9314603	","天津	","259.00	","259.00	","【白头偕老】粉色满天星鲜花花束*数量1	","商家超时未接单；	"
"92212392488802479	","2020-07-07 16:04:04	","花仙子	","9221239	","鹤岗	","239.00	","239.00	","【阳光海岸】11枝粉玫瑰鲜花礼盒*数量1	","缺货导致退款；	"
"92238721298366717	","2020-07-18 11:35:41	","天天花坊鲜花礼品鲜花店	","9223872	","郴州	","259.00	","0.00	",,"用户催单；	"
"93850401065263760	","2020-07-20 08:02:27	","鲜花绿植鲜花礼品鲜花店	","9385040	","安阳	","230.00	","230.00	","【爱一世】9枝粉玫瑰搭配满天星简约花束*数量1	","商家超时未接单；	"
"93146061800154328	","2020-06-29 10:25:36	","茂业花店	","9314606	","湘西土家族苗族自治州	","299.00	","0.00	",,"用户催单；	"
"92238723863016689	","2020-07-06 11:40:52	","天天花坊	","9223872	","郴州	","339.00	","339.00	","【忠厚】蓝绣球+2枝向日葵+6枝香槟玫瑰鲜花花束*数量1	","缺货导致退款；	"
"93238420272445555	","2020-06-28 19:31:59	","花无缺鲜花店	","9323842	","锡林郭勒盟	","239.00	","239.00	","【和蔼可亲】11枝粉玫瑰礼盒*数量1	","商家超时未接单；	"
"92882582358878059	","2020-07-14 08:06:59	","花开相爱鲜花礼品鲜花店	","9288258	","吕梁	","329.00	","0.00	",,"用户催单；	"
"92238720158542178	","2020-07-17 17:10:18	","天天花坊鲜花礼品鲜花店	","9223872	","郴州	","299.00	","299.00	","【小幸运】19枝粉玫瑰+粉绣球混搭鲜花花束*数量1	","缺货导致退款；	"
"93238422675951243	","2020-07-04 15:58:05	","花无缺鲜花店	","9323842	","锡林郭勒盟	","339.00	","0.00	",,"用户催单；	"
"92883253466228250	","2020-07-26 09:36:24	","喜洋洋鲜花礼品鲜花店	","9288325	","乌海	","229.00	","0.00	",,"用户催单；	"
"90434251122514874	","2020-07-11 18:21:46	","永恒鲜花礼品鲜花店	","9043425	","六盘水	","239.00	","0.00	",,"用户催单；	"
"92663372685460474	","2020-07-23 20:55:27	","群芳鲜花礼品鲜花店	","9266337	","泰州	","259.00	","0.00	",,"用户催单；	"
"93146081065263760	","2020-07-20 10:17:48	","欣然鲜花礼品鲜花店	","9314608	","唐山	","259.00	","259.00	","【闺蜜】19枝粉玫瑰鲜花花束*数量1	","质量问题导致退款；	"
"90434253863016689	","2020-07-06 17:05:56	","永恒鲜花	","9043425	","六盘水	","129.00	","0.00	",,"用户催单；	"
"93146090127887422	","2020-06-30 10:41:56	","Mr.Liu's花店	","9314609	","吕梁	","189.00	","0.00	",,"用户催单；	"
"92288652488802479	","2020-07-07 14:52:15	","花知语婚典	","9228865	","龙岩	","229.00	","229.00	","【爱一世】9枝粉玫瑰搭配满天星简约花束*数量1	","商家拒单；	"
"90439943466228250	","2020-07-26 12:08:46	","八度花艺鲜花礼品鲜花店	","9043994	","许昌	","229.00	","0.00	",,"用户催单；	"
"92288651922359297	","2020-07-22 15:16:23	","花知语婚典鲜花礼品鲜花店	","9228865	","龙岩	","269.00	","0.00	",,"用户催单；	"
"92663373863016689	","2020-07-06 07:56:41	","群芳鲜花礼品	","9266337	","泰州	","239.00	","0.00	",,"用户催单；	"
"92663372821405029	","2020-07-06 11:17:47	","群芳鲜花礼品	","9266337	","泰州	","329.00	","0.00	",,"用户催单；	"
"94690493736955126	","2020-07-14 12:00:20	","俊萍花艺鲜花礼品鲜花店	","9469049	","秦皇岛	","239.00	","239.00	","【我心永恒】11枝红玫瑰鲜花花束*数量1	","商家拒单；	"
"95560952350944286	","2020-07-25 05:04:48	","百合鲜花	","9556095	","安阳	","299.00	","0.00	",,"用户催单；	"
"95575413466228250	","2020-07-26 09:14:08	","半亩花田鲜花礼品鲜花店	","9557541	","长治市	","259.00	","0.00	",,"用户催单；	"
"94798810900598053	","2020-07-09 23:42:23	","鲜花朵朵	","9479881	","舟山	","229.00	","229.00	","【爱一世】9枝粉玫瑰搭配满天星简约花束*数量1	","商家超时未接单；	"
"95297583752000165	","2020-07-22 15:10:39	","花之语鲜花礼品鲜花店	","9529758	","黄冈	","239.00	","0.00	",,"用户催单；	"
"94826322350944286	","2020-07-25 11:44:28	","幸福花园鲜花礼品鲜花店	","9482632	","郴州	","129.00	","129.00	","【父亲】1枝向日葵+3枝香槟玫瑰鲜花花束*数量1	","商家拒单；	"
"94659642358878059	","2020-07-14 19:58:53	","静上花开鲜花礼品鲜花店	","9465964	","昆明	","259.00	","259.00	","【天使的心跳】19枝粉玫瑰鲜花花束*数量1	","商家超时未接单；	"
