,开始日期,结束日期,商家ID,商家名称,运营组,省份,城市,是否新增商家,首次上线日期,门店在线状态,（日均）预设营业时长（h）,（日均）在线营业时长（h）,曝光人数,入店人数,下单人数,下单新客人数,入店转化率,下单转化率,推单数,有效订单数,原价交易额,实付交易额,商家补贴金额,商家原因取消订单数,商家拒单数,商家超时未接单数,商家取消不告知用户订单数,缺货导致退款订单数,商家少送错送导致用户退款订单数,商家质量问题导致用户退款订单数,配送原因取消订单数,拣货超时订单数,使用间或完成按钮订单数,平均骑手到店等待时间（min）,平均骑手送货时长（min）,IM会话数,IM回复数,IM回复率,IM1分钟回复数,差评订单数,投诉订单数,平均商家评分,平均商品评分,平均配送评分,平均配送时长（min）,资质类型（仅药品）,资质有效期（仅药品）,cluster
56,20200101,20200131,4873097,花生活鲜花（艳丽花卉）,鲜花组,云南省,曲靖,否,20180502,下线,0.0,0.0,53,3,0,0,5.66,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,2
57,20200101,20200131,4885878,花生活鲜花（阿西木花艺工作室）,鲜花组,福建省,厦门,否,20180503,在线,12.0,12.0,16320,157,4,1,0.96,2.55,3,1,395.0,182.0,252.0,1,0,0,0,1,0,0,0,0,3,0,0,3,3,100.0,2,0,0,0.0,0.0,0.0,0.0,,,1
58,20200101,20200131,5054488,花生活鲜花（华粤鲜花馆）,鲜花组,福建省,厦门,否,20180601,在线,13.0,13.5,1744,25,1,0,1.43,4.0,1,0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,2
59,20200101,20200131,5056286,花生活鲜花（撒罗米园艺）,鲜花组,浙江省,杭州,否,20180530,在线,24.0,24.0,4839,64,0,0,1.32,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,2
60,20200101,20200131,5121244,花生活鲜花（贡贡鲜花坊）,鲜花组,福建省,厦门,否,20180604,在线,18.0,18.2,3067,48,2,1,1.57,4.17,2,1,295.0,107.0,219.0,1,1,0,0,0,0,0,0,0,1,0,0,2,2,100.0,1,0,0,0.0,0.0,0.0,0.0,,,2
61,20200101,20200131,5138638,遇见花开,鲜花组,湖南省,长沙,否,20180605,下线,0.0,0.0,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,2
62,20200101,20200131,5196478,郁涧鲜花坊,鲜花组,内蒙古自治区,赤峰,否,20180612,在线,19.0,19.8,18302,311,10,6,1.7,3.22,12,11,2178.0,729.0,1449.0,0,0,0,0,0,0,0,0,0,11,0,0,3,2,66.67,2,0,0,3.1,3.1,1.6,0.0,,,1
63,20200101,20200131,5332337,花生活鲜花（四季花屋）,鲜花组,北京市,北京,否,20180628,在线,24.0,24.0,7956,120,2,2,1.51,1.67,2,2,456.0,380.0,154.0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,50.0,1,0,0,0.0,0.0,0.0,0.0,,,0
64,20200101,20200131,5345425,花生活鲜花（花稼之约鲜花）,鲜花组,辽宁省,沈阳,否,20180709,在线,24.0,24.0,20483,246,5,5,1.2,2.03,5,5,961.0,656.0,500.0,0,0,0,0,0,0,0,0,0,5,0,1,4,4,100.0,2,0,0,1.1,1.1,1.1,1.0,,,1
65,20200101,20200131,5346237,花生活鲜花（有钱花）,鲜花组,湖北省,十堰,否,20180630,在线,18.0,18.4,8974,130,1,0,1.45,0.77,1,0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,100.0,0,0,0,0.0,0.0,0.0,0.0,,,0
67,20200101,20200131,5550366,花生活鲜花（爱尚鲜花鲜花）,鲜花组,河北省,邢台,否,20180808,在线,24.0,24.0,14732,127,0,0,0.86,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,1
68,20200101,20200131,5565851,花生活鲜花（仙丽鲜花）,鲜花组,四川省,绵阳,否,20180804,在线,24.0,24.0,8632,66,1,1,0.76,1.52,1,1,58.0,58.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,0
69,20200101,20200131,5582315,花生活鲜花（花香漫进）,鲜花组,四川省,成都,否,20180806,在线,24.0,24.0,8680,140,1,0,1.61,0.71,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,0
70,20200101,20200131,5630285,呆子花艺,鲜花组,贵州省,黔东南苗族侗族自治州,否,20180926,下线,0.0,0.0,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,2
71,20200101,20200131,5641328,花生活鲜花（成都陌上花开）,鲜花组,四川省,成都,否,20180815,在线,24.0,24.0,14831,221,13,10,1.49,5.88,12,12,2866.0,1394.0,1857.0,0,0,0,0,0,0,0,0,0,12,0,0,6,5,83.33,2,0,0,2.7,2.7,2.7,0.0,,,1
72,20200101,20200131,5740741,花生活鲜花（唯爱花艺）,鲜花组,宁夏回族自治区,银川,否,20180905,在线,22.0,22.0,7466,147,12,9,1.97,8.16,15,11,2360.0,1622.0,1161.0,3,0,3,0,0,0,0,0,0,13,0,0,6,5,83.33,3,0,0,0.0,0.0,0.0,0.0,,,0
73,20200101,20200131,5762294,花生活鲜花（厦门陌上花开）,鲜花组,福建省,厦门,否,20180913,在线,16.0,15.8,2149,95,7,7,4.42,7.37,7,7,4763.0,1152.09,3883.91,0,0,0,0,0,0,0,0,0,7,0,0,2,2,100.0,0,0,0,0.0,0.0,0.0,0.0,,,2
74,20200101,20200131,5788642,花生活鲜花（花家花艺鲜花店）,鲜花组,广东省,深圳,否,20180907,在线,24.0,24.0,9498,110,1,1,1.16,0.91,1,1,298.0,155.0,143.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,0
75,20200101,20200131,5844824,花生活鲜花（有爱花坊）,鲜花组,云南省,丽江,否,20180928,在线,0.0,0.5,3298,44,1,0,1.33,2.27,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,2
76,20200101,20200131,5845622,花生活鲜花（达奇花艺）,鲜花组,山东省,济南,否,20181107,在线,24.0,24.0,6916,91,0,0,1.32,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100.0,0,0,0,0.0,0.0,0.0,0.0,,,0
77,20200101,20200131,5860472,花生活鲜花（六月花坊）,鲜花组,浙江省,金华,否,20180921,在线,10.0,10.8,6206,81,0,0,1.31,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,50.0,0,0,0,0.0,0.0,0.0,0.0,,,0
