,门店ID,体检分,有效订单数,入店人数,平均商家评分,平均配送评分,平均配送评分
0,9024275,61.0,0,1,0.0,0.0,0.0
1,9024278,73.0,1,26,4.7,4.4,4.4
2,9043306,80.0,0,4,5.0,5.0,5.0
3,9043308,58.0,0,2,0.0,0.0,0.0
4,9043310,66.0,0,6,5.0,5.0,5.0
5,9043313,78.0,0,4,0.0,0.0,0.0
6,9043314,74.0,0,1,5.0,5.0,5.0
7,9043317,82.0,1,13,5.0,5.0,5.0
8,9043320,67.0,0,2,4.1,5.0,5.0
9,9043425,81.0,0,2,5.0,5.0,5.0
10,9043994,75.0,0,22,4.5,5.0,5.0
11,9043995,77.0,0,6,4.3,5.0,5.0
12,9043996,77.0,0,2,4.7,4.6,4.6
13,9127995,58.0,0,0,0.0,0.0,0.0
14,9132125,70.0,0,1,0.0,0.0,0.0
15,9221181,78.0,0,8,4.4,5.0,5.0
16,9221238,86.0,0,8,4.9,5.0,5.0
17,9221239,55.0,0,3,0.0,0.0,0.0
18,9221240,77.0,0,2,5.0,5.0,5.0
19,9223872,81.0,0,13,4.6,4.6,4.6
20,9228865,75.0,0,6,5.0,5.0,5.0
21,9230196,68.0,0,1,0.0,0.0,0.0
22,9257821,82.0,0,15,4.3,5.0,5.0
23,9257829,80.0,0,4,5.0,5.0,5.0
24,9263605,73.0,1,8,4.4,5.0,5.0
25,9263832,73.0,1,5,4.4,5.0,5.0
26,9263833,70.0,0,3,0.0,0.0,0.0
27,9266336,74.0,1,7,0.0,0.0,0.0
28,9266337,83.0,1,20,5.0,5.0,5.0
29,9266338,71.0,0,6,4.4,4.3,4.3
30,9268522,60.0,0,1,0.0,0.0,0.0
31,9277061,78.0,0,9,5.0,5.0,5.0
32,9280257,74.0,0,4,0.0,0.0,0.0
33,9284178,56.0,0,0,0.0,0.0,0.0
34,9288256,64.0,0,1,0.0,0.0,0.0
35,9288258,86.0,3,9,4.9,4.7,4.7
36,9288323,63.0,1,9,0.0,0.0,0.0
37,9288324,79.0,0,5,0.0,0.0,0.0
38,9288325,70.0,0,3,0.0,0.0,0.0
39,9288367,52.0,0,1,0.0,0.0,0.0
40,9291522,67.0,0,2,0.0,0.0,0.0
41,9295282,65.0,0,0,0.0,0.0,0.0
42,9295284,71.0,0,1,5.0,5.0,5.0
43,9295286,84.0,1,10,5.0,5.0,5.0
44,9295325,83.0,0,6,4.7,5.0,5.0
45,9295388,71.0,0,1,0.0,0.0,0.0
46,9297947,79.0,0,8,5.0,5.0,5.0
47,9314599,78.0,0,0,4.7,5.0,5.0
48,9314603,81.0,0,2,5.0,5.0,5.0
49,9314605,73.0,0,5,0.0,0.0,0.0
50,9314606,83.0,0,5,3.6,3.8,3.8
51,9314607,73.0,0,7,5.0,5.0,5.0
52,9314608,80.0,0,11,4.0,4.2,4.2
53,9319351,87.0,0,10,4.7,5.0,5.0
54,9319651,76.0,0,3,0.0,0.0,0.0
55,9320858,59.0,0,1,0.0,0.0,0.0
56,9322628,62.0,0,2,0.0,0.0,0.0
57,9322697,71.0,0,2,4.4,5.0,5.0
58,9323842,77.0,0,10,4.8,5.0,5.0
59,9338708,70.0,0,3,5.0,0.0,0.0
60,9338709,61.0,0,2,0.0,0.0,0.0
61,9338771,85.0,0,6,4.9,5.0,5.0
62,9338794,69.0,0,5,0.0,0.0,0.0
63,9339174,65.0,0,1,0.0,0.0,0.0
64,9339176,78.0,0,6,5.0,0.0,0.0
65,9339177,60.0,0,0,0.0,0.0,0.0
66,9342535,71.0,0,4,0.0,0.0,0.0
67,9344175,66.0,0,1,0.0,0.0,0.0
