门店,门店ID,城市(城市负责人),体检分,权益奖励,近7日服务问题导致的营业额损失(元),本周触犯红线,上周触犯红线
"花韵花艺馆鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9024275	",郑州,"61.0	",--,0,未触犯红线,未触犯红线
"友新意鲜花坊(七夕节预定,生日鲜花，表白鲜花)	","9024278	",西安,"73.0	",--,0,未触犯红线,未触犯红线
"花之都创意鲜花馆(七夕节预定,生日鲜花，表白鲜花)	","9043306	",潍坊,"80.0	",--,0,未触犯红线,未触犯红线
"时初花艺鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9043308	",咸阳,"58.0	",--,0,未触犯红线,未触犯红线
"元寳花店鲜花礼品鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9043310	",长春,"66.0	",--,0,未触犯红线,未触犯红线
"浪漫主题花艺(七夕节预定,生日鲜花，表白鲜花)	","9043313	",佳木斯,"78.0	",--,0,未触犯红线,未触犯红线
"茗蔓花艺(七夕节预定,生日鲜花，表白鲜花)	","9043314	",石家庄,"74.0	",--,0,未触犯红线,未触犯红线
"花坞鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9043317	",福州,"82.0	",--,0,未触犯红线,未触犯红线
"花企网婚庆鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9043320	",泉州,"67.0	",--,0,未触犯红线,未触犯红线
"永恒鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9043425	",六盘水,"81.0	",--,0,未触犯红线,未触犯红线
"八度花艺(七夕节预定,生日鲜花，表白鲜花)	","9043994	",许昌,"75.0	",--,0,未触犯红线,未触犯红线
"情缘婚庆鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9043995	",南平,"77.0	",--,0,未触犯红线,未触犯红线
"花间时光(七夕节预定,生日鲜花，表白鲜花)	","9043996	",许昌,"77.0	",--,0,未触犯红线,未触犯红线
"柔怡鲜花鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9127995	",烟台,"58.0	",--,0,未触犯红线,未触犯红线
"等你花舍鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9132125	",合肥,"70.0	",--,0,未触犯红线,未触犯红线
"花鲜阁鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9221181	",合肥,"78.0	",--,0,未触犯红线,未触犯红线
"南园鲜花坊鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9221238	",盘锦,"86.0	",--,0,未触犯红线,未触犯红线
"花仙子	","9221239	",鹤岗,"55.0	",--,0,未触犯红线,未触犯红线
"印象花坊鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9221240	",潍坊,"77.0	",--,0,未触犯红线,未触犯红线
"天天花坊鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9223872	",郴州,"81.0	",--,0,未触犯红线,未触犯红线
"花知语婚典鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9228865	",龙岩,"75.0	",--,0,未触犯红线,未触犯红线
