,门店ID,体检分,有效订单数,入店人数,平均商家评分,平均配送评分,平均配送评分
0,9024275,60.0,0,2,0.0,0.0,0.0
1,9024278,86.0,1,25,4.8,4.2,4.2
2,9043306,69.0,0,1,0.0,0.0,0.0
3,9043308,71.0,0,3,0.0,0.0,0.0
4,9043310,68.0,0,4,0.0,0.0,0.0
5,9043313,85.0,0,3,0.0,0.0,0.0
6,9043314,75.0,0,2,0.0,0.0,0.0
7,9043317,87.0,1,9,5.0,5.0,5.0
8,9043320,77.0,0,5,0.0,0.0,0.0
9,9043425,76.0,0,3,0.0,0.0,0.0
10,9043994,84.0,0,17,4.2,5.0,5.0
11,9043995,74.0,0,7,4.1,5.0,5.0
12,9043996,77.0,0,4,0.0,0.0,0.0
13,9127995,70.0,0,3,0.0,0.0,0.0
14,9132125,74.0,0,0,0.0,0.0,0.0
15,9221181,80.0,0,3,0.0,0.0,0.0
16,9221238,74.0,0,1,4.8,5.0,5.0
17,9221239,78.0,3,8,0.0,0.0,0.0
18,9221240,85.0,0,6,5.0,5.0,5.0
19,9223872,83.0,0,11,3.8,5.0,5.0
20,9228865,77.0,0,0,4.4,3.9,3.9
21,9230196,71.0,0,0,0.0,0.0,0.0
22,9257821,81.0,0,7,4.1,5.0,5.0
23,9257829,84.0,0,2,0.0,0.0,0.0
24,9263605,82.0,0,3,0.0,0.0,0.0
25,9263832,72.0,0,5,0.0,0.0,0.0
26,9263833,59.0,0,2,0.0,0.0,0.0
27,9266336,66.0,0,3,0.0,0.0,0.0
28,9266337,91.0,2,19,5.0,5.0,5.0
29,9266338,74.0,1,7,0.0,0.0,0.0
30,9268522,66.0,0,0,0.0,0.0,0.0
31,9277061,85.0,1,6,0.0,0.0,0.0
32,9280257,71.0,0,2,0.0,0.0,0.0
33,9284178,54.0,0,1,0.0,0.0,0.0
34,9288256,72.0,0,1,0.0,0.0,0.0
35,9288258,88.0,7,27,5.0,4.6,4.6
36,9288323,71.0,0,2,0.0,0.0,0.0
37,9288324,71.0,1,3,0.0,0.0,0.0
38,9288325,69.0,0,0,0.0,0.0,0.0
39,9288367,66.0,0,2,0.0,0.0,0.0
40,9291522,72.0,0,0,0.0,0.0,0.0
41,9295284,80.0,0,1,0.0,0.0,0.0
42,9295286,89.0,1,14,5.0,5.0,5.0
43,9295325,79.0,0,8,4.3,5.0,5.0
44,9295388,71.0,0,7,0.0,0.0,0.0
45,9297947,83.0,1,8,0.0,0.0,0.0
46,9314599,78.0,0,0,0.0,0.0,0.0
47,9314603,84.0,0,0,0.0,0.0,0.0
48,9314605,59.0,0,5,0.0,0.0,0.0
49,9314606,80.0,2,5,3.4,3.7,3.7
50,9314607,80.0,0,3,5.0,5.0,5.0
51,9314608,77.0,0,7,4.0,4.0,4.0
52,9319351,89.0,0,8,4.4,5.0,5.0
53,9319651,66.0,2,7,0.0,0.0,0.0
54,9320858,58.0,0,1,0.0,0.0,0.0
55,9322628,58.0,0,0,0.0,0.0,0.0
56,9322697,59.0,0,4,0.0,0.0,0.0
57,9323842,81.0,0,9,5.0,5.0,5.0
58,9338708,70.0,0,1,0.0,0.0,0.0
59,9338709,81.0,0,2,0.0,0.0,0.0
60,9338771,86.0,0,9,5.0,5.0,5.0
61,9338794,63.0,0,5,0.0,0.0,0.0
62,9339174,62.0,0,0,0.0,0.0,0.0
63,9339176,88.0,0,5,0.0,0.0,0.0
64,9339177,52.0,0,1,0.0,0.0,0.0
65,9342535,83.0,0,2,5.0,5.0,5.0
66,9344175,77.0,0,1,0.0,0.0,0.0
67,9345839,74.0,0,1,0.0,0.0,0.0
68,9349868,74.0,0,1,0.0,0.0,0.0
69,9352076,83.0,0,6,0.0,0.0,0.0
70,9352424,69.0,0,1,0.0,0.0,0.0
71,9355273,73.0,0,4,0.0,0.0,0.0
72,9360432,64.0,0,1,0.0,0.0,0.0
73,9364821,77.0,0,1,0.0,0.0,0.0
74,9364823,78.0,0,1,0.0,0.0,0.0
75,9366091,92.0,1,9,4.4,5.0,5.0
76,9366382,55.0,0,1,0.0,0.0,0.0
77,9370710,54.0,0,0,0.0,0.0,0.0
78,9382867,75.0,0,1,4.6,5.0,5.0
79,9385039,65.0,0,3,0.0,0.0,0.0
80,9385040,84.0,0,9,0.0,0.0,0.0
81,9385041,85.0,0,5,4.3,4.3,4.3
82,9385042,67.0,0,0,0.0,0.0,0.0
83,9385115,83.0,0,12,4.3,4.6,4.6
84,9385117,62.0,0,1,0.0,0.0,0.0
85,9385118,55.0,0,0,0.0,0.0,0.0
86,9385213,89.0,1,5,4.0,4.5,4.5
87,9385384,86.0,0,2,5.0,5.0,5.0
88,9385911,52.0,0,0,0.0,0.0,0.0
89,9387883,55.0,0,0,0.0,0.0,0.0
90,9394079,73.0,0,8,4.2,5.0,5.0
91,9394266,82.0,0,3,0.0,0.0,0.0
92,9402143,61.0,0,1,0.0,0.0,0.0
93,9402187,77.0,0,3,0.0,0.0,0.0
94,9402588,66.0,0,3,0.0,0.0,0.0
95,9415492,65.0,0,1,0.0,0.0,0.0
96,9415494,61.0,0,0,0.0,0.0,0.0
97,9415495,54.0,0,2,0.0,0.0,0.0
98,9415496,71.0,0,1,0.0,0.0,0.0
99,9415610,69.0,0,1,0.0,0.0,0.0
100,9415611,74.0,0,4,0.0,0.0,0.0
101,9415612,84.0,0,3,4.4,5.0,5.0
102,9415613,57.0,0,3,0.0,0.0,0.0
103,9415614,54.0,0,3,0.0,0.0,0.0
104,9415615,80.0,1,28,4.0,4.5,4.5
105,9415704,66.0,0,0,0.0,0.0,0.0
106,9415709,59.0,0,1,0.0,0.0,0.0
107,9415742,52.0,0,1,0.0,0.0,0.0
108,9416497,75.0,0,3,5.0,5.0,5.0
109,9418080,72.0,0,1,0.0,0.0,0.0
110,9421954,60.0,0,0,0.0,0.0,0.0
111,9424813,66.0,0,5,0.0,0.0,0.0
112,9427397,65.0,0,0,0.0,0.0,0.0
113,9427398,56.0,0,2,0.0,0.0,0.0
114,9427399,91.0,1,11,4.0,4.1,4.1
115,9427887,73.0,2,4,0.0,0.0,0.0
116,9427890,74.0,0,0,4.3,0.0,0.0
117,9427934,66.0,0,1,0.0,0.0,0.0
118,9427935,82.0,0,8,4.1,4.6,4.6
119,9432834,71.0,0,0,0.0,0.0,0.0
120,9436121,83.0,0,2,3.6,4.2,4.2
121,9438139,76.0,0,2,0.0,0.0,0.0
122,9438320,75.0,0,6,0.0,0.0,0.0
123,9438920,84.0,2,20,0.0,0.0,0.0
124,9439896,73.0,0,3,0.0,0.0,0.0
125,9465967,56.0,0,1,0.0,0.0,0.0
126,9465968,67.0,0,1,0.0,0.0,0.0
127,9465969,56.0,0,0,0.0,0.0,0.0
128,9469049,84.0,0,6,4.1,4.4,4.4
129,9469050,64.0,0,4,0.0,0.0,0.0
130,9469051,74.0,0,4,0.0,0.0,0.0
131,9471210,59.0,0,5,0.0,0.0,0.0
132,9474812,65.0,0,2,0.0,0.0,0.0
133,9474816,54.0,0,1,0.0,0.0,0.0
134,9475584,58.0,0,3,0.0,0.0,0.0
135,9479464,63.0,0,3,0.0,0.0,0.0
136,9479881,82.0,2,8,0.0,0.0,0.0
137,9482632,76.0,0,3,0.0,0.0,0.0
138,9482975,80.0,0,4,0.0,0.0,0.0
139,9483932,77.0,0,3,0.0,0.0,0.0
140,9517628,57.0,0,2,0.0,0.0,0.0
141,9517629,58.0,0,2,0.0,0.0,0.0
142,9523580,74.0,0,5,0.0,0.0,0.0
143,9529758,75.0,0,2,0.0,0.0,0.0
144,9529762,86.0,1,8,5.0,5.0,5.0
145,9529764,71.0,0,9,0.0,0.0,0.0
146,9529765,82.0,0,8,4.9,5.0,5.0
147,9529812,82.0,0,2,4.5,5.0,5.0
148,9529813,84.0,0,1,0.0,0.0,0.0
149,9544029,79.0,0,1,4.7,5.0,5.0
150,9555879,77.0,0,4,0.0,0.0,0.0
151,9555881,83.0,0,8,4.5,4.5,4.5
152,9555883,68.0,0,1,0.0,0.0,0.0
153,9556095,87.0,0,4,0.0,0.0,0.0
154,9556096,71.0,0,0,0.0,0.0,0.0
155,9557541,71.0,0,3,0.0,0.0,0.0
156,9559158,65.0,0,2,0.0,0.0,0.0
157,9569416,66.0,0,0,0.0,0.0,0.0
158,9569417,74.0,0,5,0.0,0.0,0.0
159,9569418,80.0,0,7,3.3,3.7,3.7
160,9569419,85.0,0,4,0.0,0.0,0.0
161,9569422,85.0,0,9,4.8,4.6,4.6
162,9575274,85.0,1,11,0.0,0.0,0.0
163,9578421,76.0,1,3,0.0,0.0,0.0
164,9594041,84.0,1,3,4.6,5.0,5.0
165,9594043,86.0,0,5,0.0,0.0,0.0
166,9607547,55.0,0,0,0.0,0.0,0.0
167,9607673,62.0,0,2,0.0,0.0,0.0
168,9607674,73.0,0,16,3.8,4.2,4.2
169,9608314,88.0,1,17,4.9,5.0,5.0
170,9608428,65.0,0,2,0.0,0.0,0.0
171,9608429,82.0,0,4,0.0,0.0,0.0
172,9609375,76.0,0,3,0.0,0.0,0.0
173,9609376,76.0,0,2,3.7,3.7,3.7
174,9614734,73.0,0,0,0.0,0.0,0.0
175,9622180,74.0,0,5,0.0,0.0,0.0
176,9622181,85.0,1,5,5.0,5.0,5.0
177,9641339,68.0,0,0,0.0,0.0,0.0
178,9641341,81.0,0,9,4.6,4.6,4.6
179,9649678,77.0,0,0,0.0,0.0,0.0
180,9670002,61.0,0,1,0.0,0.0,0.0
181,9670006,89.0,0,2,4.6,4.7,4.7
182,9670007,56.0,0,3,0.0,0.0,0.0
183,9670009,81.0,1,3,0.0,0.0,0.0
184,9670010,85.0,0,2,4.7,5.0,5.0
185,9670012,82.0,0,2,0.0,0.0,0.0
186,9670013,61.0,0,8,3.2,3.0,3.0
187,9670014,83.0,0,9,0.0,0.0,0.0
188,9670230,53.0,0,0,0.0,0.0,0.0
189,9673693,61.0,0,2,0.0,0.0,0.0
190,9679931,86.0,1,12,4.6,4.5,4.5
191,9679933,72.0,0,1,0.0,0.0,0.0
192,9685750,84.0,0,13,5.0,5.0,5.0
