门店,门店ID,城市(城市负责人),体检分,权益奖励,近7日服务问题导致的营业额损失(元),本周触犯红线,上周触犯红线
"花韵花艺馆鲜花店(生日鲜花，表白鲜花)	","9024275	",郑州,"73.0	",--,0,未触犯红线,未触犯红线
"友新意鲜花坊(生日鲜花，表白鲜花)	","9024278	",西安,"73.0	",--,0,未触犯红线,未触犯红线
"花之都创意鲜花馆(生日鲜花，表白鲜花)	","9043306	",潍坊,"75.0	",--,0,未触犯红线,未触犯红线
"时初花艺鲜花店(生日鲜花，表白鲜花)	","9043308	",咸阳,"59.0	",--,0,未触犯红线,未触犯红线
"元寳花店鲜花礼品鲜花店(生日鲜花，表白鲜花)	","9043310	",长春,"70.0	",--,0,未触犯红线,未触犯红线
"浪漫主题花艺(生日鲜花，表白鲜花)	","9043313	",佳木斯,"81.0	",--,0,未触犯红线,未触犯红线
"茗蔓花艺(生日鲜花，表白鲜花)	","9043314	",石家庄,"83.0	",--,0,未触犯红线,未触犯红线
"花坞鲜花店(生日鲜花，表白鲜花)	","9043317	",福州,"83.0	",--,0,未触犯红线,未触犯红线
"花企网婚庆鲜花店(生日鲜花，表白鲜花)	","9043320	",泉州,"68.0	",--,0,未触犯红线,未触犯红线
"永恒鲜花店(生日鲜花，表白鲜花)	","9043425	",六盘水,"79.0	",--,0,未触犯红线,未触犯红线
"八度花艺(生日鲜花，表白鲜花)	","9043994	",许昌,"81.0	",--,0,未触犯红线,未触犯红线
"情缘婚庆鲜花店(生日鲜花，表白鲜花)	","9043995	",南平,"80.0	",--,0,未触犯红线,未触犯红线
"花间时光(生日鲜花，表白鲜花)	","9043996	",许昌,"76.0	",--,0,未触犯红线,未触犯红线
"柔怡鲜花鲜花店(生日鲜花，表白鲜花)	","9127995	",烟台,"67.0	",--,0,未触犯红线,未触犯红线
"等你花舍鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9132125	",合肥,"71.0	",--,0,未触犯红线,未触犯红线
"花鲜阁鲜花店(生日鲜花，表白鲜花)	","9221181	",合肥,"83.0	",--,0,未触犯红线,未触犯红线
"南园鲜花坊鲜花店(生日鲜花，表白鲜花)	","9221238	",盘锦,"86.0	",--,0,未触犯红线,未触犯红线
"花仙子-生日鲜花，表白鲜花	","9221239	",鹤岗,"59.0	",--,0,未触犯红线,未触犯红线
"印象花坊鲜花店(生日鲜花，表白鲜花)	","9221240	",潍坊,"77.0	",--,0,未触犯红线,未触犯红线
"天天花坊鲜花店(生日鲜花，表白鲜花)	","9223872	",郴州,"86.0	",--,0,未触犯红线,未触犯红线
"花知语婚典鲜花店(生日鲜花，表白鲜花)	","9228865	",龙岩,"74.0	",--,0,未触犯红线,未触犯红线
"镜花缘花店鲜花店(生日鲜花，表白鲜花)	","9230196	",镇江,"69.0	",--,0,未触犯红线,未触犯红线
"姐妹鲜花店(生日鲜花，表白鲜花)	","9257821	",绥化,"81.0	",--,0,未触犯红线,未触犯红线
"1°花艺礼品(生日鲜花，表白鲜花)	","9257829	",安康,"77.0	",--,0,未触犯红线,未触犯红线
"都市花乡鲜花店(生日鲜花，表白鲜花)	","9263605	",朝阳,"78.0	",--,0,未触犯红线,未触犯红线
"花语鲜鲜花店(生日鲜花，表白鲜花)	","9263832	",葫芦岛,"81.0	",--,0,未触犯红线,未触犯红线
"馨露鲜花店(生日鲜花，表白鲜花)	","9263833	",盘锦,"71.0	",--,0,未触犯红线,未触犯红线
"珍馨花店鲜花店(生日鲜花，表白鲜花)	","9266336	",泉州,"81.0	",--,0,未触犯红线,未触犯红线
"群芳鲜花店(生日鲜花，表白鲜花)	","9266337	",泰州,"84.0	",--,0,未触犯红线,未触犯红线
"流星花園鲜花店(生日鲜花，表白鲜花)	","9266338	",永州,"71.0	",--,0,未触犯红线,未触犯红线
"7号花舍鲜花店(生日鲜花，表白鲜花)	","9268522	",双鸭山,"62.0	",--,0,未触犯红线,未触犯红线
"大拇指婚庆鲜花店(生日鲜花，表白鲜花)	","9277061	",本溪,"78.0	",--,0,未触犯红线,未触犯红线
"百花庄花卉鲜花店(生日鲜花，表白鲜花)	","9280257	",益阳,"80.0	",--,0,未触犯红线,未触犯红线
