,门店ID,体检分,有效订单数,入店人数,平均商家评分,平均配送评分,平均配送评分
0,9024275,73.0,0,1,0.0,0.0,0.0
1,9024278,80.0,1,13,4.4,3.4,3.4
2,9043306,71.0,0,5,5.0,5.0,5.0
3,9043308,66.0,0,1,0.0,0.0,0.0
4,9043310,66.0,0,3,0.0,0.0,0.0
5,9043313,83.0,0,9,5.0,5.0,5.0
6,9043314,82.0,0,3,5.0,5.0,5.0
7,9043317,85.0,1,17,5.0,5.0,5.0
8,9043320,67.0,0,4,0.0,0.0,0.0
9,9043425,78.0,0,5,0.0,0.0,0.0
10,9043994,82.0,0,20,4.5,5.0,5.0
11,9043995,76.0,0,6,4.3,5.0,5.0
12,9043996,81.0,0,1,4.6,4.5,4.5
13,9127995,69.0,0,3,0.0,0.0,0.0
14,9132125,69.0,0,0,0.0,0.0,0.0
15,9221181,82.0,0,5,4.5,5.0,5.0
16,9221238,81.0,0,8,4.9,5.0,5.0
17,9221239,72.0,0,5,0.0,0.0,0.0
18,9221240,76.0,1,2,5.0,0.0,0.0
19,9223872,82.0,0,13,4.1,4.6,4.6
20,9228865,74.0,0,5,5.0,5.0,5.0
21,9230196,68.0,0,0,0.0,0.0,0.0
22,9257821,81.0,0,10,4.1,5.0,5.0
23,9257829,81.0,0,1,0.0,0.0,0.0
24,9263605,79.0,1,8,0.0,0.0,0.0
25,9263832,76.0,0,1,4.2,0.0,0.0
26,9263833,67.0,0,2,0.0,0.0,0.0
27,9266336,62.0,0,3,0.0,0.0,0.0
28,9266337,87.0,2,17,5.0,5.0,5.0
29,9266338,70.0,0,3,4.3,4.3,4.3
30,9268522,62.0,0,1,0.0,0.0,0.0
31,9277061,82.0,1,6,0.0,0.0,0.0
32,9280257,78.0,0,3,4.4,5.0,5.0
33,9284178,61.0,0,0,0.0,0.0,0.0
34,9288256,68.0,0,1,0.0,0.0,0.0
35,9288258,88.0,1,25,5.0,4.7,4.7
36,9288323,75.0,0,0,0.0,0.0,0.0
37,9288324,74.0,0,4,0.0,0.0,0.0
38,9288325,76.0,0,0,0.0,0.0,0.0
39,9288367,56.0,0,2,0.0,0.0,0.0
40,9291522,71.0,0,3,0.0,0.0,0.0
41,9295282,63.0,0,0,0.0,0.0,0.0
42,9295284,77.0,0,4,0.0,0.0,0.0
43,9295286,88.0,1,9,5.0,5.0,5.0
44,9295325,83.0,0,6,4.6,5.0,5.0
45,9295388,72.0,0,2,0.0,0.0,0.0
46,9297947,74.0,1,4,0.0,0.0,0.0
47,9314599,81.0,0,4,4.6,5.0,5.0
48,9314603,83.0,0,0,0.0,0.0,0.0
49,9314605,59.0,0,1,0.0,0.0,0.0
50,9314606,68.0,0,7,3.4,3.7,3.7
51,9314607,80.0,0,7,5.0,5.0,5.0
52,9314608,81.0,0,6,4.2,4.2,4.2
53,9319351,85.0,0,5,4.6,5.0,5.0
54,9319651,79.0,0,2,0.0,0.0,0.0
55,9320858,67.0,0,1,0.0,0.0,0.0
56,9322628,66.0,0,0,0.0,0.0,0.0
57,9322697,75.0,0,1,0.0,0.0,0.0
58,9323842,81.0,0,6,4.9,5.0,5.0
59,9338708,80.0,0,1,5.0,0.0,0.0
60,9338709,74.0,0,7,0.0,0.0,0.0
61,9338771,83.0,0,2,5.0,5.0,5.0
62,9338794,56.0,0,6,0.0,0.0,0.0
63,9339174,73.0,1,1,0.0,0.0,0.0
64,9339176,75.0,1,7,5.0,5.0,5.0
65,9339177,49.0,0,1,0.0,0.0,0.0
66,9342535,79.0,0,3,5.0,5.0,5.0
67,9344175,79.0,0,3,0.0,0.0,0.0
68,9345839,70.0,0,1,0.0,0.0,0.0
