,Unnamed: 0,供应商ID,供应商名,城市名,门店ID,门店名称,总成交额(元),预计收入(元),有效订单,笔单价(元),顾客实付金额(元),顾客实付笔单价(元),总支出(元),商家补贴(元),商家补贴力度,流失订单,流失订单预计损失(元),用户原因流失订单,配送原因流失订单数,商家原因流失订单数,其他原因流失订单数,商品金额,包装费,配送费,开始日,结束日
127,353,22267202676,花非花科技（原邂逅花坊）,中山,304952574,邂逅花坊（心赏花坊沙溪镇店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,119.0,1,0,0,0,0.0,0,0.0,20200901,20200930
132,363,22267202676,花非花科技（原邂逅花坊）,蚌埠,170245904,邂逅花坊（九玖花坊禹王路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
140,376,22267202676,花非花科技（原邂逅花坊）,合肥,2034999433,邂逅花坊（品尚花艺韶山路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
154,410,22267202676,花非花科技（原邂逅花坊）,邯郸,2036272732,邂逅花坊（谜谷花艺生活馆永年区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
155,411,22267202676,花非花科技（原邂逅花坊）,唐山,336992446,枫荷鲜花庆典（京华道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
157,416,22267202676,花非花科技（原邂逅花坊）,伊春,169732256,邂逅花坊（雨露花店物贸商厦店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
171,436,22267202676,花非花科技（原邂逅花坊）,平顶山,2036922514,邂逅花坊（花视界花艺富民一街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
181,454,22267202676,花非花科技（原邂逅花坊）,扬州,170246102,邂逅花坊（普罗旺斯盘古村店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
186,461,22267202676,花非花科技（原邂逅花坊）,合肥,170245981,邂逅花坊（绿野婚庆花屋姚公村店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
189,476,22267202676,花非花科技（原邂逅花坊）,乐山,170245971,邂逅花坊（良英鲜花店龙北路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
190,481,22267202676,花非花科技（原邂逅花坊）,西安,171029585,邂逅花坊（鹿祥路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
193,484,22267202676,花非花科技（原邂逅花坊）,贵阳,336849751,邂逅花坊（艺愿花汇红枫路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
194,486,22267202676,花非花科技（原邂逅花坊）,厦门,335754032,邂逅花坊（与你有约新兴街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
199,504,22267202676,花非花科技（原邂逅花坊）,朝阳,2036282577,邂逅花坊（四季芳庭柳城路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
202,513,22267202676,花非花科技（原邂逅花坊）,酒泉,170245913,邂逅花坊（嘉韵鲜花婚庆仓后街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,1,0,0,0,0.0,0,0.0,20200901,20200930
204,516,22267202676,花非花科技（原邂逅花坊）,合肥,166924870,邂逅花坊（锦喜汇颖上路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
206,518,22267202676,花非花科技（原邂逅花坊）,湖州,304992593,邂逅花坊（晨晟花艺田盛街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
215,536,22267202676,花非花科技（原邂逅花坊）,深圳,2036093788,邂逅花坊（缘起花店观湖街道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
228,566,22267202676,花非花科技（原邂逅花坊）,郑州,305115446,邂逅花坊（百花香新华南路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
229,570,22267202676,花非花科技（原邂逅花坊）,厦门,2043167111,遇见你花店（江头街道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
235,581,22267202676,花非花科技（原邂逅花坊）,湛江,336692532,邂逅花坊（尚雅家饰花艺馆新城大道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
243,602,22267202676,花非花科技（原邂逅花坊）,淮安,170246088,邂逅花坊（安东路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
248,613,22267202676,花非花科技（原邂逅花坊）,嘉兴,2036091506,邂逅花坊（圣芳鲜花华新路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
256,631,22267202676,花非花科技（原邂逅花坊）,潍坊,170245903,邂逅花坊（mini花行龙都街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
257,632,22267202676,花非花科技（原邂逅花坊）,哈尔滨,2043473057,花苁里（香坊区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
279,694,22267202676,花非花科技（原邂逅花坊）,黔南布依族苗族自治州,2042569152,风信子花坊（长寨街道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,41.9,0,0,1,0,0.0,0,0.0,20200901,20200930
281,697,22267202676,花非花科技（原邂逅花坊）,楚雄彝族自治州,171029606,邂逅花坊（龙江路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
283,702,22267202676,花非花科技（原邂逅花坊）,抚州,2042489234,牵手花坊（体育西路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
286,714,22267202676,花非花科技（原邂逅花坊）,包头,166924719,邂逅花坊（青山区利民社区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
288,720,22267202676,花非花科技（原邂逅花坊）,西安,166924717,邂逅花坊（阳光雨露花港店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
291,728,22267202676,花非花科技（原邂逅花坊）,镇江,305175464,邂逅花坊（九里鲜花禹山路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
298,738,22267202676,花非花科技（原邂逅花坊）,承德,169732224,邂逅花坊（豆谷花坊双桥区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
307,755,22267202676,花非花科技（原邂逅花坊）,唐山,335744167,邂逅花坊（唯一鲜花礼品西街路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
313,769,22267202676,花非花科技（原邂逅花坊）,晋中,166924908,邂逅花坊(辽阳路店),0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
314,770,22267202676,花非花科技（原邂逅花坊）,邯郸,2043137372,木子鲜花坊（光华大街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
316,776,22267202676,花非花科技（原邂逅花坊）,周口,2043127354,堡尔花艺（紫气大道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
323,793,22267202676,花非花科技（原邂逅花坊）,昆明,335714138,邂逅花坊（乔治的花店嵩明县店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
335,821,22267202676,花非花科技（原邂逅花坊）,抚顺,304902548,邂逅花坊（顶好情缘鲜花丹东路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
336,830,22267202676,花非花科技（原邂逅花坊）,成都,335777491,邂逅花坊（懂小姐安民街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
345,849,22267202676,花非花科技（原邂逅花坊）,威海,171029584,邂逅花坊（芙蓉鲜花店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
349,862,22267202676,花非花科技（原邂逅花坊）,酒泉,2042489186,羽沫花艺（沙州北路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
359,893,22267202676,花非花科技（原邂逅花坊）,嘉兴,2042569175,真爱花艺（青云路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
360,895,22267202676,花非花科技（原邂逅花坊）,深圳,2043492996,花草季花艺生活馆（园岭街道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
374,940,22267202676,花非花科技（原邂逅花坊）,德州,170245936,邂逅花坊（百花轩鲜花婚庆花店三八中路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
379,958,22267202676,花非花科技（原邂逅花坊）,深圳,166924735,邂逅花坊（新庄社区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
388,978,22267202676,花非花科技（原邂逅花坊）,赣州,169732237,邂逅花坊（花时间花店张家围路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
391,984,22267202676,花非花科技（原邂逅花坊）,蚌埠,304882591,邂逅花坊（天天鲜花店喜迎门店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
400,1007,22267202676,花非花科技（原邂逅花坊）,临汾,169732228,邂逅花坊（纤纤花艺望桥北街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
402,1018,22267202676,花非花科技（原邂逅花坊）,怀化,335777493,邂逅花坊（花缘鲜花批发舞水路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
411,1034,22267202676,花非花科技（原邂逅花坊）,泸州,2043502897,花海之恋（云溪西路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
415,1041,22267202676,花非花科技（原邂逅花坊）,九江,2042489216,花点心思（义宁镇店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
422,1057,22267202676,花非花科技（原邂逅花坊）,南平,170246082,邂逅花坊（七月花艺威龙花园店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
423,1059,22267202676,花非花科技（原邂逅花坊）,湖州,2042499366,诗梦花艺（昌硕街道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
426,1071,22267202676,花非花科技（原邂逅花坊）,临沂,2036925158,邂逅花坊（美欣花艺柳青街道店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
428,1075,22267202676,花非花科技（原邂逅花坊）,吉安,2036855284,邂逅花坊（浪漫满屋花艺青原区店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
434,1085,22267202676,花非花科技（原邂逅花坊）,合肥,300732218,邂逅花坊（百合婚庆和平路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
440,1098,22267202676,花非花科技（原邂逅花坊）,资阳,170245955,邂逅花坊（花语鲜花晶鑫街店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
442,1100,22267202676,花非花科技（原邂逅花坊）,江门,2043372409,花时间（丰乐路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
452,1122,22267202676,花非花科技（原邂逅花坊）,六安,300722389,邂逅花坊（鑫徽园艺店江天路店）,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,20200901,20200930
