订单编号,下单时间,店铺名称,店铺ID,店铺所在城市,订单总金额（元）,退款金额（元）,退款商品,商家服务问题
"43633894217054360	","2020-04-22 13:42:23	","花生活鲜花（意达鲜花店）	","4363389	","唐山	","208.00	","0.00	",,"用户催单；	"
"43633890589330212	","2020-04-22 17:09:11	","花生活鲜花（意达鲜花店）	","4363389	","唐山	","358.00	","0.00	",,"用户催单；	"
"43633891027313864	","2020-04-30 19:32:04	","花生活鲜花（意达鲜花店）	","4363389	","唐山	","208.00	","0.00	",,"用户催单；	"
"34680332274960051	","2020-04-17 11:45:55	","花生活鲜花（家美园艺）	","3468033	","上海	","245.00	","0.00	",,"拣货超时；	"
"34680330511423742	","2020-04-17 13:30:42	","花生活鲜花（家美园艺）	","3468033	","上海	","338.00	","0.00	",,"用户催单；	"
"44394113809395845	","2020-04-07 11:42:00	","花生活鲜花（花田故事）	","4439411	","福州	","245.00	","245.00	","『初恋的味道』9枝粉玫瑰花搭配满天星花束送闺蜜生日花鲜花店*数量1	","商家拒单；	"
"34680333418202962	","2020-04-17 17:44:30	","花生活鲜花（家美园艺）	","3468033	","上海	","199.00	","0.00	",,"拣货超时；	"
"44646260482117203	","2020-04-25 09:31:34	","花生活鲜花（雪莲花艺）	","4464626	","北京	","208.00	","0.00	",,"拣货超时；	"
"34680334217054360	","2020-04-22 13:47:30	","花生活鲜花（家美园艺）	","3468033	","上海	","128.00	","0.00	",,"拣货超时；	"
"34680332802660822	","2020-04-23 14:39:12	","花生活鲜花（家美园艺）	","3468033	","上海	","320.00	","0.00	",,"拣货超时；	"
"44732722274960051	","2020-04-17 07:38:58	","花生活鲜花（祥瑞花艺坊）	","4473272	","天津	","345.00	","345.00	",,"商家超时未接单；	"
"34680330427242846	","2020-04-19 10:37:38	","花生活鲜花（家美园艺）	","3468033	","上海	","358.00	","0.00	",,"拣货超时；	"
"50544880079878385	","2020-04-24 09:58:38	","花生活鲜花（华粤鲜花馆）	","5054488	","厦门	","278.00	","278.00	","『衣袂飘摇』33枝香槟玫瑰搭配银叶菊韩式花束*数量1	","商家拒单；	"
"34680333345938595	","2020-04-02 17:33:22	","花生活鲜花（家美园艺）	","3468033	","上海	","245.00	","0.00	",,"拣货超时；	"
"34680333605289069	","2020-04-24 15:08:36	","花生活鲜花（家美园艺）	","3468033	","上海	","316.00	","0.00	",,"拣货超时；	"
"34680330812782084	","2020-04-03 15:35:26	","花生活鲜花（家美园艺）	","3468033	","上海	","229.00	","0.00	",,"拣货超时；	"
"56302853762960502	","2020-04-03 15:41:30	","呆子花艺	","5630285	","黔东南苗族侗族自治州	","158.00	","158.00	","『如花释放』3枝向日葵搭配3枝香槟玫瑰鲜花*数量1	","质量问题导致退款；用户催单；	"
"34680332463349259	","2020-04-24 19:23:36	","花生活鲜花（家美园艺）	","3468033	","上海	","338.00	","0.00	",,"拣货超时；	"
"34680330652802725	","2020-04-04 10:50:23	","花生活鲜花（家美园艺）	","3468033	","上海	","245.00	","0.00	",,"拣货超时；	"
"57407411676223587	","2020-04-02 14:56:26	","花生活鲜花（唯爱花艺）	","5740741	","银川	","308.00	","0.00	",,"用户催单；	"
"34680330482117203	","2020-04-25 00:34:01	","花生活鲜花（家美园艺）	","3468033	","上海	","367.00	","0.00	",,"拣货超时；	"
"34680331084945349	","2020-04-28 10:53:09	","花生活鲜花（家美园艺）	","3468033	","上海	","358.00	","0.00	",,"拣货超时；	"
"34680332659314238	","2020-04-06 21:28:49	","花生活鲜花（家美园艺）	","3468033	","上海	","245.00	","0.00	",,"用户催单；	"
"34680331860067631	","2020-04-19 11:15:53	","花生活鲜花（家美园艺）	","3468033	","上海	","316.00	","0.00	",,"拣货超时；	"
"34680330724441206	","2020-04-29 19:50:51	","花生活鲜花（家美园艺）	","3468033	","上海	","258.00	","0.00	",,"拣货超时；	"
"59623020482117203	","2020-04-25 11:57:19	","花生活鲜花（众里寻Ta花舍）	","5962302	","兰州	","288.00	","0.00	",,"拣货超时；	"
"34680330652393948	","2020-04-21 09:43:40	","花生活鲜花（家美园艺）	","3468033	","上海	","229.00	","0.00	",,"拣货超时；	"
"34680331326562333	","2020-04-30 20:06:19	","花生活鲜花（家美园艺）	","3468033	","上海	","245.00	","0.00	",,"拣货超时；	"
"61975783809395845	","2020-04-07 01:45:20	","花生活鲜花（翔远花艺）	","6197578	","合肥	","245.00	","0.00	",,"用户催单；	"
"34680333481832721	","2020-04-21 13:35:43	","花生活鲜花（家美园艺）	","3468033	","上海	","245.00	","0.00	",,"拣货超时；	"
"20951233843615371	","2020-04-24 18:37:54	","花生活鲜花（遇见花艺馆）	","2095123	","郴州	","158.00	","0.00	",,"用户催单；	"
"34680331280686959	","2020-05-01 09:38:18	","花生活鲜花（家美园艺）	","3468033	","上海	","358.00	","0.00	",,"拣货超时；	"
"64052291676223587	","2020-04-02 21:45:25	","花生活鲜花（天缘花艺）	","6405229	","遵义	","338.00	","338.00	","『莫半花语』33枝蓝色妖姬搭配满天星花束情人节送女友鲜花店*数量1	","商家拒单；	"
"34680331160755462	","2020-04-21 19:23:59	","花生活鲜花（家美园艺）	","3468033	","上海	","248.00	","0.00	",,"拣货超时；	"
"34680334206827178	","2020-04-25 13:09:06	","花生活鲜花（家美园艺）	","3468033	","上海	","199.00	","0.00	",,"拣货超时；	"
"20951231235467203	","2020-04-28 19:09:35	","花生活鲜花（遇见花艺馆）	","2095123	","郴州	","245.00	","0.00	",,"用户催单；	"
"65030292796191806	","2020-04-10 13:36:40	","花生活鲜花（漫漫鲜花坊）	","6503029	","银川	","208.00	","0.00	",,"拣货超时；	"
"57622942097891401	","2020-04-28 11:19:42	","花生活鲜花（厦门陌上花开）	","5762294	","厦门	","245.00	","0.00	",,"用户催单；	"
"34680331453215180	","2020-04-25 18:02:01	","花生活鲜花（家美园艺）	","3468033	","上海	","338.00	","0.00	",,"拣货超时；	"
"20951231589827372	","2020-04-29 05:00:13	","花生活鲜花（遇见花艺馆）	","2095123	","郴州	","358.00	","0.00	",,"用户催单；	"
"58604720377315685	","2020-04-30 12:47:30	","花生活鲜花（六月花坊）	","5860472	","金华	","128.00	","128.00	","『相濡以沫』粉色满天星韩式花束送闺蜜送女友鲜花*数量1	","商家拒单；	"
"65436842749901606	","2020-04-01 15:20:39	","花生活鲜花（椰林花店）	","6543684	","上海	","470.00	","0.00	",,"拣货超时；	"
"34680330567337981	","2020-04-26 11:17:40	","花生活鲜花（家美园艺）	","3468033	","上海	","268.00	","0.00	",,"拣货超时；	"
