订单编号,下单时间,店铺名称,店铺ID,店铺所在城市,订单总金额（元）,退款金额（元）,退款商品,商家服务问题,,,,,,,,
"69677671079346474	","2020-03-08 12:24:55	","花生活鲜花（花掌门）	","6967767	","抚顺	","248.00	","0.00	",,"用户催单；	",,,,,,,,
"67294480370061302	","2020-03-17 11:39:22	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","198.00	","0.00	",,"拣货超时；	",,,,,,,,
"68267722559640493	","2020-03-16 08:34:30	","花生活鲜花（倾城时光鲜花）	","6826772	","吉安	","245.00	","0.00	",,"用户催单；	",,,,,,,,
"70222713834452645	","2020-03-06 09:42:05	","花生活鲜花（心艺花店）	","7022271	","长沙	","620.00	","0.00	",,"拣货超时；	",,,,,,,,
"73180322405081402	","2020-03-08 11:13:22	","花生活鲜花（朵美鲜花）	","7318032	","辽阳	","370.00	","0.00	",,"用户催单；	",,,,,,,,
"68810233601357685	","2020-03-07 01:57:14	","花生活鲜花（爱花行）	","6881023	","枣庄	","178.00	","178.00	","花店推荐鲜花 19枝白玫瑰+2只小熊礼盒 送女友情人生日礼物*数量1	","商家超时未接单；	",,,,,,,,
"70222734046540267	","2020-03-08 00:04:42	","花生活鲜花（花漾flower鲜花店）	","7022273	","北京	","208.00	","0.00	",,"用户催单；	",,,,,,,,
"67294481080318292	","2020-03-17 17:10:57	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","298.00	","0.00	",,"拣货超时；	",,,,,,,,
"73180320752613205	","2020-03-08 15:38:19	","花生活鲜花（朵美鲜花）	","7318032	","辽阳	","620.00	","0.00	",,"用户催单；	",,,,,,,,
"68821640961429498	","2020-03-08 22:14:05	","花生活鲜花（天蓉鲜花店）	","6882164	","嘉兴	","236.00	","236.00	","『三八妇女节爆款推荐』11枝粉色康乃馨礼盒 女神节礼物*数量1	","商家拒单；	",,,,,,,,
"70222750961429498	","2020-03-08 08:28:02	","花生活鲜花（太阳红花店）	","7022275	","资阳	","378.00	","378.00	","『鲜眉亮眼』33枝粉玫瑰搭配满天星花束 三八女神节礼物*数量1	","缺货导致退款；	",,,,,,,,
"73180323902514227	","2020-03-10 15:02:48	","花生活鲜花（朵美鲜花）	","7318032	","辽阳	","378.00	","0.00	",,"用户催单；	",,,,,,,,
"69283993278305652	","2020-03-08 18:48:47	","花生活鲜花（有间鲜花店）	","6928399	","银川	","236.00	","0.00	",,"用户催单；	",,,,,,,,
"67294482790932115	","2020-03-23 14:05:23	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","256.00	","0.00	",,"用户催单；	",,,,,,,,
"69562671079346474	","2020-03-08 08:45:59	","花生活鲜花（佳人婚庆店）	","6956267	","常州	","236.00	","0.00	",,"用户催单；	",,,,,,,,
"73180321416530108	","2020-03-13 10:30:28	","花生活鲜花（朵美鲜花）	","7318032	","辽阳	","245.00	","0.00	",,"用户催单；	",,,,,,,,
"69562672073735011	","2020-03-08 08:48:41	","花生活鲜花（佳人婚庆店）	","6956267	","常州	","236.00	","0.00	",,"用户催单；	",,,,,,,,
"73490502695248334	","2020-03-22 07:34:56	","花生活鲜花（馨灵花屋）	","7349050	","南平	","358.00	","0.00	",,"用户催单；	",,,,,,,,
"67294482776558867	","2020-03-24 09:15:35	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","148.00	","0.00	",,"拣货超时；	",,,,,,,,
"69562670188082545	","2020-03-08 09:13:42	","花生活鲜花（佳人婚庆店）	","6956267	","常州	","376.00	","0.00	",,"用户催单；	",,,,,,,,
"73490510961429498	","2020-03-08 08:42:57	","花生活鲜花（花聚花艺馆）	","7349051	","合肥	","370.00	","0.00	",,"用户催单；	",,,,,,,,
"67294480259141698	","2020-03-24 15:25:21	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","216.00	","0.00	",,"拣货超时；	",,,,,,,,
"67737270682197738	","2020-03-20 08:22:38	","花生活鲜花（水滴鲜花花艺）	","6773727	","太原	","298.00	","0.00	",,"用户催单；	",,,,,,,,
"73490511776304077	","2020-03-08 09:36:18	","花生活鲜花（花聚花艺馆）	","7349051	","合肥	","296.00	","0.00	",,"用户催单；	",,,,,,,,
"70223744046540267	","2020-03-08 09:04:28	","花生活鲜花（萍萍花店）	","7022374	","上海	","278.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294482671542429	","2020-03-25 08:33:31	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","216.00	","0.00	",,"拣货超时；	",,,,,,,,
"73490510251865799	","2020-03-08 09:36:35	","花生活鲜花（花聚花艺馆）	","7349051	","合肥	","216.00	","0.00	",,"用户催单；	",,,,,,,,
"70223741079346474	","2020-03-08 16:49:43	","花生活鲜花（萍萍花店）	","7022374	","上海	","256.00	","0.00	",,"拣货超时；	",,,,,,,,
"67739393952177787	","2020-03-07 13:57:25	","花生活鲜花（四季花苑）	","6773939	","宁波	","258.00	","0.00	",,"用户催单；	",,,,,,,,
"73490510752613205	","2020-03-08 10:11:36	","花生活鲜花（花聚花艺馆）	","7349051	","合肥	","320.00	","0.00	",,"用户催单；	",,,,,,,,
"67294481347628390	","2020-03-09 12:56:15	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","512.00	","0.00	",,"拣货超时；	",,,,,,,,
"73490512970212146	","2020-03-08 11:49:32	","花生活鲜花（花聚花艺馆）	","7349051	","合肥	","248.00	","0.00	",,"用户催单；	",,,,,,,,
"70223742559640493	","2020-03-16 13:31:19	","花生活鲜花（萍萍花店）	","7022374	","上海	","298.00	","0.00	",,"拣货超时；	",,,,,,,,
"67739393096044909	","2020-03-08 13:36:05	","花生活鲜花（四季花苑）	","6773939	","宁波	","168.00	","0.00	",,"用户催单；	",,,,,,,,
"73490513153337571	","2020-03-08 11:55:49	","花生活鲜花（花聚花艺馆）	","7349051	","合肥	","620.00	","0.00	",,"用户催单；	",,,,,,,,
"67294483222006433	","2020-03-11 12:04:01	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","256.00	","0.00	",,"拣货超时；	",,,,,,,,
"70940454046540267	","2020-03-08 12:35:09	","花生活鲜花（铭相花缘）	","7094045	","上海	","278.00	","0.00	",,"拣货超时；	",,,,,,,,
"67739392017194328	","2020-03-14 13:48:50	","花生活鲜花（四季花苑）	","6773939	","宁波	","208.00	","0.00	",,"用户催单；	",,,,,,,,
"73490513278305652	","2020-03-08 12:06:12	","花生活鲜花（花聚花艺馆）	","7349051	","合肥	","216.00	","0.00	",,"用户催单；	",,,,,,,,
"67294480521979257	","2020-03-11 16:37:07	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","216.00	","0.00	",,"拣货超时；用户催单；	",,,,,,,,
"67740160188082545	","2020-03-08 09:26:28	","花生活鲜花（婷雅花坊）	","6774016	","马鞍山	","256.00	","0.00	",,"用户催单；	",,,,,,,,
"73927882332143974	","2020-03-30 14:17:56	","花生活鲜花（非凡花艺）	","7392788	","淮安	","245.00	","0.00	",,"用户催单；	",,,,,,,,
"70940452073735011	","2020-03-08 16:02:42	","花生活鲜花（铭相花缘）	","7094045	","上海	","236.00	","0.00	",,"拣货超时；	",,,,,,,,
"67740161776304077	","2020-03-08 10:56:56	","花生活鲜花（婷雅花坊）	","6774016	","马鞍山	","256.00	","0.00	",,"用户催单；	",,,,,,,,
"70940450188082545	","2020-03-08 17:19:11	","花生活鲜花（铭相花缘）	","7094045	","上海	","316.00	","0.00	",,"拣货超时；	",,,,,,,,
"73928930385703699	","2020-03-07 12:59:55	","花生活鲜花（百花轩）	","7392893	","兰州	","278.00	","0.00	",,"用户催单；	",,,,,,,,
"67740161097789639	","2020-03-08 11:36:49	","花生活鲜花（婷雅花坊）	","6774016	","马鞍山	","256.00	","0.00	",,"用户催单；	",,,,,,,,
"73928931776304077	","2020-03-08 12:11:21	","花生活鲜花（百花轩）	","7392893	","兰州	","256.00	","0.00	",,"用户催单；	",,,,,,,,
"67294483864593872	","2020-03-11 17:22:08	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","378.00	","0.00	",,"拣货超时；	",,,,,,,,
"67740162970212146	","2020-03-08 11:45:57	","花生活鲜花（婷雅花坊）	","6774016	","马鞍山	","316.00	","0.00	",,"用户催单；	",,,,,,,,
"70940450961429498	","2020-03-08 17:26:35	","花生活鲜花（铭相花缘）	","7094045	","上海	","278.00	","0.00	",,"拣货超时；	",,,,,,,,
"72078502764866138	","2020-03-08 11:42:53	","花生活鲜花（尚花坊）	","7207850	","亳州	","216.00	","0.00	",,"用户催单；	",,,,,,,,
"67740161525066402	","2020-03-21 11:21:16	","花生活鲜花（婷雅花坊）	","6774016	","马鞍山	","788.00	","0.00	",,"用户催单；	",,,,,,,,
"70940451525647997	","2020-03-14 09:13:32	","花生活鲜花（铭相花缘）	","7094045	","上海	","288.00	","0.00	",,"拣货超时；	",,,,,,,,
"72078501761198375	","2020-03-08 15:37:31	","花生活鲜花（尚花坊）	","7207850	","亳州	","345.00	","0.00	",,"用户催单；	",,,,,,,,
"67294481665274841	","2020-03-11 17:34:59	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","118.00	","0.00	",,"拣货超时；	",,,,,,,,
"72078512970212146	","2020-03-08 14:13:49	","花生活鲜花（龙兴花艺）	","7207851	","龙岩	","326.00	","0.00	",,"用户催单；	",,,,,,,,
"67294482585659653	","2020-03-08 13:01:22	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","245.00	","0.00	",,"拣货超时；	",,,,,,,,
"70940451944367244	","2020-03-16 14:36:50	","花生活鲜花（铭相花缘）	","7094045	","上海	","245.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294480615446436	","2020-03-12 11:19:18	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","849.00	","0.00	",,"拣货超时；	",,,,,,,,
"72078510085732698	","2020-03-28 15:14:33	","花生活鲜花（龙兴花艺）	","7207851	","龙岩	","398.00	","0.00	",,"用户催单；	",,,,,,,,
"67294482397165030	","2020-03-08 13:21:44	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","216.00	","0.00	",,"用户催单；	",,,,,,,,
"70940451649675795	","2020-03-17 15:09:42	","花生活鲜花（铭相花缘）	","7094045	","上海	","208.00	","0.00	",,"拣货超时；	",,,,,,,,
"72644704046540267	","2020-03-08 10:38:26	","花生活鲜花（栖梧花店）	","7264470	","厦门	","278.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294481416530108	","2020-03-13 09:19:21	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","298.00	","0.00	",,"用户催单；	",,,,,,,,
"67294480367036047	","2020-03-08 13:30:47	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","316.00	","0.00	",,"拣货超时；	",,,,,,,,
"72644721525647997	","2020-03-14 01:23:52	","花生活鲜花（花朝鲜花店）	","7264472	","合肥	","198.00	","198.00	","『岁月如歌』3枝向日葵搭配桔梗花束 送老师 情人节礼物*数量1	","商家超时未接单；	",,,,,,,,
"67294483904217744	","2020-03-08 13:54:29	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","208.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294482749901606	","2020-04-01 11:10:18	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","245.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294484181236210	","2020-03-13 13:16:09	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","245.00	","0.00	",,"拣货超时；	",,,,,,,,
"72644722017194328	","2020-03-14 11:28:05	","花生活鲜花（花朝鲜花店）	","7264472	","合肥	","198.00	","198.00	","『岁月如歌』3枝向日葵搭配桔梗花束 送老师 情人节礼物*数量1	","商家拒单；	",,,,,,,,
"67294481261146651	","2020-04-01 15:02:59	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","378.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294481761198375	","2020-03-08 14:29:49	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","256.00	","256.00	","『绝代佳人』11枝混搭玫瑰+满天星礼盒 三八妇女节女神节礼物*数量1	","质量问题导致退款；拣货超时；	",,,,,,,,
"73101884046540267	","2020-03-08 10:50:17	","花生活鲜花（伊佰莲鲜花婚庆）	","7310188	","绍兴	","620.00	","0.00	",,"用户催单；	",,,,,,,,
"67294483681389853	","2020-03-14 14:28:12	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","245.00	","0.00	",,"拣货超时；	",,,,,,,,
"67737114046540267	","2020-03-08 12:51:13	","花生活鲜花（無用花艺）	","6773711	","贵阳	","275.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294481562033574	","2020-03-08 15:00:47	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","245.00	","0.00	",,"拣货超时；	",,,,,,,,
"73101882073735011	","2020-03-08 13:43:18	","花生活鲜花（伊佰莲鲜花婚庆）	","7310188	","绍兴	","370.00	","0.00	",,"用户催单；	",,,,,,,,
"67294481961307099	","2020-03-08 15:11:55	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","168.00	","0.00	",,"拣货超时；	",,,,,,,,
"67737110188082545	","2020-03-08 14:49:21	","花生活鲜花（無用花艺）	","6773711	","贵阳	","278.00	","0.00	",,"拣货超时；	",,,,,,,,
"73101880961429498	","2020-03-08 15:18:24	","花生活鲜花（伊佰莲鲜花婚庆）	","7310188	","绍兴	","256.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294483901843816	","2020-03-25 11:55:17	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","316.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294482712680479	","2020-03-08 15:22:20	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","370.00	","0.00	",,"拣货超时；	",,,,,,,,
"67737110287406540	","2020-03-12 09:54:38	","花生活鲜花（無用花艺）	","6773711	","贵阳	","445.00	","0.00	",,"拣货超时；	",,,,,,,,
"70940450045538585	","2020-03-25 12:39:26	","花生活鲜花（铭相花缘）	","7094045	","上海	","398.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294483406422179	","2020-03-25 15:16:18	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","216.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294481448383516	","2020-03-08 15:37:02	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","574.00	","0.00	",,"拣货超时；	",,,,,,,,
"71661102073735011	","2020-03-08 10:16:38	","花生活鲜花（花香鲜花店）	","7166110	","泸州	","478.00	","0.00	",,"用户催单；	",,,,,,,,
"67737111126386827	","2020-03-31 12:49:41	","花生活鲜花（無用花艺）	","6773711	","贵阳	","245.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294483920626413	","2020-03-08 16:00:52	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","320.00	","0.00	",,"拣货超时；	",,,,,,,,
"71661100961429498	","2020-03-08 11:00:33	","花生活鲜花（花香鲜花店）	","7166110	","泸州	","248.00	","0.00	",,"用户催单；	",,,,,,,,
"67294480775350659	","2020-03-26 14:36:50	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","258.00	","0.00	",,"拣货超时；	",,,,,,,,
"67737174046540267	","2020-03-08 13:22:13	","花生活鲜花（紫薇鲜花坊）	","6773717	","南充	","278.00	","0.00	",,"用户催单；	",,,,,,,,
"71947211645005148	","2020-03-06 09:14:40	","花生活鲜花（四季春花艺美学馆）	","7194721	","丽江	","630.00	","0.00	",,"用户催单；	",,,,,,,,
"67294481137008837	","2020-03-08 16:01:39	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","245.00	","0.00	",,"拣货超时；	",,,,,,,,
"71947212017194328	","2020-03-14 18:51:09	","花生活鲜花（四季春花艺美学馆）	","7194721	","丽江	","218.00	","0.00	",,"用户催单；	",,,,,,,,
"67737172776558867	","2020-03-24 16:45:55	","花生活鲜花（紫薇鲜花坊）	","6773717	","南充	","338.00	","0.00	",,"用户催单；	",,,,,,,,
"67294483696065881	","2020-03-26 22:52:02	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","88.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294484289638427	","2020-03-08 16:27:07	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","208.00	","0.00	",,"拣货超时；	",,,,,,,,
"71947211649675795	","2020-03-17 13:23:54	","花生活鲜花（四季春花艺美学馆）	","7194721	","丽江	","308.00	","0.00	",,"用户催单；	",,,,,,,,
"67737221126386827	","2020-03-31 12:34:20	","花生活鲜花（名缘花卉）	","6773722	","六安	","328.00	","0.00	",,"用户催单；	",,,,,,,,
"72078431079346474	","2020-03-08 08:52:41	","花生活鲜花（花殿鲜花店）	","7207843	","呼伦贝尔	","256.00	","256.00	","『心中的你』11枝香槟玫瑰搭配满天星礼盒 三八女神节礼物*数量1	","商家拒单；	",,,,,,,,
"67294482562878750	","2020-03-27 14:42:56	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","320.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294483317728347	","2020-03-08 16:30:52	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","316.00	","0.00	",,"拣货超时；	",,,,,,,,
"67737271776304077	","2020-03-08 10:27:37	","花生活鲜花（水滴鲜花花艺）	","6773727	","太原	","278.00	","0.00	",,"用户催单；	",,,,,,,,
"67294481659613103	","2020-03-08 16:34:16	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","245.00	","0.00	",,"拣货超时；	",,,,,,,,
"72078462723043024	","2020-03-15 14:19:03	","花生活鲜花（极乐莲华鲜花）	","7207846	","杭州	","278.00	","0.00	",,"用户催单；	",,,,,,,,
"67294482264419357	","2020-03-27 16:47:18	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","248.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294480871419258	","2020-03-08 16:57:54	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","320.00	","0.00	",,"拣货超时；	",,,,,,,,
"72078500713009597	","2020-03-08 11:37:22	","花生活鲜花（尚花坊）	","7207850	","亳州	","316.00	","0.00	",,"用户催单；	",,,,,,,,
"67294481079346474	","2020-03-08 09:45:31	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","320.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294480685164998	","2020-03-08 17:01:03	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","256.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294483696872673	","2020-03-28 11:58:16	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","490.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294481614285738	","2020-03-06 09:37:45	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","256.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294482073735011	","2020-03-08 09:58:06	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","316.00	","0.00	",,"用户催单；	",,,,,,,,
"67294482677604527	","2020-03-08 17:08:06	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","275.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294481645005148	","2020-03-06 10:27:31	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","268.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294482688488193	","2020-03-31 09:01:10	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","245.00	","0.00	",,"拣货超时；用户催单；	",,,,,,,,
"67294480804811111	","2020-03-08 17:58:31	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","245.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294480961429498	","2020-03-08 10:25:38	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","208.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294482395020179	","2020-03-06 11:49:34	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","320.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294484120087392	","2020-03-08 17:58:55	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","256.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294480793764473	","2020-04-01 08:31:30	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","245.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294480751171285	","2020-03-06 12:34:38	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","256.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294482405081402	","2020-03-08 10:51:06	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","296.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294480752613205	","2020-03-08 10:57:05	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","278.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294480611544990	","2020-03-06 14:31:50	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","295.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294483601357685	","2020-03-07 11:47:03	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","245.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294481097789639	","2020-03-08 11:07:10	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","128.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294481880868044	","2020-03-07 13:50:54	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","168.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294482970212146	","2020-03-08 11:41:21	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","316.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294482693677085	","2020-03-07 14:56:02	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","128.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294483278305652	","2020-03-08 12:07:46	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","298.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294484046540267	","2020-03-08 09:39:52	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","388.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294481150757396	","2020-03-08 12:18:56	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","245.00	","0.00	",,"拣货超时；	",,,,,,,,
"67294480713009597	","2020-03-08 12:46:22	","花生活鲜花（千百卉鲜花店）	","6729448	","贵阳	","216.00	","0.00	",,"拣货超时；	",,,,,,,,
"75152862764866138	","2020-03-08 11:16:37	","花生活鲜花（窑辉鲜花礼仪）	","7515286	","拉萨	","710.00	","0.00	",,"用户催单；	",,,,,,,,
"74752980624233098	","2020-03-08 17:19:47	","花生活鲜花（香阁丽娜）	","7475298	","遵义	","241.00	","241.00	","『青春永驻』11枝粉色康乃馨花束 三八妇女节女神礼物花束*数量1	","用户催单；	",,,,,,,,
"76905670961429498	","2020-03-08 15:15:42	","花生活鲜花（温馨花店）	","7690567	","重庆	","629.00	","0.00	",,"拣货超时；	",,,,,,,,
"75152860367036047	","2020-03-08 11:40:08	","花生活鲜花（窑辉鲜花礼仪）	","7515286	","拉萨	","685.00	","0.00	",,"用户催单；	",,,,,,,,
"76905672405081402	","2020-03-08 15:21:19	","花生活鲜花（温馨花店）	","7690567	","重庆	","298.00	","0.00	",,"拣货超时；	",,,,,,,,
"74752980804811111	","2020-03-08 17:20:41	","花生活鲜花（香阁丽娜）	","7475298	","遵义	","620.00	","620.00	","『盛夏光年』33枝红玫瑰黑纱花束情人节送女友鲜花店*数量1	","用户催单；	",,,,,,,,
"74752980385703699	","2020-03-07 11:35:31	","花生活鲜花（香阁丽娜）	","7475298	","遵义	","370.00	","0.00	",,"用户催单；	",,,,,,,,
"76905671776304077	","2020-03-08 15:26:58	","花生活鲜花（温馨花店）	","7690567	","重庆	","298.00	","0.00	",,"拣货超时；	",,,,,,,,
"74752981861229394	","2020-03-08 17:35:46	","花生活鲜花（香阁丽娜）	","7475298	","遵义	","278.00	","0.00	",,"用户催单；	",,,,,,,,
"75152862522123276	","2020-03-08 12:38:37	","花生活鲜花（窑辉鲜花礼仪）	","7515286	","拉萨	","705.00	","0.00	",,"用户催单；	",,,,,,,,
"77859670961429498	","2020-03-08 12:48:31	","花生活鲜花（芸花坊）	","7785967	","抚顺	","316.00	","0.00	",,"用户催单；	",,,,,,,,
"74752984046540267	","2020-03-08 01:24:06	","花生活鲜花（香阁丽娜）	","7475298	","遵义	","620.00	","0.00	",,"用户催单；	",,,,,,,,
"74752980084859587	","2020-03-08 18:14:47	","花生活鲜花（香阁丽娜）	","7475298	","遵义	","532.00	","532.00	","『青春永驻』11枝粉色康乃馨花束 三八妇女节女神礼物花束*数量1 + 『爱情契约』11枝粉色康乃馨搭配8枝玫瑰混搭花束 38女神节*数量1	","商家拒单；	",,,,,,,,
"75152863354980958	","2020-03-08 12:58:20	","花生活鲜花（窑辉鲜花礼仪）	","7515286	","拉萨	","690.00	","0.00	",,"用户催单；	",,,,,,,,
"77859672017194328	","2020-03-14 19:17:54	","花生活鲜花（芸花坊）	","7785967	","抚顺	","258.00	","258.00	","满天星『以爱为名』*数量1	","商家拒单；	",,,,,,,,
"75152861562033574	","2020-03-08 13:18:51	","花生活鲜花（窑辉鲜花礼仪）	","7515286	","拉萨	","345.00	","0.00	",,"用户催单；	",,,,,,,,
"74752981079346474	","2020-03-08 08:00:05	","花生活鲜花（香阁丽娜）	","7475298	","遵义	","216.00	","0.00	",,"用户催单；	",,,,,,,,
"74752983181598359	","2020-03-17 15:26:14	","花生活鲜花（香阁丽娜）	","7475298	","遵义	","338.00	","0.00	",,"用户催单；	",,,,,,,,
"79071443601357685	","2020-03-07 01:02:44	","花生活鲜花（千卉阁花艺）	","7907144	","贵阳	","299.00	","299.00	","『爱的气息』19枝红玫瑰鲜花礼盒 三八妇女节38女神节礼物*数量1	","商家超时未接单；	",,,,,,,,
"74752983044194780	","2020-03-17 15:45:21	","花生活鲜花（香阁丽娜）	","7475298	","遵义	","245.00	","0.00	",,"用户催单；	",,,,,,,,
"74752980188082545	","2020-03-08 09:23:16	","花生活鲜花（香阁丽娜）	","7475298	","遵义	","345.00	","0.00	",,"用户催单；	",,,,,,,,
"75152861961307099	","2020-03-08 13:24:28	","花生活鲜花（窑辉鲜花礼仪）	","7515286	","拉萨	","148.00	","0.00	",,"用户催单；	",,,,,,,,
"79340750287406540	","2020-03-12 01:37:09	","花生活鲜花（红玫瑰鲜花婚庆）	","7934075	","榆林	","298.00	","0.00	",,"用户催单；	",,,,,,,,
"74752981160231429	","2020-03-22 18:42:18	","花生活鲜花（香阁丽娜）	","7475298	","遵义	","245.00	","0.00	",,"用户催单；	",,,,,,,,
"74752980961429498	","2020-03-08 09:30:48	","花生活鲜花（香阁丽娜）	","7475298	","遵义	","208.00	","0.00	",,"用户催单；	",,,,,,,,
"75152861659613103	","2020-03-08 18:01:29	","花生活鲜花（窑辉鲜花礼仪）	","7515286	","拉萨	","378.00	","0.00	",,"用户催单；	",,,,,,,,
"79340770385703699	","2020-03-07 11:22:04	","花生活鲜花（夜来香鲜花）	","7934077	","北京	","253.00	","0.00	",,"用户催单；	",,,,,,,,
"74752980251865799	","2020-03-08 10:08:21	","花生活鲜花（香阁丽娜）	","7475298	","遵义	","278.00	","0.00	",,"用户催单；	",,,,,,,,
"74752982522123276	","2020-03-08 13:22:29	","花生活鲜花（香阁丽娜）	","7475298	","遵义	","216.00	","0.00	",,"用户催单；	",,,,,,,,
"75454873601357685	","2020-03-07 12:42:08	","花生活鲜花（雨辉花店）	","7545487	","福州	","629.00	","0.00	",,"用户催单；	",,,,,,,,
"74752981097789639	","2020-03-08 10:12:49	","花生活鲜花（香阁丽娜）	","7475298	","遵义	","236.00	","0.00	",,"用户催单；	",,,,,,,,
