日期,门店名称,平均接单时长(s),平均拣货时长(min),平均配送时长(min),非顾客原因异常订单率(%),超时拣货率(%),超时配送率(%),商家少送错送订单率(%),商家拒绝退款订单率(%),售后投诉订单率(%),商家评分1~2星占比(%)
"	2020-06-23","花香时刻鲜花店	",515.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-29","1°花艺礼品	",332.5,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-28","花无缺鲜花店	",239.2,0.0,0.0,9.09,0,0,0,0,0,0
"	2020-06-28","花言草语	",235.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-29","爱尚花坊	",231.5,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-14","情缘婚庆	",202.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-23","晶晶花艺	",183.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-23","花仙子	",177.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-30","花开相爱	",171.5,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-30","江东花卉市场	",170.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-29","姐妹鲜花店	",169.7,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-22","花企网婚庆	",169.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-27","海霞花艺	",163.7,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-23","恒海鲜花	",155.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-22","开封市玺花诚园艺有限公司	",154.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-22","长华花店	",153.0,0.0,0.0,100,0,0,0,0,0,0
"	2020-06-26","花坞	",150.3,0.0,0.0,28.57,0,0,0,0,0,0
"	2020-06-30","永恒鲜花	",147.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-27","花语鲜花坊	",146.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-30","娜娜花屋	",141.5,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-20","浪漫主题花艺	",134.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-29","蓝梦鲜花礼品	",118.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-30","友新意鲜花坊	",115.9,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-30","丰颖花艺	",113.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-29","百花庄花卉	",110.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-30","花戒鲜花	",108.8,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-26","印象花坊鲜花定制	",103.5,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-26","八度花艺	",100.3,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-30","美家鲜花礼品店	",98.8,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-30","南园鲜花坊	",89.3,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-29","群芳鲜花礼品	",83.2,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-26","锦上添花鲜花	",81.5,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-27","田美花艺	",81.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-29","花间时光	",81.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-23","玫瑰之约（艾尚花语鲜花店）	",80.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-29","绿之园花卉	",80.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-30","圣格花艺	",78.5,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-30","茂业花店	",73.0,0.0,0.0,7.69,0,0,0,0,0,0
"	2020-06-28","麦萌花艺生活馆	",72.5,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-29","夏沫鲜花（文峰路店）	",69.8,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-28","爱神鲜花批发	",69.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-30","花世界迷尔鲜花店	",68.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-30","婉苑鲜花婚庆	",64.4,0.0,0.0,5.88,0,0,0,0,0,0
"	2020-06-30","天天花坊	",63.1,0.0,0.0,3.57,0,0,0,0,0,0
"	2020-06-30","花仙子（花店）	",53.6,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-30","柔怡鲜花	",52.0,0.0,0.0,33.33,0,0,0,0,0,50
"	2020-06-29","馨露鲜花	",49.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-30","维罗纳花坊	",42.7,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-20","木子花开	",38.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-27","花颜花艺生活馆	",33.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-30","一花一木花艺生活馆	",31.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-24","惜缘花业	",29.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-30","拾贰花艺	",20.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-23","大拇指婚庆	",19.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-27","花仙谷鲜花店	",16.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-30","Mr.Liu's花店	",11.5,0.0,0.0,25,0,0,0,0,0,0
"	2020-06-29","花鲜阁	",9.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-20","婷旭花坊	",0.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-29","英皇花店	",0.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-21","鲜花婚庆	",0.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-19","珍馨花店	",0.0,0.0,0.0,20,0,0,0,0,0,0
"	2020-06-29","流星花園	",0.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-30","九月花艺	",0.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-25","等你花舍	",0.0,0.0,0.0,0,0,0,0,0,0,0
"	2020-06-16","时初花艺	",0.0,0.0,0.0,100,0,0,0,0,0,0
"	2020-06-25","都市花乡	",0.0,0.0,0.0,100,0,0,0,0,0,0
