商品名称,商品条码,所属类目,门店在售率(%),门店动销率(%),门店售罄率(%),原价销售额(元),实际销售额(元),总销量,城市销售贡献(%),曝光人数,商品点赞数,商品点踩数,下单人数,带来的订单量,带来的订单交易额(元),店均日均有效售卖时长(小时)
"『花辰月夕』9枝红玫瑰花搭配尤加利花束生日鲜花礼物花店鲜花	",--,"其它	",4.21,0.73,0.00,2052.0,673.08,9,2.49,125,0,0,9,9,2094.00,19.95
"『鸳俦凤侣』混搭玫瑰搭配小雏菊尤加利花束送老婆送爱人生日鲜花	",--,"其它	",0.18,0.18,0.00,376.0,143.00,2,0.53,27,0,0,2,2,396.00,19.67
"『美满良缘』11枝红玫瑰搭配桔梗韩式花束七夕情人节礼物鲜花	",--,"其它	",1.19,0.18,0.00,596.0,226.90,2,0.84,7,0,0,2,2,596.00,18.22
"『优质绿植』万年青居家绿植送朋友送客人绿植	",--,"其它	",0.18,0.09,0.00,238.0,238.00,1,0.88,3,0,0,1,1,1292.00,23.98
"『天生丽质』向日葵粉康乃馨洋桔梗小花束毕业季生日鲜花礼物	",--,"其它	",0.82,0.37,0.00,686.0,259.00,4,0.96,58,0,0,4,4,700.00,17.49
"『诗题红叶』粉玫瑰搭配精致配叶手捧花送爱人送老婆爱意无价	",--,"其它	",0.27,0.09,0.00,198.0,104.66,1,0.39,1,0,1,1,1,239.90,23.98
"『目不转睛』 9枝粉玫瑰花束生日鲜花礼物花店鲜花	",--,"其它	",2.66,0.18,0.00,897.0,294.00,3,1.09,39,0,0,2,2,897.00,15.76
"『精品绿植』园盆绿萝居家绿植送客人送朋友	",--,"其它	",0.18,0.09,0.00,358.0,358.00,1,1.32,3,0,0,1,1,1292.00,23.98
"『玉貌花容』9枝红玫瑰花搭配尤加利花束生日鲜花礼物花店鲜花	",--,"其它	",1.10,0.37,0.00,1032.0,338.00,4,1.25,20,0,0,4,4,1754.00,21.16
"『精致盆栽』特价多肉盆栽防辐射珊瑚捧（带盆）	",--,"其它	",0.27,0.09,0.00,46.88,43.88,1,0.16,3,0,0,1,1,46.88,23.98
"『伴花随柳』6枝白玫瑰搭配尤加利生日鲜花礼物花店鲜花	",--,"其它	",0.09,0.09,0.00,168.0,65.00,1,0.24,13,0,0,1,1,170.00,15.35
"『羞花闭月』9枝红玫瑰花简约韩式黑纱花束生日鲜花礼物花店鲜花	",--,"其它	",2.20,0.27,0.00,684.0,225.01,3,0.83,21,1,0,3,3,689.00,23.53
"『对你的爱』11枝粉玫瑰搭配满天星彩灯时尚花束	",--,"其它	",0.09,0.09,0.00,218.0,76.00,1,0.28,47,0,0,1,1,218.00,23.98
"『粉色初恋』9枝粉玫瑰搭配满天星花束情人节爆款送女友鲜花店	",--,"其它	",2.38,0.18,0.00,316.0,245.02,2,0.91,6,0,0,2,2,321.00,22.04
"『店长力荐』11枝红玫瑰鲜花花束送女友送爱人生日礼物	",--,"其它	",0.09,0.09,0.00,392.0,170.00,2,0.63,76,0,0,2,2,392.00,23.98
"『春花秋月』混搭玫瑰花搭小雏菊生日鲜花礼物花店鲜花	",--,"其它	",0.27,0.09,0.00,168.0,56.00,1,0.21,6,0,0,1,1,168.00,23.98
"『至死不渝』满天星鲜花花束送女友生日鲜花礼物	",--,"其它	",0.55,0.09,0.00,289.0,186.00,1,0.69,4,0,0,1,1,289.00,19.99
"『岁月如歌』3枝向日葵搭配桔梗花束生日鲜花礼物	",--,"其它	",1.47,0.09,0.00,138.0,85.00,1,0.31,1,0,0,1,1,138.00,12.65
"『一吻便救一个人』11枝红玫瑰尤加利花束520情人节礼物鲜花	",--,"其它	",1.83,0.09,0.00,188.0,125.00,1,0.46,1,0,0,1,1,188.00,19.30
"『白头相守』11枝粉玫瑰搭配满天星花束七夕情人节礼物鲜花	",--,"其它	",0.73,0.09,0.00,298.0,238.00,1,0.88,3,0,0,1,1,298.00,14.61
"『隆声援布』开业花篮演唱会庆典婚礼布置开业礼仪 （一对）	",--,"其它	",0.27,0.09,0.00,278.0,175.00,1,0.65,1,0,0,1,1,278.00,23.98
"『情投意合』33枝粉玫瑰搭配满天星花束礼物鲜花生日鲜花	",--,"其它	",1.56,0.09,0.00,594.0,185.00,1,0.68,9,0,0,1,1,594.00,23.98
"『挚爱』11枝红玫瑰花+2只小熊圣诞礼盒送女友闺蜜生日鲜花店	",--,"其它	",0.92,0.18,0.00,490.0,249.00,2,0.92,6,0,0,2,2,490.00,15.14
"『美丽动人』9枝红玫瑰搭配尤加利韩式花束送女友送老婆鲜花	",--,"其它	",0.18,0.09,0.00,188.0,76.00,1,0.28,1,0,0,1,1,188.00,23.98
"『日常家居鲜花』3枝白百合（一公里内配送，不带瓶装。）	",--,"其它	",0.27,0.09,0.00,48.9,45.90,1,0.17,1,0,0,1,1,48.90,13.66
"『如花似玉』9枝粉玫瑰花搭配尤加利花束生日鲜花礼物花店鲜花	",--,"其它	",7.05,0.73,0.00,2052.0,668.53,9,2.47,179,0,0,9,9,2293.00,19.65
"单只康乃馨	",--,"其它	",0.09,0.09,0.00,140.0,81.20,14,0.30,37,0,0,14,14,140.00,11.78
"『同心同德』11枝粉玫瑰搭配尤其加利送女友七夕礼物鲜花	",--,"其它	",0.09,0.09,0.00,198.0,98.00,1,0.36,2,0,0,1,1,198.00,16.98
"『如花似玉』6枝粉玫瑰+3枝白玫瑰花束礼物鲜花生日鲜花	",--,"其它	",0.55,0.09,0.00,218.0,96.00,1,0.35,52,0,0,1,1,218.00,18.99
"『精美贺卡』收藏店铺和花一起拍下款式随机 单拍多拍无效 1张	",--,"其它	",10.81,2.11,0.00,52.0,4.03,26,0.01,517,1,0,26,26,5245.90,20.24
"『玉貌花容』9枝红玫瑰花搭配尤加利礼盒生日鲜花礼物花店鲜花	",--,"其它	",0.09,0.09,0.00,258.0,75.06,1,0.28,10,0,0,1,1,267.00,23.98
"『艳丽夺目』52枝红玫瑰精致韩式花束七夕情人节礼物鲜花店	",--,"其它	",1.01,0.18,0.00,757.0,601.00,2,2.22,8,0,0,2,2,757.00,12.81
"『爱的宣言』19枝红玫瑰搭配尤加利韩式花束送闺蜜送女友鲜花	",--,"其它	",1.74,0.09,0.00,249.0,146.00,1,0.54,8,0,0,1,1,249.00,14.59
"一支向日葵搭配玫瑰桔梗韩式小花束	",--,"其它	",0.09,0.09,0.00,39.0,36.00,1,0.13,6,0,0,1,1,39.00,23.98
"『日常家居鲜花』3枝黄百合（一公里内配送）	",--,"其它	",0.18,0.09,0.00,146.7,75.63,3,0.28,2,0,0,1,1,212.50,23.98
"『爱意绵绵』9枝混搭韩式玫瑰花束送女友送老婆鲜花	",--,"其它	",6.96,0.92,0.00,3008.0,1201.03,16,4.44,261,0,0,16,16,3019.00,18.76
"『锦上添花』9枝粉玫瑰花韩式花束生日鲜花礼物花店鲜花	",--,"其它	",2.75,0.64,0.00,1806.0,595.00,7,2.20,79,0,0,7,7,1806.00,18.76
"『情真意切』11枝粉玫瑰搭配尤加利韩式花束七夕情人节礼物鲜花	",--,"其它	",0.73,0.37,0.00,912.0,304.00,4,1.12,33,0,0,4,4,912.00,23.98
