,开始日期,商家ID,商家名称,运营组,省份,城市,是否新增商家,首次上线日期,门店在线状态,（日均）预设营业时长（h）,（日均）在线营业时长（h）,曝光人数,入店人数,下单人数,有效订单数,下单新客人数,复购人数,入店转化率,下单转化率,新客转化率,复购率,原价交易额,实付交易额,商家补贴金额,原价客单价,实付客单价,cluster
10,1,1523142,花生活鲜花（明珠鲜花坊）,鲜花组,青海省,西宁,否,20160921,在线,11,10.6,10895,233,5,5,4,1,2.14,2.15,0.8,0.2,1452.0,515.01,1053.99,290.4,103.002,2
121,3,6881023,花生活鲜花（爱花行）,鲜花组,山东省,枣庄,否,20190415,在线,23,23.6,10894,259,8,7,7,1,2.38,3.09,0.875,0.125,1740.0,947.0,1066.0,217.5,118.375,2
260,1,7672499,花生活鲜花（绿之源花卉园艺）,鲜花组,湖北省,黄冈,否,20190902,在线,18,18.4,10886,111,1,0,0,1,1.02,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
180,4,7392788,花生活鲜花（非凡花艺）,鲜花组,江苏省,淮安,否,20190714,在线,24,24.0,10885,210,12,12,10,2,1.93,5.71,0.8333333333333334,0.16666666666666666,2577.0,1200.0,1801.0,214.75,100.0,2
320,4,8280460,花生活鲜花（遇见花坊）,鲜花组,云南省,昆明,否,20191206,在线,22,22.7,10882,142,6,6,6,0,1.3,4.23,1.0,0.0,1420.0,591.0,1032.0,236.66666666666666,98.5,2
219,3,7514890,花生活鲜花（金蔷薇时尚花艺）,鲜花组,湖北省,襄阳,否,20190724,在线,10,10.7,10861,226,11,8,8,3,2.08,4.87,0.7272727272727273,0.2727272727272727,2173.0,1335.0,1142.0,197.54545454545453,121.36363636363636,2
103,4,6773717,花生活鲜花（紫薇鲜花坊）,鲜花组,四川省,南充,否,20190424,在线,24,24.0,10843,241,10,9,8,2,2.22,4.15,0.8,0.2,1868.0,854.0,1321.0,186.8,85.4,2
185,4,7392899,花生活鲜花（花房姑娘鲜花店）,鲜花组,江西省,九江,否,20190723,在线,24,24.0,10843,105,1,0,0,1,0.97,0.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
154,3,7166264,花生活鲜花（花开相爱）,鲜花组,安徽省,合肥,否,20190528,在线,24,24.0,10829,150,5,5,5,0,1.39,3.33,1.0,0.0,954.0,377.0,694.0,190.8,75.4,2
383,4,8755677,花开一束,鲜花组,湖南省,湘西土家族苗族自治州,否,20200330,在线,13,12.5,10790,613,22,23,22,0,5.68,3.59,1.0,0.0,5665.0,2759.0,3681.0,257.5,125.4090909090909,2
198,1,7392902,花生活鲜花（花先生鲜花店）,鲜花组,浙江省,绍兴,否,20190719,在线,19,19.7,10770,126,1,0,0,1,1.17,0.79,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
27,3,2922099,花生活鲜花（小草堂花艺生活馆）,鲜花组,山西省,太原,否,20170721,在线,24,24.0,10768,175,9,15,4,5,1.63,5.14,0.4444444444444444,0.5555555555555556,1938.0,781.0,1352.0,215.33333333333334,86.77777777777777,2
158,4,7207847,花生活鲜花（花匠花艺）,鲜花组,福建省,泉州,否,20190708,在线,24,24.0,10767,92,2,1,1,1,0.85,2.17,0.5,0.5,345.0,106.0,278.0,172.5,53.0,2
279,3,8068587,花生活鲜花（花轩子鲜花店）,鲜花组,贵州省,毕节,否,20191205,在线,17,17.9,10756,150,2,0,0,2,1.39,1.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
44,3,4304946,花生活鲜花（城市花坊）,鲜花组,四川省,泸州,否,20180124,在线,24,24.0,10743,353,17,15,14,3,3.29,4.82,0.8235294117647058,0.17647058823529413,4062.0,1855.7,2752.0,238.94117647058823,109.15882352941176,2
402,4,8804150,唯爱花艺,鲜花组,浙江省,温州,否,20200402,在线,14,14.7,10700,159,3,3,3,0,1.49,1.89,1.0,0.0,761.0,481.0,392.0,253.66666666666666,160.33333333333334,2
229,1,7514889,花生活鲜花（米粒鲜花之家）,鲜花组,四川省,泸州,否,20190724,在线,24,24.0,10692,94,1,1,1,0,0.88,1.06,1.0,0.0,245.0,112.0,172.0,245.0,112.0,2
124,4,6882165,花生活鲜花（栋梁花卉）,鲜花组,河南省,开封,否,20190423,在线,24,24.0,10670,264,11,9,9,2,2.47,4.17,0.8181818181818182,0.18181818181818182,2047.0,876.0,1522.0,186.0909090909091,79.63636363636364,2
59,4,5379291,花生活鲜花（心怡花店）,鲜花组,上海市,上海,否,20180705,在线,24,24.0,10665,129,9,9,8,1,1.21,6.98,0.8888888888888888,0.1111111111111111,1482.0,753.0,1036.0,164.66666666666666,83.66666666666667,2
174,4,7331152,洋洋花语屋,鲜花组,四川省,眉山,否,20190806,在线,14,14.0,10641,211,6,5,5,1,1.98,2.84,0.8333333333333334,0.16666666666666666,1104.0,476.0,823.0,184.0,79.33333333333333,2
19,4,2329256,花生活鲜花（七彩坊鲜花店）,鲜花组,福建省,泉州,否,20170526,在线,24,24.0,10605,75,1,1,1,0,0.71,1.33,1.0,0.0,245.0,106.0,178.0,245.0,106.0,2
336,1,8278459,花生活鲜花（蝶恋花花店）,鲜花组,江苏省,南通,否,20191206,在线,12,11.6,10604,259,7,7,6,1,2.44,2.7,0.8571428571428571,0.14285714285714285,2704.0,785.02,2147.98,386.2857142857143,112.14571428571428,2
316,1,8253593,花生活鲜花（花语鲜花坊花店）,鲜花组,天津市,天津,否,20191205,在线,24,24.0,10553,185,2,1,1,1,1.75,1.08,0.5,0.5,245.0,125.0,159.0,122.5,62.5,2
132,4,7022271,花生活鲜花（心艺花店）,鲜花组,湖南省,长沙,否,20190514,在线,24,24.0,10551,198,8,6,6,2,1.88,4.04,0.75,0.25,1592.0,939.0,809.0,199.0,117.375,2
133,1,6944778,花生活鲜花（伟爵爷仪嘉花艺馆）,鲜花组,山东省,烟台,否,20190919,在线,24,24.0,10544,124,2,0,0,2,1.18,1.61,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
356,1,8435958,花生活鲜花（浪漫花都）,鲜花组,贵州省,遵义,否,20200109,在线,15,15.3,10535,304,15,13,13,2,2.89,4.93,0.8666666666666667,0.13333333333333333,7847.0,1319.18,6948.82,523.1333333333333,87.94533333333334,2
231,1,7514891,花生活鲜花（花之恋花卉）,鲜花组,广东省,珠海,否,20190805,在线,13,13.4,10483,130,2,0,0,2,1.24,1.54,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
346,2,8437924,卡斯曼鲜花店(衡阳先峰路店）,鲜花组,湖南省,衡阳,否,20200110,在线,14,14.2,10458,336,12,10,10,2,3.21,3.57,0.8333333333333334,0.16666666666666666,3041.0,1534.0,1858.0,253.41666666666666,127.83333333333333,2
26,4,2922099,花生活鲜花（小草堂花艺生活馆）,鲜花组,山西省,太原,否,20170721,在线,24,24.0,10454,96,0,0,0,0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
60,4,5550366,花生活鲜花（爱尚鲜花鲜花）,鲜花组,河北省,邢台,否,20180808,在线,24,24.0,10442,103,0,0,0,0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
29,1,2922099,花生活鲜花（小草堂花艺生活馆）,鲜花组,山西省,太原,否,20170721,在线,24,24.0,10440,141,6,4,4,2,1.35,4.26,0.6666666666666666,0.3333333333333333,813.02,397.02,572.0,135.50333333333333,66.17,2
267,1,7785891,花生活鲜花（宋庄花店）,鲜花组,北京市,北京,否,20190918,在线,17,17.8,10439,192,3,1,1,2,1.84,1.56,0.3333333333333333,0.6666666666666666,298.0,165.0,172.0,99.33333333333333,55.0,2
35,3,3174325,花生活鲜花（乐派花艺）,鲜花组,贵州省,遵义,否,20170822,在线,24,24.0,10437,107,1,1,1,0,1.03,0.93,1.0,0.0,320.0,105.0,254.0,320.0,105.0,2
198,3,7429078,花生活鲜花（印象花坊）,鲜花组,福建省,宁德,否,20190724,在线,24,24.0,10434,201,8,8,6,2,1.93,3.98,0.75,0.25,2168.0,1143.0,1332.0,271.0,142.875,2
344,3,8435959,花生活鲜花（玫瑰花坊）,鲜花组,山东省,菏泽,否,20200108,在线,24,24.0,10429,359,10,9,8,2,3.44,2.79,0.8,0.2,2231.0,990.0,1587.0,223.1,99.0,2
208,4,7514881,花生活鲜花（小简花艺工作室）,鲜花组,浙江省,绍兴,否,20190726,在线,24,24.0,10420,87,0,0,0,0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
369,3,8488489,爱花居晴儿鲜花,鲜花组,山东省,烟台,否,20200211,在线,24,24.0,10420,392,18,19,15,3,3.76,4.59,0.8333333333333334,0.16666666666666666,5227.0,2128.0,3835.0,290.3888888888889,118.22222222222223,2
381,3,8709973,鲜花礼品,鲜花组,山西省,吕梁,否,20200317,在线,14,14.3,10414,350,4,3,3,1,3.36,1.14,0.75,0.25,811.0,486.0,325.0,202.75,121.5,2
229,3,7545492,花生活鲜花（湛江畅通鲜花）,鲜花组,广东省,湛江,否,20190805,在线,22,22.0,10408,207,8,8,8,0,1.99,3.86,1.0,0.0,1682.0,943.0,1051.0,210.25,117.875,2
32,4,3128450,花生活鲜花（花之恋鲜花店）,鲜花组,浙江省,绍兴,否,20170821,在线,13,13.0,10395,220,16,16,10,6,2.12,7.27,0.625,0.375,3704.0,1996.8,2209.0,231.5,124.8,2
61,3,5550366,花生活鲜花（爱尚鲜花鲜花）,鲜花组,河北省,邢台,否,20180808,在线,24,24.0,10378,122,1,1,1,0,1.18,0.82,1.0,0.0,345.0,115.0,269.0,345.0,115.0,2
66,4,5762294,花生活鲜花（厦门陌上花开）,鲜花组,福建省,厦门,否,20180913,在线,24,24.0,10373,252,26,24,23,3,2.43,10.32,0.8846153846153846,0.11538461538461539,6378.0,2680.9,4615.0,245.30769230769232,103.11153846153846,2
141,3,7022375,花生活鲜花（冉绘鲜花）,鲜花组,山西省,吕梁,否,20190514,在线,11,11.3,10367,154,4,4,3,1,1.49,2.6,0.75,0.25,958.0,531.0,580.0,239.5,132.75,2
64,4,5641328,花生活鲜花（成都陌上花开）,鲜花组,四川省,成都,否,20180815,在线,24,24.0,10353,256,31,31,25,6,2.47,12.11,0.8064516129032258,0.1935483870967742,4526.1,2082.1,3219.0,146.00322580645164,67.16451612903225,2
304,4,8278267,花生活鲜花（时光对白花店）,鲜花组,河南省,周口,否,20191207,在线,24,24.0,10351,449,21,21,18,3,4.34,4.68,0.8571428571428571,0.14285714285714285,4992.0,2360.0,3431.0,237.71428571428572,112.38095238095238,2
34,2,3165468,花生活鲜花（甄阿奇花艺）,鲜花组,辽宁省,营口,否,20170916,在线,14,14.3,10344,168,2,0,0,2,1.62,1.19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
303,3,8253593,花生活鲜花（花语鲜花坊花店）,鲜花组,天津市,天津,否,20191205,在线,24,24.0,10323,230,6,4,4,2,2.23,2.61,0.6666666666666666,0.3333333333333333,1270.0,548.0,866.0,211.66666666666666,91.33333333333333,2
104,2,6773719,花生活鲜花（好百年婚庆）,鲜花组,湖南省,岳阳,否,20190424,在线,6,6.9,10314,201,4,3,3,1,1.95,1.99,0.75,0.25,851.0,556.0,412.0,212.75,139.0,2
391,4,8790380,水晶花房,鲜花组,甘肃省,兰州,否,20200330,在线,24,24.0,10291,310,19,19,18,1,3.01,6.13,0.9473684210526315,0.05263157894736842,2706.0,1377.0,1470.0,142.42105263157896,72.47368421052632,2
315,4,8278456,花生活鲜花（知忆花舍）,鲜花组,山东省,淄博,否,20191211,在线,24,24.0,10238,68,0,0,0,0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
29,4,3072588,花生活鲜花（如意鲜花）,鲜花组,贵州省,遵义,否,20170809,在线,24,24.0,10174,99,6,6,6,0,0.97,6.06,1.0,0.0,1631.0,666.0,1199.0,271.8333333333333,111.0,2
334,2,8364414,花生活鲜花（花艺坊聊城店）,鲜花组,山东省,聊城,否,20191226,在线,5,6.0,10169,113,1,0,0,1,1.11,0.88,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
414,4,8849789,朝花夕拾花艺,鲜花组,江西省,吉安,否,20200408,在线,17,16.9,10161,303,30,32,30,0,2.98,9.9,1.0,0.0,5925.0,2793.0,4224.0,197.5,93.1,2
81,1,6061744,花生活鲜花（花艺空间）,鲜花组,新疆维吾尔自治区,乌鲁木齐,否,20181114,在线,24,24.0,10154,88,0,0,0,0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
283,4,8207110,花生活鲜花（花前悦夏鲜花店）,鲜花组,贵州省,毕节,否,20200109,在线,24,24.0,10118,124,2,1,1,1,1.23,1.61,0.5,0.5,516.0,463.0,92.0,258.0,231.5,2
36,4,3468033,花生活鲜花（家美园艺）,鲜花组,上海市,上海,否,20171016,在线,24,24.0,10060,1168,136,132,125,11,11.61,11.64,0.9191176470588235,0.08088235294117647,35197.0,17875.0,22125.0,258.8014705882353,131.43382352941177,2
144,1,7022274,花生活鲜花（唯爱花坊）,鲜花组,安徽省,合肥,否,20190509,在线,24,24.0,10059,225,0,0,0,0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
111,1,6773719,花生活鲜花（好百年婚庆）,鲜花组,湖南省,岳阳,否,20190424,在线,14,14.3,10041,191,3,3,2,1,1.9,1.57,0.6666666666666666,0.3333333333333333,484.0,418.0,183.0,161.33333333333334,139.33333333333334,2
202,4,7475298,花生活鲜花（香阁丽娜）,鲜花组,贵州省,遵义,否,20190723,在线,14,14.2,10030,837,94,88,77,17,8.34,11.23,0.8191489361702128,0.18085106382978725,21876.0,11039.0,14210.0,232.72340425531914,117.43617021276596,2
42,2,3994932,花生活鲜花（雅心花艺）,鲜花组,湖南省,长沙,否,20171206,在线,13,13.7,10027,142,7,6,5,2,1.42,4.93,0.7142857142857143,0.2857142857142857,1751.0,866.9,1118.0,250.14285714285714,123.84285714285714,2
286,1,7994668,花生活鲜花（彩雲·鲜花）,鲜花组,贵州省,贵阳,否,20191123,在线,24,24.0,9992,76,0,0,0,0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
248,3,7672420,花生活鲜花（义乌鲜花婚庆）,鲜花组,浙江省,金华,否,20190827,在线,24,24.0,9987,256,15,12,11,4,2.56,5.86,0.7333333333333333,0.26666666666666666,3532.0,1717.0,2263.0,235.46666666666667,114.46666666666667,2
51,4,4885878,花生活鲜花（阿西木花艺工作室）,鲜花组,福建省,厦门,否,20180503,在线,24,24.0,9977,69,0,0,0,0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
311,4,8278376,花生活鲜花（冬平花屋）,鲜花组,浙江省,宁波,否,20191219,在线,24,24.0,9972,126,5,2,2,3,1.26,3.97,0.4,0.6,456.0,330.0,204.0,91.2,66.0,2
321,1,8278261,花生活鲜花（一品花艺）,鲜花组,宁夏回族自治区,银川,否,20191205,在线,18,18.3,9971,228,18,14,13,5,2.29,7.89,0.7222222222222222,0.2777777777777778,5823.0,1644.1,4761.9,323.5,91.33888888888889,2
389,4,8764356,鲜花婚庆婚车,鲜花组,辽宁省,本溪,否,20200330,在线,15,15.0,9960,161,0,0,0,0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
324,3,8278460,花生活鲜花（乐陵鲜花店）,鲜花组,山东省,德州,否,20191206,在线,13,13.2,9948,515,18,14,14,4,5.18,3.5,0.7777777777777778,0.2222222222222222,3719.0,1869.0,2396.0,206.61111111111111,103.83333333333333,2
185,3,7392893,花生活鲜花（百花轩）,鲜花组,甘肃省,兰州,否,20190725,在线,22,22.9,9927,431,25,20,20,5,4.34,5.8,0.8,0.2,5643.0,2698.0,3725.0,225.72,107.92,2
212,4,7514887,花生活鲜花（平价鲜花坊）,鲜花组,贵州省,安顺,否,20190725,在线,18,18.4,9926,231,4,1,1,3,2.33,1.73,0.25,0.75,208.0,75.0,172.0,52.0,18.75,2
95,4,6704550,花生活鲜花（萌宠一花语）,鲜花组,安徽省,安庆,否,20190315,在线,24,24.0,9903,75,1,1,1,0,0.76,1.33,1.0,0.0,245.0,85.0,199.0,245.0,85.0,2
411,4,8849786,简一鲜花,鲜花组,吉林省,长春,否,20200408,在线,14,14.5,9894,109,2,2,2,0,1.1,1.83,1.0,0.0,336.0,150.0,264.0,168.0,75.0,2
260,4,7907144,花生活鲜花（千卉阁花艺）,鲜花组,贵州省,贵阳,否,20191205,在线,11,11.6,9886,170,0,0,0,0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
84,2,6395163,花生活鲜花（花海）,鲜花组,浙江省,杭州,否,20181225,在线,5,5.9,9876,447,33,28,29,4,4.53,7.38,0.8787878787878788,0.12121212121212122,11018.0,7214.0,5071.0,333.8787878787879,218.6060606060606,2
335,4,8435955,花生活鲜花（花之都鲜花批发行）,鲜花组,江苏省,徐州,否,20200109,在线,24,24.0,9874,108,1,1,1,0,1.09,0.93,1.0,0.0,368.0,315.0,92.0,368.0,315.0,2
82,4,6355077,花生活鲜花（花述鲜花生活馆）,鲜花组,湖南省,株洲,否,20190827,在线,24,24.0,9862,94,0,0,0,0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
80,1,6012181,花生活鲜花（韦爵爷鲜花）,鲜花组,河北省,保定,否,20181025,在线,24,24.0,9816,90,0,0,0,0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
11,2,1937925,花生活鲜花（花心苑花店）,鲜花组,湖北省,荆州,否,20170103,在线,0,0.0,9807,38,0,0,0,0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
362,1,8437925,花生活鲜花（花间密码鲜花店）,鲜花组,湖南省,张家界,否,20200109,在线,6,6.1,9801,231,0,0,0,0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
164,1,7207842,花生活鲜花（兰草缘花坊鲜花）,鲜花组,安徽省,合肥,否,20190619,在线,17,17.8,9770,134,7,9,2,5,1.37,5.22,0.2857142857142857,0.7142857142857143,9369.0,856.27,8738.73,1338.4285714285713,122.32428571428571,2
292,4,8226888,花生活鲜花（锦绣花艺坊）,鲜花组,贵州省,毕节,否,20191220,在线,23,23.4,9754,165,1,1,1,0,1.69,0.61,1.0,0.0,199.0,176.0,62.0,199.0,176.0,2
261,1,7682068,花生活鲜花（唯爱花店南宁店）,鲜花组,广西壮族自治区,南宁,否,20190827,在线,20,20.7,9707,143,2,2,2,0,1.47,1.4,1.0,0.0,490.0,250.0,318.0,245.0,125.0,2
236,3,7642004,花生活鲜花（第三居鲜花店）,鲜花组,贵州省,遵义,否,20190819,在线,24,24.0,9704,63,0,0,0,0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
116,4,6826710,花生活鲜花（LOVE鲜花店）,鲜花组,河北省,廊坊,否,20190417,在线,24,24.0,9694,89,7,7,5,2,0.92,7.87,0.7142857142857143,0.2857142857142857,2305.0,983.0,1595.0,329.2857142857143,140.42857142857142,2
302,4,8278261,花生活鲜花（一品花艺）,鲜花组,宁夏回族自治区,银川,否,20191205,在线,14,14.0,9689,243,20,19,15,5,2.51,8.23,0.75,0.25,4194.0,1943.0,2953.0,209.7,97.15,2
9,1,1330090,花生活鲜花（唯美花艺）,鲜花组,云南省,大理白族自治州,否,20160816,在线,13,13.4,9679,312,5,4,4,1,3.22,1.6,0.8,0.2,976.0,547.0,585.0,195.2,109.4,2
353,2,8471192,花生活鲜花（尘世花浓鲜花店）,鲜花组,贵州省,贵阳,否,20200211,在线,21,22.2,9669,95,1,1,1,0,0.98,1.05,1.0,0.0,120.0,120.0,0.0,120.0,120.0,2
210,4,7514884,花生活鲜花（启缘花店）,鲜花组,江苏省,镇江,否,20190726,在线,24,24.0,9668,78,3,2,1,2,0.81,3.85,0.3333333333333333,0.6666666666666666,528.0,184.0,422.0,176.0,61.333333333333336,2
108,4,6773727,花生活鲜花（水滴鲜花花艺）,鲜花组,山西省,太原,否,20190510,在线,24,24.0,9621,184,4,3,3,1,1.91,2.17,0.75,0.25,761.0,296.0,582.0,190.25,74.0,2
50,4,4742557,花生活鲜花（陌上花开株洲店）,鲜花组,湖南省,株洲,否,20180413,在线,24,24.0,9618,62,1,0,0,1,0.64,1.61,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
31,4,3114926,花生活鲜花（艺博花艺）,鲜花组,河南省,安阳,否,20170818,在线,15,14.6,9617,69,6,6,2,4,0.72,8.7,0.3333333333333333,0.6666666666666666,1078.0,534.9,777.0,179.66666666666666,89.14999999999999,2
120,1,6773941,花生活鲜花（百合馆鲜花店）,鲜花组,江苏省,淮安,否,20190409,在线,24,24.0,9615,74,0,0,0,0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
253,1,7642075,花生活鲜花（紫罗兰花艺坊）,鲜花组,福建省,泉州,否,20190820,在线,24,24.0,9578,114,0,0,0,0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
224,1,7514884,花生活鲜花（启缘花店）,鲜花组,江苏省,镇江,否,20190726,在线,24,24.0,9575,125,3,3,2,1,1.31,2.4,0.6666666666666666,0.3333333333333333,1738.0,543.01,1311.99,579.3333333333334,181.00333333333333,2
127,4,6952198,花生活鲜花（韦爵爷花店）,鲜花组,湖北省,武汉,否,20190701,在线,18,18.7,9548,42,0,0,0,0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
337,4,8435958,花生活鲜花（浪漫花都）,鲜花组,贵州省,遵义,否,20200109,在线,23,23.5,9523,436,22,20,19,3,4.58,5.05,0.8636363636363636,0.13636363636363635,4591.0,2152.0,3193.0,208.6818181818182,97.81818181818181,2
194,1,7392897,花生活鲜花（阿紫鲜花店）,鲜花组,天津市,天津,否,20190708,在线,24,24.0,9521,93,0,0,0,0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
407,4,8849777,鸢尾花艺坊,鲜花组,内蒙古自治区,鄂尔多斯,否,20200409,在线,11,11.4,9506,196,4,3,3,1,2.06,2.04,0.75,0.25,1368.0,705.0,780.0,342.0,176.25,2
155,3,7194721,花生活鲜花（四季春花艺美学馆）,鲜花组,云南省,丽江,否,20190614,在线,24,24.0,9502,384,23,25,22,1,4.04,5.99,0.9565217391304348,0.043478260869565216,9021.0,4450.0,5546.0,392.2173913043478,193.47826086956522,2
115,3,6774016,花生活鲜花（婷雅花坊）,鲜花组,安徽省,马鞍山,否,20190329,在线,23,23.1,9502,794,63,62,54,9,8.36,7.93,0.8571428571428571,0.14285714285714285,18230.0,10522.2,9730.0,289.36507936507934,167.01904761904763,2
294,1,8071981,花生活鲜花（红豆情鲜花）,鲜花组,北京市,北京,否,20191224,在线,15,15.5,9499,178,7,3,3,4,1.87,3.93,0.42857142857142855,0.5714285714285714,1064.0,835.0,346.0,152.0,119.28571428571429,2
74,1,5788642,花生活鲜花（花家花艺鲜花店）,鲜花组,广东省,深圳,否,20180907,在线,24,24.0,9498,110,1,1,1,0,1.16,0.91,1.0,0.0,298.0,155.0,143.0,298.0,155.0,2
341,3,8435955,花生活鲜花（花之都鲜花批发行）,鲜花组,江苏省,徐州,否,20200109,在线,20,20.8,9488,103,3,3,3,0,1.09,2.91,1.0,0.0,912.0,497.0,532.0,304.0,165.66666666666666,2
145,3,7093976,花生活鲜花（花筵万达店）,鲜花组,湖南省,常德,否,20190621,在线,10,10.1,9470,128,3,2,2,1,1.35,2.34,0.6666666666666666,0.3333333333333333,513.0,306.0,280.0,171.0,102.0,2
113,4,6773941,花生活鲜花（百合馆鲜花店）,鲜花组,江苏省,淮安,否,20190409,在线,24,24.0,9455,93,1,1,1,0,0.98,1.08,1.0,0.0,278.0,131.0,186.0,278.0,131.0,2
384,4,8755678,青青鲜花礼品,鲜花组,河南省,安阳,否,20200325,在线,15,15.0,9446,130,1,0,0,1,1.38,0.77,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
256,4,7785896,花生活鲜花（湘湘鲜花蛋糕）,鲜花组,山东省,淄博,否,20190910,在线,12,12.0,9441,96,2,1,1,1,1.02,2.08,0.5,0.5,245.0,85.0,199.0,122.5,42.5,2
412,4,8849787,栀子花卉,鲜花组,广东省,佛山,否,20200408,在线,23,23.0,9439,170,4,4,4,0,1.8,2.35,1.0,0.0,128.0,112.0,12.0,32.0,28.0,2
361,1,8437924,花生活鲜花（卡斯曼鲜花店）,鲜花组,湖南省,衡阳,否,20200110,在线,13,13.0,9407,93,3,3,3,0,0.99,3.23,1.0,0.0,642.0,381.0,378.0,214.0,127.0,2
381,4,8755674,浪漫今生,鲜花组,内蒙古自治区,巴彦淖尔,否,20200326,在线,15,15.0,9404,141,2,2,2,0,1.5,1.42,1.0,0.0,501.0,190.0,389.0,250.5,95.0,2
224,3,7515288,花生活鲜花（绿如蓝花店）,鲜花组,四川省,达州,否,20190803,在线,24,24.0,9393,56,1,1,1,0,0.6,1.79,1.0,0.0,320.0,96.0,263.0,320.0,96.0,2
220,2,7514896,花生活鲜花（爱尚花艺）,鲜花组,贵州省,安顺,否,20190725,在线,24,24.0,9390,322,7,6,6,1,3.43,2.17,0.8571428571428571,0.14285714285714285,2146.0,1128.0,1247.0,306.57142857142856,161.14285714285714,2
270,3,7934078,花生活鲜花（情缘鲜花店榆林店）,鲜花组,陕西省,榆林,否,20191209,在线,24,24.0,9344,218,7,7,7,0,2.33,3.21,1.0,0.0,2075.0,966.0,1382.0,296.42857142857144,138.0,2
341,1,8284386,花生活鲜花（花界花店）,鲜花组,广西壮族自治区,贺州,否,20191219,在线,9,9.4,9324,185,17,14,14,3,1.98,9.19,0.8235294117647058,0.17647058823529413,2484.0,1821.0,960.0,146.11764705882354,107.11764705882354,2
