,time,商家ID,r,f,m,r_score,f_score,m_score,rfm_group
277,1,7934067,21,1,0,2,2,1,221
278,1,7934071,9,1,0,1,2,1,121
279,1,7934074,0,0,0,1,1,1,111
280,1,7934075,24,8,446,3,2,2,322
281,1,7934077,24,0,0,3,1,1,311
282,1,7934078,24,4,445,3,2,2,322
283,1,7994663,24,1,185,3,2,2,322
284,1,7994665,24,0,0,3,1,1,311
285,1,7994666,18,3,0,2,2,1,221
286,1,7994668,24,0,0,3,1,1,311
287,1,7994670,0,0,0,1,1,1,111
288,1,7994671,24,7,536,3,2,2,322
289,1,7994673,24,4,121,3,2,2,322
290,1,7994675,22,8,1028,2,2,3,223
291,1,8068587,24,8,1178,3,2,3,323
292,1,8070349,24,0,0,3,1,1,311
293,1,8071980,0,0,0,1,1,1,111
294,1,8071981,15,7,835,2,2,2,222
295,1,8089012,14,6,19,2,2,2,222
296,1,8094433,23,23,2218,2,3,3,233
297,1,8094434,24,0,0,3,1,1,311
298,1,8197675,20,16,1320,2,3,3,233
299,1,8207107,13,8,850,2,2,2,222
300,1,8207108,16,1,125,2,2,2,222
301,1,8207110,14,1,113,2,2,2,222
302,1,8207111,11,2,115,2,2,2,222
303,1,8207112,24,2,206,3,2,2,322
304,1,8207114,15,0,0,2,1,1,211
305,1,8207115,24,0,0,3,1,1,311
306,1,8207118,24,3,358,3,2,2,322
307,1,8207119,24,2,48,3,2,2,322
308,1,8207120,13,6,703,2,2,2,222
309,1,8222414,12,1,0,2,2,1,221
310,1,8226888,24,0,0,3,1,1,311
311,1,8250903,18,17,2062,2,3,3,233
312,1,8250905,24,0,0,3,1,1,311
313,1,8250906,24,0,0,3,1,1,311
314,1,8250907,24,0,0,3,1,1,311
315,1,8253592,16,1,0,2,2,1,221
316,1,8253593,24,2,125,3,2,2,322
317,1,8258610,19,1,0,2,2,1,221
318,1,8258611,11,0,0,2,1,1,211
319,1,8258612,0,0,0,1,1,1,111
320,1,8258613,0,0,0,1,1,1,111
321,1,8278261,18,18,1644,2,3,3,233
322,1,8278262,17,16,1440,2,3,3,233
323,1,8278267,21,11,934,2,3,3,233
324,1,8278268,8,0,0,1,1,1,111
325,1,8278275,6,5,281,1,2,2,122
326,1,8278322,17,8,0,2,2,1,221
327,1,8278323,17,25,2053,2,3,3,233
328,1,8278324,24,0,0,3,1,1,311
329,1,8278326,24,2,65,3,2,2,322
330,1,8278376,24,0,0,3,1,1,311
331,1,8278380,10,1,85,2,2,2,222
332,1,8278384,24,1,0,3,2,1,321
333,1,8278455,9,0,0,1,1,1,111
334,1,8278456,24,0,0,3,1,1,311
335,1,8278457,18,3,316,2,2,2,222
336,1,8278459,11,7,785,2,2,2,222
337,1,8278460,9,21,2604,1,3,3,133
338,1,8280405,20,1,0,2,2,1,221
339,1,8280460,6,0,0,1,1,1,111
340,1,8284382,9,16,1133,1,3,3,133
341,1,8284386,9,17,1821,1,3,3,133
342,1,8357579,15,9,944,2,3,3,233
343,1,8357582,10,30,3321,2,3,3,233
344,1,8357588,24,1,0,3,2,1,321
345,1,8357592,19,18,849,2,3,2,232
346,1,8357593,18,0,0,2,1,1,211
347,1,8358888,24,0,0,3,1,1,311
348,1,8364413,11,3,161,2,2,2,222
349,1,8364414,12,0,0,2,1,1,211
350,1,8364416,14,1,85,2,2,2,222
351,1,8364417,15,2,125,2,2,2,222
352,1,8435950,14,0,0,2,1,1,211
353,1,8435952,8,11,1090,1,3,3,133
354,1,8435955,14,1,0,2,2,1,221
355,1,8435957,13,18,2275,2,3,3,233
356,1,8435958,15,15,1319,2,3,3,233
357,1,8435959,13,6,672,2,2,2,222
358,1,8435960,9,1,0,1,2,1,121
359,1,8435961,10,7,412,1,2,2,122
360,1,8435962,14,0,0,2,1,1,211
361,1,8437924,13,3,381,2,2,2,222
362,1,8437925,6,0,0,1,1,1,111
363,1,8437926,14,0,0,2,1,1,211
364,1,8437927,15,0,0,2,1,1,211
365,1,8442887,14,0,0,2,1,1,211
366,1,8471193,6,0,0,1,1,1,111
367,1,8471409,4,0,0,1,1,1,111
368,1,8471425,14,0,0,2,1,1,211
369,1,8471437,2,2,0,1,2,2,122
370,1,8472854,15,1,120,2,2,2,222
371,1,8472855,14,1,0,2,2,1,221
372,2,295680,24,2,146,3,2,2,322
373,2,642989,23,8,654,3,2,2,322
374,2,653643,8,4,1193,1,2,3,123
375,2,714142,4,18,3370,1,3,3,133
376,2,772683,14,0,0,2,1,1,211
377,2,783170,24,4,1156,3,2,3,323
378,2,799254,19,2,195,2,2,2,222
379,2,833749,4,0,0,1,1,1,111
380,2,1330090,8,0,0,1,1,1,111
381,2,1523142,3,0,0,1,1,1,111
382,2,1696175,3,0,0,1,1,1,111
383,2,1937925,0,0,0,1,1,1,111
384,2,1971869,20,8,1238,2,2,3,223
385,2,2006070,19,15,2490,2,3,3,233
386,2,2019807,19,1,0,2,2,1,221
387,2,2045211,13,1,0,2,2,1,221
388,2,2068451,20,2,205,2,2,2,222
389,2,2095123,23,135,23189,3,3,3,333
390,2,2174771,0,0,0,1,1,1,111
391,2,2220100,2,0,0,1,1,1,111
392,2,2329256,24,2,322,3,2,2,322
393,2,2402349,15,5,175,2,2,2,222
394,2,2482113,12,1,0,2,2,1,221
395,2,2527715,4,0,0,1,1,1,111
396,2,2622811,18,13,1663,2,3,3,233
397,2,2666240,19,24,3045,2,3,3,233
398,2,2880558,4,0,0,1,1,1,111
399,2,2922099,24,5,303,3,2,2,322
400,2,3018522,17,35,5139,2,3,3,233
401,2,3027069,0,10,1818,1,3,3,133
402,2,3072588,0,0,0,1,1,1,111
403,2,3095162,0,1,0,1,2,1,121
404,2,3114926,3,2,341,1,2,2,122
405,2,3128450,5,31,6283,1,3,3,133
406,2,3165468,14,2,0,2,2,1,221
407,2,3174325,2,0,0,1,1,1,111
408,2,3464481,11,1,0,2,2,1,221
409,2,3468033,19,121,19370,2,3,3,233
410,2,3562612,2,0,0,1,1,1,111
411,2,3713872,14,7,760,2,2,2,222
412,2,3882102,13,3,304,2,2,2,222
413,2,3985407,19,22,3203,2,3,3,233
414,2,3994932,13,7,866,2,2,3,223
415,2,4192177,10,0,0,2,1,1,211
416,2,4304946,19,29,4239,2,3,3,233
417,2,4363389,23,22,3472,3,3,3,333
418,2,4389748,19,6,666,2,2,2,222
419,2,4434657,2,13,2132,1,3,3,133
420,2,4439411,14,3,375,2,2,2,222
421,2,4464626,0,0,0,1,1,1,111
422,2,4473272,22,3,590,2,2,2,222
423,2,4742557,23,1,0,3,2,1,321
424,2,4885878,18,0,0,2,1,1,211
425,2,5054488,14,4,531,2,2,2,222
426,2,5056286,4,0,0,1,1,1,111
427,2,5121244,11,2,351,2,2,2,222
428,2,5196478,16,35,4162,2,3,3,233
429,2,5332337,11,7,1360,2,2,3,223
430,2,5345425,24,9,1620,3,3,3,333
431,2,5346237,0,0,0,1,1,1,111
432,2,5379291,23,12,1342,3,3,3,333
433,2,5550366,24,2,305,3,2,2,322
434,2,5565851,24,0,0,3,1,1,311
435,2,5582315,15,2,0,2,2,1,221
436,2,5641328,24,46,6813,3,3,3,333
437,2,5740741,19,33,5590,2,3,3,233
438,2,5762294,2,4,421,1,2,2,122
439,2,5788642,17,7,1361,2,2,3,223
440,2,5844824,0,0,0,1,1,1,111
441,2,5845622,20,5,690,2,2,2,222
442,2,5860472,2,0,0,1,1,1,111
443,2,5866954,4,0,0,1,1,1,111
444,2,5962302,13,38,4011,2,3,3,233
445,2,6012181,4,0,0,1,1,1,111
446,2,6026797,10,0,0,2,1,1,211
447,2,6061744,4,3,265,1,2,2,122
448,2,6074581,18,5,733,2,2,2,222
449,2,6104153,19,3,350,2,2,2,222
450,2,6132769,24,10,883,3,3,3,333
451,2,6197578,6,4,0,1,2,1,121
452,2,6236483,5,1,0,1,2,1,121
453,2,6305029,23,13,2108,2,3,3,233
454,2,6355077,9,0,0,1,1,1,111
455,2,6390095,2,0,0,1,1,1,111
456,2,6395163,5,33,7214,1,3,3,133
457,2,6405229,0,0,0,1,1,1,111
458,2,6503029,24,12,1544,3,3,3,333
459,2,6532043,0,0,0,1,1,1,111
460,2,6533841,0,0,0,1,1,1,111
461,2,6543684,24,20,5064,3,3,3,333
462,2,6579105,21,0,0,2,1,1,211
463,2,6582771,24,28,4308,3,3,3,333
464,2,6588555,10,1,0,2,2,1,221
465,2,6609908,0,0,0,1,1,1,111
466,2,6626527,0,0,0,1,1,1,111
467,2,6704550,17,5,369,2,2,2,222
468,2,6729448,15,77,11492,2,3,3,233
469,2,6769761,10,0,0,2,1,1,211
470,2,6773711,10,9,1892,1,3,3,133
471,2,6773712,1,8,1082,1,2,3,123
472,2,6773713,2,1,0,1,2,1,121
473,2,6773714,2,7,817,1,2,2,122
474,2,6773715,1,0,0,1,1,1,111
475,2,6773717,13,6,517,2,2,2,222
476,2,6773719,6,4,556,1,2,2,122
477,2,6773720,5,2,149,1,2,2,122
478,2,6773722,6,0,0,1,1,1,111
479,2,6773725,7,1,0,1,2,1,121
480,2,6773727,0,0,0,1,1,1,111
481,2,6773784,15,15,2474,2,3,3,233
482,2,6773938,8,14,146,1,3,2,132
483,2,6773939,22,58,12085,2,3,3,233
484,2,6773940,23,7,1135,3,2,3,323
485,2,6773941,24,7,546,3,2,2,322
486,2,6774016,17,66,13081,2,3,3,233
487,2,6774085,0,0,0,1,1,1,111
488,2,6826710,7,1,0,1,2,1,121
489,2,6826712,22,8,1049,2,2,3,223
490,2,6826772,22,29,5113,2,3,3,233
491,2,6865867,19,2,37,2,2,2,222
492,2,6881023,20,25,3090,2,3,3,233
493,2,6882162,0,0,0,1,1,1,111
494,2,6882163,0,0,0,1,1,1,111
495,2,6882164,13,3,0,2,2,1,221
496,2,6882165,20,17,2091,2,3,3,233
497,2,6928399,17,7,658,2,2,2,222
498,2,6944778,4,0,0,1,1,1,111
499,2,6952198,0,0,0,1,1,1,111
500,2,6956267,23,13,1967,2,3,3,233
501,2,6967767,24,26,3500,3,3,3,333
502,2,6968121,0,0,0,1,1,1,111
503,2,6968235,22,6,546,2,2,2,222
504,2,7004308,24,1,176,3,2,2,322
505,2,7008016,0,0,0,1,1,1,111
506,2,7022271,19,17,2282,2,3,3,233
507,2,7022273,11,0,0,2,1,1,211
508,2,7022274,7,1,0,1,2,1,121
509,2,7022275,13,15,2073,2,3,3,233
510,2,7022276,24,13,1977,3,3,3,333
511,2,7022374,23,17,1985,3,3,3,333
512,2,7022375,11,7,579,2,2,2,222
513,2,7028637,13,0,0,2,1,1,211
514,2,7063793,6,1,0,1,2,1,121
515,2,7093976,11,9,1098,2,3,3,233
516,2,7094045,6,20,4199,1,3,3,133
517,2,7160078,13,0,0,2,1,1,211
518,2,7166109,0,0,0,1,1,1,111
519,2,7166110,4,0,0,1,1,1,111
520,2,7166112,11,1,0,2,2,1,221
521,2,7166113,4,0,0,1,1,1,111
522,2,7166115,0,0,0,1,1,1,111
523,2,7166116,4,0,0,1,1,1,111
524,2,7166264,13,4,21,2,2,2,222
525,2,7194721,14,66,10030,2,3,3,233
526,2,7196730,12,0,0,2,1,1,211
527,2,7207842,0,0,0,1,1,1,111
528,2,7207843,3,1,0,1,2,1,121
529,2,7207845,13,18,1650,2,3,3,233
530,2,7207846,3,7,637,1,2,2,122
531,2,7207847,19,1,146,2,2,2,222
532,2,7207848,17,13,1112,2,3,3,233
533,2,7207850,23,42,6082,3,3,3,333
534,2,7207851,19,72,10977,2,3,3,233
535,2,7264470,19,1,156,2,2,2,222
536,2,7264472,0,0,0,1,1,1,111
537,2,7264474,11,2,0,2,2,1,221
538,2,7264476,0,0,0,1,1,1,111
539,2,7264477,0,0,0,1,1,1,111
540,2,7280704,15,4,367,2,2,2,222
541,2,7310176,20,6,854,2,2,2,222
542,2,7310188,16,16,2501,2,3,3,233
543,2,7311299,19,3,1256,2,2,3,223
544,2,7317971,6,3,447,1,2,2,122
545,2,7317972,7,11,1980,1,3,3,133
546,2,7318032,24,9,1591,3,3,3,333
547,2,7331152,3,0,0,1,1,1,111
548,2,7349050,9,8,642,1,2,2,122
549,2,7349051,19,18,2648,2,3,3,233
550,2,7349052,12,3,523,2,2,2,222
551,2,7349060,17,0,0,2,1,1,211
552,2,7349110,24,21,2957,3,3,3,333
553,2,7392788,24,49,7514,3,3,3,333
554,2,7392799,0,0,0,1,1,1,111
555,2,7392893,10,5,513,2,2,2,222
556,2,7392896,4,0,0,1,1,1,111
557,2,7392897,4,0,0,1,1,1,111
558,2,7392899,16,0,0,2,1,1,211
559,2,7392900,16,5,421,2,2,2,222
560,2,7392901,24,21,2649,3,3,3,333
561,2,7392902,13,0,0,2,1,1,211
562,2,7392906,5,13,1439,1,3,3,133
563,2,7392907,3,0,0,1,1,1,111
564,2,7398752,0,0,0,1,1,1,111
565,2,7427902,20,13,2631,2,3,3,233
566,2,7427904,16,12,1805,2,3,3,233
567,2,7428704,0,0,0,1,1,1,111
568,2,7429078,17,19,3319,2,3,3,233
569,2,7475288,0,0,0,1,1,1,111
570,2,7475291,0,0,0,1,1,1,111
571,2,7475292,13,27,3572,2,3,3,233
572,2,7475293,11,1,0,2,2,1,221
573,2,7475294,23,3,506,3,2,2,322
574,2,7475297,15,4,775,2,2,2,222
575,2,7475298,13,61,7968,2,3,3,233
576,2,7475299,0,0,0,1,1,1,111
577,2,7475300,12,19,2750,2,3,3,233
578,2,7475402,9,25,2490,1,3,3,133
579,2,7514878,0,0,0,1,1,1,111
580,2,7514879,24,2,312,3,2,2,322
581,2,7514880,0,0,0,1,1,1,111
582,2,7514881,7,0,0,1,1,1,111
583,2,7514883,24,11,1463,3,3,3,333
584,2,7514884,20,3,549,2,2,2,222
585,2,7514886,0,0,0,1,1,1,111
586,2,7514887,0,0,0,1,1,1,111
587,2,7514888,0,0,0,1,1,1,111
588,2,7514889,14,3,590,2,2,2,222
589,2,7514890,10,14,2131,2,3,3,233
590,2,7514891,0,0,0,1,1,1,111
591,2,7514892,14,6,846,2,2,2,222
592,2,7514896,24,7,1128,3,2,3,323
593,2,7515286,11,77,25522,2,3,3,233
594,2,7515288,24,4,146,3,2,2,322
595,2,7545487,22,11,1780,2,3,3,233
596,2,7545488,0,0,0,1,1,1,111
597,2,7545489,23,15,2569,3,3,3,333
598,2,7545490,2,7,495,1,2,2,122
599,2,7545492,2,1,105,1,2,2,122
600,2,7545494,0,4,1012,1,2,3,123
601,2,7546953,16,40,6725,2,3,3,233
602,2,7622475,1,1,175,1,2,2,122
603,2,7634499,3,1,0,1,2,1,121
604,2,7641996,2,0,0,1,1,1,111
605,2,7642002,4,0,0,1,1,1,111
606,2,7642004,2,0,0,1,1,1,111
607,2,7642006,21,23,3582,2,3,3,233
608,2,7642070,2,0,0,1,1,1,111
609,2,7642072,13,5,467,2,2,2,222
610,2,7642073,2,1,0,1,2,1,121
611,2,7642074,3,18,1248,1,3,3,133
612,2,7642075,9,1,0,1,2,1,121
613,2,7642076,8,4,647,1,2,2,122
614,2,7672370,8,1,115,1,2,2,122
615,2,7672411,0,0,0,1,1,1,111
616,2,7672416,0,0,0,1,1,1,111
617,2,7672419,3,1,105,1,2,2,122
618,2,7672420,23,21,2447,3,3,3,333
619,2,7672499,0,0,0,1,1,1,111
620,2,7682068,16,7,785,2,2,2,222
621,2,7690567,0,0,0,1,1,1,111
622,2,7743128,12,4,693,2,2,2,222
623,2,7743129,23,0,0,3,1,1,311
624,2,7743130,10,1,0,2,2,1,221
625,2,7743133,11,19,2693,2,3,3,233
626,2,7785891,0,0,0,1,1,1,111
627,2,7785893,24,1,0,3,2,1,321
628,2,7785894,0,0,0,1,1,1,111
629,2,7785895,12,6,778,2,2,2,222
630,2,7785896,17,1,266,2,2,2,222
631,2,7785967,23,19,2059,3,3,3,333
632,2,7907142,23,5,718,3,2,2,322
633,2,7907143,3,1,0,1,2,1,121
634,2,7907144,13,0,0,2,1,1,211
635,2,7934066,21,0,0,2,1,1,211
636,2,7934067,0,0,0,1,1,1,111
637,2,7934071,0,0,0,1,1,1,111
638,2,7934075,19,19,2920,2,3,3,233
639,2,7934077,23,73,9454,3,3,3,333
640,2,7934078,18,18,1476,2,3,3,233
641,2,7994663,17,8,1128,2,2,3,223
642,2,7994665,6,0,0,1,1,1,111
643,2,7994666,0,0,0,1,1,1,111
644,2,7994668,10,0,0,2,1,1,211
645,2,7994670,0,0,0,1,1,1,111
646,2,7994671,17,5,754,2,2,2,222
647,2,7994673,23,16,3716,2,3,3,233
648,2,7994675,0,0,0,1,1,1,111
649,2,8068587,12,3,185,2,2,2,222
650,2,8070349,4,0,0,1,1,1,111
651,2,8071981,12,22,3042,2,3,3,233
652,2,8089012,13,25,1656,2,3,3,233
653,2,8094433,21,110,17754,2,3,3,233
654,2,8094434,4,0,0,1,1,1,111
655,2,8197675,14,5,826,2,2,2,222
656,2,8207107,10,2,635,2,2,2,222
657,2,8207108,13,1,108,2,2,2,222
658,2,8207110,4,0,0,1,1,1,111
659,2,8207111,0,0,0,1,1,1,111
660,2,8207112,24,17,2601,3,3,3,333
661,2,8207114,2,0,0,1,1,1,111
662,2,8207115,4,0,0,1,1,1,111
663,2,8207118,6,0,0,1,1,1,111
664,2,8207119,4,0,0,1,1,1,111
665,2,8207120,0,0,0,1,1,1,111
666,2,8222414,0,0,0,1,1,1,111
667,2,8226888,24,0,0,3,1,1,311
668,2,8250903,0,0,0,1,1,1,111
669,2,8250905,4,0,0,1,1,1,111
670,2,8250906,4,0,0,1,1,1,111
671,2,8250907,4,1,0,1,2,1,121
672,2,8253592,8,7,566,1,2,2,122
673,2,8253593,24,5,505,3,2,2,322
674,2,8258610,5,0,0,1,1,1,111
675,2,8258611,5,2,185,1,2,2,122
676,2,8258612,0,0,0,1,1,1,111
677,2,8258613,0,0,0,1,1,1,111
678,2,8278261,18,28,3473,2,3,3,233
679,2,8278262,18,0,0,2,1,1,211
680,2,8278267,9,7,570,1,2,2,122
681,2,8278268,1,1,118,1,2,2,122
682,2,8278275,0,0,0,1,1,1,111
683,2,8278322,7,8,578,1,2,2,122
684,2,8278323,6,9,1011,1,3,3,133
685,2,8278324,4,0,0,1,1,1,111
686,2,8278326,4,0,0,1,1,1,111
687,2,8278376,3,0,0,1,1,1,111
688,2,8278380,2,1,0,1,2,1,121
689,2,8278384,4,0,0,1,1,1,111
690,2,8278455,0,0,0,1,1,1,111
691,2,8278456,24,0,0,3,1,1,311
692,2,8278457,6,6,296,1,2,2,122
693,2,8278459,11,55,8509,2,3,3,233
694,2,8278460,4,4,551,1,2,2,122
695,2,8280405,20,2,312,2,2,2,222
696,2,8280460,0,0,0,1,1,1,111
697,2,8284382,16,60,8635,2,3,3,233
698,2,8284386,8,29,4306,1,3,3,133
699,2,8357579,0,0,0,1,1,1,111
700,2,8357582,12,99,16706,2,3,3,233
701,2,8357588,8,1,0,1,2,1,121
702,2,8357592,7,6,264,1,2,2,122
703,2,8357593,13,4,690,2,2,2,222
704,2,8358888,4,0,0,1,1,1,111
705,2,8364413,9,1,100,1,2,2,122
706,2,8364414,6,1,0,1,2,1,121
707,2,8364416,19,1,60,2,2,2,222
708,2,8364417,8,2,0,1,2,1,121
709,2,8435950,2,0,0,1,1,1,111
710,2,8435952,3,41,4789,1,3,3,133
711,2,8435955,17,0,0,2,1,1,211
712,2,8435957,18,16,3435,2,3,3,233
713,2,8435958,13,23,2651,2,3,3,233
714,2,8435959,19,17,2221,2,3,3,233
715,2,8435960,0,0,0,1,1,1,111
716,2,8435961,5,7,476,1,2,2,122
717,2,8435962,9,0,0,1,1,1,111
718,2,8437924,14,12,1534,2,3,3,233
719,2,8437925,0,0,0,1,1,1,111
720,2,8437926,11,1,0,2,2,1,221
721,2,8437927,2,0,0,1,1,1,111
722,2,8442887,3,0,0,1,1,1,111
723,2,8462158,4,17,2164,1,3,3,133
724,2,8471191,2,2,0,1,2,1,121
725,2,8471192,22,1,120,2,2,2,222
726,2,8471193,16,6,755,2,2,2,222
727,2,8471194,3,0,0,1,1,1,111
728,2,8471195,12,13,1476,2,3,3,233
729,2,8471409,1,4,527,1,2,2,122
730,2,8471425,3,0,0,1,1,1,111
731,2,8471427,20,0,0,2,1,1,211
732,2,8471437,0,0,0,1,1,1,111
733,2,8472854,13,5,543,2,2,2,222
734,2,8472855,19,12,1246,2,3,3,233
735,2,8472856,22,0,0,2,1,1,211
736,2,8488486,15,26,4896,2,3,3,233
737,2,8488487,15,39,3224,2,3,3,233
738,2,8488488,13,0,0,2,1,1,211
739,2,8488489,22,8,828,2,2,2,222
740,2,8488490,21,12,1888,2,3,3,233
741,2,8492059,22,1,0,2,2,1,221
742,2,8492060,0,0,0,1,1,1,111
743,3,295680,23,2,251,3,2,2,322
744,3,642989,22,9,1267,2,3,3,233
745,3,653643,14,3,406,2,2,2,222
746,3,714142,17,23,3872,2,3,3,233
747,3,772683,18,4,321,2,2,2,222
748,3,783170,24,2,211,3,2,2,322
749,3,799254,24,0,0,3,1,1,311
750,3,833749,0,0,0,1,1,1,111
751,3,1330090,24,6,889,3,2,3,323
752,3,1523142,24,8,1402,3,2,3,323
753,3,1696175,23,1,0,2,2,1,221
754,3,1937925,6,0,0,1,1,1,111
755,3,1971869,24,12,961,3,3,3,333
756,3,2006070,24,4,487,3,2,2,322
757,3,2019807,24,0,0,3,1,1,311
758,3,2045211,24,1,210,3,2,2,322
759,3,2068451,24,0,0,3,1,1,311
760,3,2095123,24,189,25703,3,3,3,333
761,3,2174771,13,1,96,2,2,2,222
762,3,2220100,0,0,0,1,1,1,111
763,3,2329256,24,2,256,3,2,2,322
764,3,2402349,22,3,415,2,2,2,222
765,3,2482113,0,0,0,1,1,1,111
766,3,2527715,18,2,400,2,2,2,222
767,3,2622811,12,3,505,2,2,2,222
768,3,2666240,15,19,2080,2,3,3,233
769,3,2880558,22,3,471,2,2,2,222
770,3,2922099,24,9,781,3,3,2,332
771,3,3018522,24,13,1667,3,3,3,333
772,3,3027069,10,4,800,2,2,2,222
773,3,3072588,5,2,202,1,2,2,122
774,3,3095162,0,0,0,1,1,1,111
775,3,3114926,12,1,165,2,2,2,222
776,3,3128450,12,55,8366,2,3,3,233
777,3,3165468,24,4,211,3,2,2,322
778,3,3174325,24,1,105,3,2,2,322
779,3,3464481,0,0,0,1,1,1,111
780,3,3468033,23,173,23463,3,3,3,333
781,3,3562612,0,0,0,1,1,1,111
782,3,3713872,16,0,0,2,1,1,211
783,3,3882102,11,15,1227,2,3,3,233
784,3,3985407,24,27,3144,3,3,3,333
785,3,3994932,24,3,228,3,2,2,322
786,3,4192177,0,0,0,1,1,1,111
787,3,4304946,24,17,1855,3,3,3,333
788,3,4363389,23,76,10412,3,3,3,333
789,3,4389748,24,6,601,3,2,2,322
790,3,4434657,12,5,96,2,2,2,222
791,3,4439411,24,3,514,3,2,2,322
792,3,4464626,14,14,582,2,3,2,232
793,3,4473272,23,2,115,3,2,2,322
794,3,4742557,20,1,0,2,2,1,221
795,3,4885878,24,1,0,3,2,1,321
796,3,5054488,9,2,0,1,2,1,121
797,3,5056286,0,0,0,1,1,1,111
798,3,5121244,8,2,328,1,2,2,122
799,3,5196478,22,41,4508,2,3,3,233
800,3,5332337,22,16,865,2,3,2,232
801,3,5345425,24,4,368,3,2,2,322
802,3,5346237,3,0,0,1,1,1,111
803,3,5379291,24,15,1153,3,3,3,333
804,3,5550366,24,1,115,3,2,2,322
805,3,5565851,24,2,369,3,2,2,322
806,3,5582315,24,17,2280,3,3,3,333
807,3,5630285,8,0,0,1,1,1,111
808,3,5641328,24,20,1715,3,3,3,333
809,3,5740741,24,20,2206,3,3,3,333
810,3,5762294,24,10,1197,3,3,3,333
811,3,5788642,24,2,310,3,2,2,322
812,3,5844824,0,0,0,1,1,1,111
813,3,5845622,24,0,0,3,1,1,311
814,3,5860472,10,6,398,1,2,2,122
815,3,5866954,0,0,0,1,1,1,111
816,3,5962302,24,13,820,3,3,2,332
817,3,6012181,0,0,0,1,1,1,111
818,3,6026797,11,0,0,2,1,1,211
819,3,6061744,18,14,1899,2,3,3,233
820,3,6074581,20,10,819,2,3,2,232
821,3,6104153,20,2,302,2,2,2,222
822,3,6132769,24,7,481,3,2,2,322
823,3,6197578,24,1,131,3,2,2,322
824,3,6236483,18,1,176,2,2,2,222
825,3,6305029,24,11,1490,3,3,3,333
826,3,6355077,24,7,826,3,2,2,322
827,3,6390095,0,0,0,1,1,1,111
828,3,6395163,15,82,12384,2,3,3,233
829,3,6405229,19,7,1378,2,2,3,223
830,3,6503029,24,5,627,3,2,2,322
831,3,6532043,0,0,0,1,1,1,111
832,3,6533841,0,0,0,1,1,1,111
833,3,6543684,24,10,1570,3,3,3,333
834,3,6579105,24,0,0,3,1,1,311
835,3,6582771,24,29,2904,3,3,3,333
836,3,6588555,0,0,0,1,1,1,111
837,3,6609908,0,0,0,1,1,1,111
838,3,6626527,24,2,310,3,2,2,322
839,3,6704550,24,1,0,3,2,1,321
840,3,6729448,24,142,18645,3,3,3,333
841,3,6769761,24,6,555,3,2,2,322
842,3,6773711,11,21,2491,2,3,3,233
843,3,6773712,0,0,0,1,1,1,111
844,3,6773713,21,1,135,2,2,2,222
845,3,6773714,11,4,581,2,2,2,222
846,3,6773715,5,2,40,1,2,2,122
847,3,6773717,24,10,1551,3,3,3,333
848,3,6773719,24,6,1095,3,2,3,323
849,3,6773720,18,0,0,2,1,1,211
850,3,6773722,24,4,415,3,2,2,322
851,3,6773725,0,0,0,1,1,1,111
852,3,6773727,24,29,3487,3,3,3,333
853,3,6773784,22,9,1041,2,3,3,233
854,3,6773938,18,4,298,2,2,2,222
855,3,6773939,23,62,13079,3,3,3,333
856,3,6773940,24,8,646,3,2,2,322
857,3,6773941,24,2,115,3,2,2,322
858,3,6774016,23,63,10522,3,3,3,333
859,3,6774085,0,0,0,1,1,1,111
860,3,6826710,20,3,210,2,2,2,222
861,3,6826712,24,11,1134,3,3,3,333
862,3,6826772,22,54,6612,2,3,3,233
863,3,6865867,24,7,294,3,2,2,322
864,3,6881023,23,8,947,3,2,3,323
865,3,6882162,10,1,0,2,2,1,221
866,3,6882163,0,0,0,1,1,1,111
867,3,6882164,24,8,1258,3,2,3,323
868,3,6882165,24,10,1052,3,3,3,333
869,3,6928399,24,31,3664,3,3,3,333
870,3,6944778,0,0,0,1,1,1,111
