门店,门店ID,城市(城市负责人),体检分,权益奖励,近7日服务问题导致的营业额损失(元),本周触犯红线,上周触犯红线
"花生活鲜花（春季花艺）	","642989	",合肥,"79.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（雅景花艺）	","653643	",东莞,"68.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（情意浓花店）	","714142	",温州,"78.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（杏福花店）	","772683	",厦门,"68.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（花好月缘鲜花店）	","799254	",莆田,"72.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（卉轩鲜花礼品店）	","833749	",银川,"63.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（唯美花艺）	","1330090	",大理白族自治州,"66.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（明珠鲜花坊）	","1523142	",西宁,"72.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（520鲜花园艺）	","1696175	",上海,"70.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（花心苑花店）	","1937925	",荆州,"64.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（嘿花哨花艺）	","1971869	",遵义,"81.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（伊馨花坊）	","2006070	",上海,"62.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（爱荷花坊）	","2019807	",厦门,"50.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（阳光花坊）	","2045211	",南昌,"63.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（花语人生）	","2068451	",厦门,"51.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（遇见花艺馆）	","2095123	",郴州,"86.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（九零花坊）	","2174771	",上海,"67.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（花花世界鲜花）	","2220100	",十堰,"60.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（七彩坊鲜花店）	","2329256	",泉州,"65.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（静静花艺银盛路店）	","2402349	",银川,"65.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（玫瑰坊）	","2482113	",镇江,"60.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（情缘鲜花店遵义店）	","2527715	",遵义,"75.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（品蕊花屋）	","2622811	",宜宾,"79.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（祥和鲜花）	","2666240	",青岛,"71.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（创意花坊）	","2880558	",合肥,"70.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（小草堂花艺生活馆）	","2922099	",太原,"59.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（源达花艺）	","3018522	",常德,"76.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（艺都鲜花）	","3027069	",宁波,"46.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（如意鲜花）	","3072588	",遵义,"69.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（花瓣雨花坊）	","3095162	",天津,"64.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（艺博花艺）	","3114926	",安阳,"71.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（花之恋鲜花店）	","3128450	",绍兴,"78.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（甄阿奇花艺）	","3165468	",营口,"60.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（乐派花艺）	","3174325	",遵义,"53.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（香侬鲜花水果）	","3464481	",合肥,"57.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（家美园艺）	","3468033	",上海,"81.0	",--,299,未触犯红线,未触犯红线
"花生活鲜花（俪缘摆渡人）	","3562612	",淮安,"47.0	",--,0,未触犯红线,未触犯红线
"泽凤花店	","3713872	",合肥,"71.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（柔兰花艺）	","3985407	",莆田,"75.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（雅心花艺）	","3994932	",长沙,"65.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（国色天香鲜花店）	","4192177	",遵义,"54.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（城市花坊）	","4304946	",泸州,"74.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（意达鲜花店）	","4363389	",唐山,"85.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（玫瑰花店2店）	","4389748	",东莞,"68.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（晴曦花艺）	","4434657	",福州,"58.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（花田故事）	","4439411	",福州,"50.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（雪莲花艺）	","4464626	",北京,"69.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（祥瑞花艺坊）	","4473272	",天津,"63.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（陌上花开株洲店）	","4742557	",株洲,"72.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（阿西木花艺工作室）	","4885878	",厦门,"52.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（华粤鲜花馆）	","5054488	",厦门,"55.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（撒罗米园艺）	","5056286	",杭州,"47.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（贡贡鲜花坊）	","5121244	",厦门,"52.0	",--,0,未触犯红线,未触犯红线
