,门店ID,体检分,有效订单数,入店人数,平均商家评分,平均配送评分,平均配送评分
0,642989,68.0,0,2,2.8,4.3,4.3
1,653643,62.0,0,6,0.0,0.0,0.0
2,714142,68.0,0,7,5.0,0.0,0.0
3,772683,72.0,0,2,0.0,0.0,0.0
4,799254,75.0,0,5,0.0,0.0,0.0
5,833749,60.0,0,1,0.0,0.0,0.0
6,1330090,64.0,0,15,0.0,0.0,0.0
7,1523142,76.0,0,7,5.0,5.0,5.0
8,1696175,76.0,0,5,0.0,0.0,0.0
9,1937925,73.0,0,0,0.0,0.0,0.0
10,1971869,71.0,0,2,0.0,0.0,0.0
11,2006070,75.0,0,4,0.0,0.0,0.0
12,2019807,56.0,0,0,0.0,0.0,0.0
13,2045211,70.0,0,1,2.3,4.4,4.4
14,2068451,45.0,0,0,0.0,0.0,0.0
15,2095123,87.0,7,59,4.7,4.7,4.7
16,2174771,54.0,0,1,0.0,0.0,0.0
17,2220100,58.0,0,0,0.0,0.0,0.0
18,2329256,67.0,0,2,0.0,0.0,0.0
19,2402349,67.0,0,12,4.2,4.2,4.2
20,2482113,70.0,0,0,0.0,0.0,0.0
21,2527715,71.0,0,1,3.9,5.0,5.0
22,2622811,68.0,1,4,0.0,0.0,0.0
23,2666240,73.0,0,1,4.4,4.5,4.5
24,2880558,75.0,0,2,4.6,5.0,5.0
25,2922099,63.0,0,0,0.0,0.0,0.0
26,3018522,60.0,0,2,0.0,0.0,0.0
27,3027069,54.0,0,6,0.0,0.0,0.0
28,3072588,66.0,0,0,0.0,0.0,0.0
29,3095162,57.0,0,5,0.0,0.0,0.0
30,3114926,77.0,0,3,5.0,5.0,5.0
31,3128450,81.0,0,6,4.8,4.7,4.7
32,3165468,47.0,0,2,0.0,0.0,0.0
33,3174325,52.0,0,4,0.0,0.0,0.0
34,3464481,57.0,0,1,0.0,0.0,0.0
35,3468033,83.0,8,52,4.8,5.0,5.0
36,3562612,45.0,0,0,0.0,0.0,0.0
37,3713872,69.0,0,0,0.0,0.0,0.0
38,3985407,81.0,1,4,3.5,4.1,4.1
39,3994932,64.0,0,2,0.0,0.0,0.0
40,4192177,56.0,0,2,0.0,0.0,0.0
41,4304946,71.0,0,2,0.0,0.0,0.0
42,4363389,84.0,0,14,4.5,4.7,4.7
43,4389748,62.0,0,7,0.0,0.0,0.0
44,4434657,47.0,0,3,0.0,0.0,0.0
45,4439411,54.0,0,4,0.0,0.0,0.0
46,4464626,72.0,0,5,0.0,0.0,0.0
47,4473272,73.0,0,6,4.9,5.0,5.0
48,4742557,63.0,0,2,0.0,0.0,0.0
49,4885878,67.0,0,3,0.0,0.0,0.0
50,5054488,47.0,0,0,0.0,0.0,0.0
51,5056286,56.0,0,0,0.0,0.0,0.0
52,5121244,55.0,0,0,0.0,0.0,0.0
53,5196478,79.0,0,4,4.4,5.0,5.0
54,5332337,82.0,0,8,4.8,4.7,4.7
55,5345425,68.0,0,1,0.0,0.0,0.0
56,5346237,70.0,0,0,0.0,0.0,0.0
57,5379291,74.0,1,8,5.0,5.0,5.0
58,5550366,62.0,0,1,0.0,0.0,0.0
59,5565851,56.0,0,1,0.0,0.0,0.0
60,5582315,56.0,0,4,0.0,0.0,0.0
61,5630285,54.0,0,4,0.0,0.0,0.0
62,5641328,78.0,0,10,4.9,5.0,5.0
63,5740741,77.0,0,16,4.0,5.0,5.0
64,5762294,78.0,1,11,0.0,0.0,0.0
65,5788642,53.0,0,3,0.0,0.0,0.0
66,5845622,75.0,0,2,4.3,3.7,3.7
67,5860472,66.0,0,4,0.0,0.0,0.0
68,5866954,45.0,0,0,0.0,0.0,0.0
69,5962302,55.0,0,3,0.0,0.0,0.0
70,6012181,45.0,0,0,0.0,0.0,0.0
71,6026797,67.0,0,0,0.0,0.0,0.0
72,6061744,64.0,0,5,0.0,0.0,0.0
73,6104153,72.0,0,2,0.0,0.0,0.0
74,6132769,64.0,0,4,0.0,0.0,0.0
75,6197578,44.0,0,0,0.0,0.0,0.0
76,6236483,43.0,0,1,0.0,0.0,0.0
77,6305029,81.0,1,10,4.8,4.9,4.9
78,6355077,64.0,0,6,0.0,0.0,0.0
79,6390095,70.0,1,3,0.0,0.0,0.0
80,6395163,83.0,0,17,4.6,4.8,4.8
81,6405229,56.0,0,2,0.0,0.0,0.0
82,6503029,75.0,0,1,0.0,0.0,0.0
83,6533841,45.0,0,1,0.0,0.0,0.0
84,6543684,70.0,1,13,0.0,0.0,0.0
85,6579105,68.0,0,4,0.0,0.0,0.0
86,6582771,68.0,0,4,0.0,0.0,0.0
87,6588555,44.0,0,0,0.0,0.0,0.0
88,6609908,64.0,0,0,0.0,0.0,0.0
89,6626527,70.0,0,3,0.0,0.0,0.0
90,6704550,48.0,0,0,0.0,0.0,0.0
91,6729448,77.0,4,34,4.2,4.8,4.8
92,6773711,73.0,0,10,0.0,0.0,0.0
93,6773712,67.0,0,0,0.0,0.0,0.0
94,6773713,53.0,0,2,0.0,0.0,0.0
95,6773714,73.0,0,4,0.0,0.0,0.0
96,6773715,73.0,0,2,5.0,5.0,5.0
97,6773717,59.0,0,0,0.0,0.0,0.0
98,6773719,54.0,0,5,0.0,0.0,0.0
99,6773720,57.0,0,0,0.0,0.0,0.0
100,6773722,44.0,0,0,0.0,0.0,0.0
101,6773725,44.0,0,1,0.0,0.0,0.0
102,6773727,74.0,0,11,4.6,5.0,5.0
103,6773784,83.0,0,6,5.0,5.0,5.0
104,6773938,72.0,0,1,4.6,4.2,4.2
105,6773939,85.0,0,8,4.7,4.7,4.7
106,6773940,76.0,0,6,4.5,4.4,4.4
107,6773941,74.0,1,6,3.7,4.3,4.3
108,6774016,86.0,0,7,5.0,5.0,5.0
109,6774085,44.0,0,0,0.0,0.0,0.0
110,6826710,71.0,0,2,0.0,0.0,0.0
111,6826712,76.0,0,10,0.0,0.0,0.0
112,6826772,83.0,0,2,5.0,5.0,5.0
113,6865867,79.0,0,1,4.7,5.0,5.0
114,6881023,72.0,0,4,0.0,0.0,0.0
115,6882162,54.0,0,2,0.0,0.0,0.0
116,6882163,44.0,0,1,0.0,0.0,0.0
117,6882164,58.0,0,1,0.0,0.0,0.0
118,6882165,76.0,0,9,4.2,4.7,4.7
119,6928399,68.0,0,6,2.3,3.7,3.7
120,6944778,52.0,0,0,3.6,4.6,4.6
121,6952198,70.0,0,3,0.0,0.0,0.0
122,6956267,70.0,0,2,0.0,0.0,0.0
123,6967767,64.0,0,5,0.0,0.0,0.0
124,6968235,80.0,0,11,5.0,5.0,5.0
125,7004308,69.0,0,2,0.0,0.0,0.0
126,7022271,77.0,0,6,0.0,0.0,0.0
127,7022273,51.0,0,1,0.0,0.0,0.0
128,7022274,77.0,0,34,4.8,5.0,5.0
129,7022275,69.0,0,2,0.0,0.0,0.0
130,7022276,78.0,0,2,5.0,5.0,5.0
131,7022374,74.0,0,5,4.5,4.8,4.8
132,7022375,76.0,0,10,0.0,0.0,0.0
133,7028637,71.0,0,1,0.0,0.0,0.0
134,7063793,65.0,0,4,0.0,0.0,0.0
135,7088807,63.0,0,3,0.0,0.0,0.0
136,7093976,60.0,0,5,2.6,4.2,4.2
137,7094045,78.0,0,2,4.5,5.0,5.0
138,7160078,43.0,0,0,0.0,0.0,0.0
139,7166109,70.0,0,0,0.0,0.0,0.0
140,7166110,78.0,1,3,4.1,4.4,4.4
141,7166112,51.0,1,1,0.0,0.0,0.0
142,7166113,45.0,0,1,0.0,0.0,0.0
143,7166116,43.0,0,0,0.0,0.0,0.0
144,7166264,74.0,0,3,5.0,5.0,5.0
145,7194721,81.0,1,8,4.5,5.0,5.0
146,7196730,77.0,1,16,4.6,4.7,4.7
147,7207842,70.0,0,2,0.0,0.0,0.0
148,7207843,65.0,0,2,0.0,0.0,0.0
149,7207845,61.0,0,0,0.0,0.0,0.0
150,7207846,67.0,0,0,4.3,5.0,5.0
151,7207847,67.0,0,3,2.2,3.0,3.0
152,7207848,56.0,2,2,0.0,0.0,0.0
153,7207850,69.0,0,2,0.0,0.0,0.0
154,7207851,87.0,4,35,4.4,4.8,4.8
155,7264470,50.0,0,1,0.0,0.0,0.0
156,7264472,57.0,0,1,4.0,5.0,5.0
157,7264474,78.0,0,6,5.0,5.0,5.0
158,7264476,56.0,0,0,0.0,0.0,0.0
159,7280704,60.0,0,1,0.0,0.0,0.0
160,7310176,52.0,0,3,0.0,0.0,0.0
161,7310188,71.0,0,6,0.0,0.0,0.0
162,7311299,54.0,0,0,0.0,0.0,0.0
163,7317971,61.0,0,2,0.0,0.0,0.0
164,7317972,61.0,0,0,0.0,0.0,0.0
165,7318032,75.0,0,1,4.2,4.2,4.2
166,7331152,77.0,0,2,0.0,0.0,0.0
