,门店ID,体检分,有效订单数,入店人数,平均商家评分,平均配送评分,平均配送评分
0,642989,79.0,0,1,3.7,4.6,4.6
1,653643,68.0,0,5,5.0,5.0,5.0
2,714142,78.0,0,10,4.6,4.5,4.5
3,772683,68.0,0,3,0.0,0.0,0.0
4,799254,72.0,0,2,0.0,0.0,0.0
5,833749,63.0,1,3,0.0,0.0,0.0
6,1330090,66.0,0,8,0.0,0.0,0.0
7,1523142,72.0,1,10,5.0,5.0,5.0
8,1696175,70.0,0,3,5.0,5.0,5.0
9,1937925,64.0,0,3,0.0,0.0,0.0
10,1971869,81.0,0,7,5.0,5.0,5.0
11,2006070,62.0,0,0,0.0,0.0,0.0
12,2019807,50.0,0,1,0.0,0.0,0.0
13,2045211,63.0,0,4,3.4,4.7,4.7
14,2068451,51.0,0,4,0.0,0.0,0.0
15,2095123,86.0,7,57,4.6,4.6,4.6
16,2174771,67.0,0,1,0.0,0.0,0.0
17,2220100,60.0,0,3,0.0,0.0,0.0
18,2329256,65.0,0,3,0.0,0.0,0.0
19,2402349,65.0,0,1,4.3,4.3,4.3
20,2482113,60.0,0,2,0.0,0.0,0.0
21,2527715,75.0,0,13,4.4,5.0,5.0
22,2622811,79.0,0,5,4.5,4.4,4.4
23,2666240,71.0,0,4,4.6,4.7,4.7
24,2880558,70.0,0,3,4.6,5.0,5.0
25,2922099,59.0,0,1,0.0,0.0,0.0
26,3018522,76.0,0,2,4.9,5.0,5.0
27,3027069,46.0,0,0,0.0,0.0,0.0
28,3072588,69.0,0,5,0.0,0.0,0.0
29,3095162,64.0,0,4,0.0,0.0,0.0
30,3114926,71.0,0,12,5.0,5.0,5.0
31,3128450,78.0,0,17,4.9,4.8,4.8
32,3165468,60.0,0,4,0.0,0.0,0.0
33,3174325,53.0,0,1,0.0,0.0,0.0
34,3464481,57.0,0,1,0.0,0.0,0.0
35,3468033,81.0,6,59,4.9,4.9,4.9
36,3562612,47.0,0,0,0.0,0.0,0.0
37,3713872,71.0,0,3,5.0,5.0,5.0
38,3985407,75.0,0,8,3.8,4.3,4.3
39,3994932,65.0,0,2,5.0,5.0,5.0
