,日期,店铺所在城市,下单时间,接单时长,是否预订单,商品分类,商品名称,商品原价销售额,商品实付销售额,百分比
1224,1,龙岩	,2020-01-25 08:22:59	,1秒,否,折扣专区	,『爆款推荐』9枝玫瑰混搭玫瑰花束生日送女友送闺蜜送老公鲜花店,426.0,124.0,0.29107981220657275
1228,1,龙岩	,2020-01-31 09:08:09	,1秒,否,折扣专区	,『爆款推荐』9枝玫瑰混搭玫瑰花束生日送女友送闺蜜送老公鲜花店,426.0,124.0,0.29107981220657275
1229,1,合肥	,2020-01-02 13:39:13	,182秒,否,折扣专区	,『店长推荐』3枝白玫瑰+6枝粉玫瑰花搭配满天星推荐生日鲜花店,245.0,119.0,0.4857142857142857
1403,1,上海	,2020-01-09 09:17:26	,171秒,否,折扣专区	,『爆款推荐』9枝玫瑰混搭玫瑰花束生日送女友送闺蜜送老公鲜花店,426.0,124.0,0.29107981220657275
1407,1,上海	,2020-01-12 12:05:26	,13秒,否,折扣专区	,『织女款』11枝粉玫瑰圣诞礼盒鲜花送女友闺蜜生日情人鲜花店,245.0,122.0,0.49795918367346936
1435,1,遵义	,2020-01-12 21:42:48	,121秒,否,折扣专区	,『挚爱』11枝红玫瑰花+2只小熊圣诞礼盒送女友闺蜜生日鲜花店,275.0,122.0,0.44363636363636366
1437,1,遵义	,2020-01-14 15:47:55	,364秒,否,折扣专区	,『挚爱』11枝红玫瑰花+2只小熊圣诞礼盒送女友闺蜜生日鲜花店,275.0,122.0,0.44363636363636366
1456,1,遵义	,2020-02-01 15:49:14	,0秒,否,折扣专区	,『爆款推荐』9枝玫瑰混搭玫瑰花束生日送女友送闺蜜送老公鲜花店,295.0,118.0,0.4
1470,1,遵义	,2020-01-08 17:31:10	,14秒,否,折扣专区	,『痴心』11枝红玫瑰礼盒鲜花送女友闺蜜朋友送女友圣诞爆款,320.0,122.0,0.38125
1494,1,中卫	,2020-02-01 14:16:37	,388秒,否,折扣专区	,『痴心』11枝红玫瑰花礼盒 送女友鼠年朋友生日礼物送女友,320.0,118.0,0.36875
1512,1,徐州	,2020-02-01 19:39:50	,0秒,是,折扣专区	,『店长推荐』3枝白玫瑰+6枝粉玫瑰花搭配满天星推荐生日鲜花店,245.0,118.0,0.4816326530612245
1516,1,镇江	,2020-01-27 10:37:25	,247秒,否,折扣专区	,『爆款推荐』9枝玫瑰混搭玫瑰花束生日送女友送闺蜜送老公鲜花店,295.0,116.56,0.3951186440677966
1615,1,营口	,2020-01-16 13:41:30	,231秒,否,折扣专区	,『织女款』11枝粉玫瑰圣诞礼盒鲜花送女友闺蜜生日情人鲜花店,245.0,122.0,0.49795918367346936
1668,1,西安	,2020-01-25 10:13:33	,0秒,否,折扣专区	,『目不转睛』9枝粉玫瑰花束送女友生日礼物鲜花店推荐送闺蜜,245.0,116.09,0.47383673469387755
1691,1,赣州	,2020-01-12 10:44:12	,22秒,否,折扣专区	,『爆款推荐』9枝玫瑰混搭玫瑰花束生日送女友送闺蜜送老公鲜花店,295.0,116.0,0.39322033898305087
1821,1,乌鲁木齐	,2020-01-07 20:21:53	,232秒,否,折扣专区	,『爆款推荐』9枝玫瑰混搭玫瑰花束生日送女友送闺蜜送老公鲜花店,426.0,124.0,0.29107981220657275
1980,1,克孜勒苏柯尔克孜自治州	,2020-01-15 11:51:02	,195秒,否,折扣专区	,『挚爱』11枝红玫瑰花+2只小熊圣诞礼盒送女友闺蜜生日鲜花店,275.0,122.0,0.44363636363636366
2043,1,昆明	,2020-01-15 14:50:21	,486秒,否,折扣专区	,『挚爱』11枝红玫瑰花+2只小熊圣诞礼盒送女友闺蜜生日鲜花店,275.0,122.0,0.44363636363636366
2055,1,贺州	,2020-01-06 12:32:12	,61秒,否,折扣专区	,『爆款推荐』9枝玫瑰混搭玫瑰花束生日送女友送闺蜜送老公鲜花店,426.0,124.0,0.29107981220657275
2251,1,上海	,2020-01-29 22:29:46	,0秒,是,折扣专区	,『织女款』11枝粉玫瑰圣诞礼盒鲜花送女友闺蜜生日情人鲜花店,245.0,120.0,0.4897959183673469
2252,1,上海	,2020-02-01 16:03:47	,181秒,否,折扣专区	,『爆款推荐』9枝玫瑰混搭玫瑰花束生日送女友送闺蜜送老公鲜花店,295.0,118.0,0.4
